id,short_name,buy_car_type,lng,lat,address,tel,jsd_type,join_shop_code,join_shop_name,province,province_code,city,city_code
15902,比亚迪汽车王朝网（保定卓御4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,115.4432150,38.8200890,河北省保定市莲池区五尧乡南二路936号,0312-2155111,1,BYDHB120J,保定比亚迪卓御汽车销售有限公司,河北,130000,保定,130600
16129,比亚迪汽车海洋网（保定鼎谦4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,115.506480,38.830220,河北省保定市莲池区南大园乡长城南大街1485号世纪汽车城院内,0312-5450000,1,BYDEHB031J,保定市鼎谦汽车贸易有限公司,河北,130000,保定,130600
16763,,,114.6772200,39.3680760,河北省保定市涞源县丰乐村,0312-7312111,1,BYDHB082J-ZYD-02,涞源县家豪汽车销售服务有限公司,河北,130000,保定,130600
15124,比亚迪汽车王朝网（合钰竞秀万博广场商超店）,,115.469685,38.876422,河北省保定市竞秀区东风路街道办事处朝阳北大街99号万博广场负一层BC008号,,1,BYDHEB005SC,保定市合钰汽车销售有限公司,河北,130000,保定,130600
16342,比亚迪汽车王朝网（保定天地人合4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,115.460000,38.910000,河北省保定市创业路359号盛际汽车园区东北角,0312-5918588,1,BYDHB056J,保定市天地人合汽车销售服务有限公司,河北,130000,保定,130600
18574,比亚迪汽车海洋网（莲池乾恒4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,115.559074,38.918686,河北省保定市百楼镇长城北大街2968号,0312-6788080,1,BYDEHB048J,保定比亚迪乾恒汽车销售有限公司,河北,130000,保定,130600
16431,比亚迪汽车王朝网（保定鼎亚4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,115.561700,38.927590,河北省保定市莲池区东金庄乡长城北大街太保营道口北行200米路东保定鼎亚比亚迪4s店,0312-2736666,1,BYDHB098J,保定鼎亚汽车贸易有限公司,河北,130000,保定,130600
15187,,,115.4793200,39.3350400,河北省易县易州镇北市村迎宾大道路东,,1,BYDHB082J-ZYD-04,易县欧陆商贸有限责任公司,河北,130000,保定,130600
16528,比亚迪汽车王朝网（雄安申泽瑞迪4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.1303900,38.9864580,河北省保定市雄县雄州镇崔村旅游路路北99号,0312-6389588,1,BYDHB101J,河北雄安申泽瑞迪汽车销售服务有限公司,河北,130000,保定,130600
17199,,,115.6785000,39.3863700,保定市涞水县涞水镇112线北瓦宅村路口东行50米路南,15175293660,1,BYDEHB001J-ZYD-01,保定环冠汽车销售有限公司,河北,130000,保定,130600
16915,,,115.6836850,39.3847100,河北省保定市涞水县冲之大街53号,0312-4538866,1,BYDHB082J-ZYD-01,涿州中煤华谊汽车销售服务有限公司涞水分公司,河北,130000,保定,130600
18544,比亚迪汽车王朝网（中能化新泰路城市展厅）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,115.890230,39.338151,河北省保定市高碑店市新泰西路13号,0312-2996090,1,BYDHEB013CZ,中能化（河北）新能源汽车产业有限公司高碑店市分公司,河北,130000,保定,130600
15503,比亚迪汽车海洋网（高碑店顶蓝4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,115.9092090,39.3394670,河北省保定市高碑店市北城办事处新泰东路5号,0312-2820010,1,BYDEHB025J,保定顶蓝汽车贸易有限公司,河北,130000,保定,130600
15651,比亚迪汽车海洋网（城西南街晟蓝城市展厅）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,115.9628300,39.4795600,河北省保定市涿州市桃园街道城西南街汽车商场66号,0312-3608055,1,BYDEHB001CZ,涿州晟蓝汽车贸易有限公司,河北,130000,保定,130600
18676,比亚迪汽车王朝网（涿州中能化4S店）,汉EV冠军版/汉EV 创世版/汉EV 千山翠限量版/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-i冠军版/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,115.968290,39.485434,河北省保定市涿州市范阳西路17号,0312-3684689,1,BYDHB130J,中能化（河北）新能源汽车产业有限公司涿州华谊分公司,河北,130000,保定,130600
15631,比亚迪汽车王朝网（张家口源流庆迪4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,114.9296340,40.6838870,河北省张家口市经济技术开发区沙岭子镇庞大一期院内第一排北侧02号,18812136677,1,BYDHB115J,张家口源流庆迪汽车销售有限公司,河北,130000,张家口,130700
17432,比亚迪汽车海洋网（张家口路骐4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,114.9225950,40.6928710,河北省张家口经济开发区沙岭子镇屈家庄村张宣公路西侧庞大二期中间4S店铺面（原华兴化工厂二厂办公楼）,0313-6020022,1,BYDEHB015J,张家口比亚迪路骐汽车销售有限公司,河北,130000,张家口,130700
17368,比亚迪汽车王朝网（张家口路骐4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,114.913798,40.744092,河北省张家口市桥东区胜利南路36号,0313-589111,1,BYDHB106J,张家口比亚迪路骐汽车销售有限公司经开区分公司,河北,130000,张家口,130700
15227,比亚迪汽车王朝网（承德金利海4S店）,,117.986477,40.889587,河北省承德市双桥区大石庙镇太平庄庞大汽车城,0314-2261886,1,BYDHB111J,承德金利海汽车销售有限公司,河北,130000,承德,130800
16660,比亚迪汽车海洋网（承德吉通4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,117.9864730,40.8895830,河北省承德市双桥区大石庙镇太平庄汽车城,0314-5893888,1,BYDEHB010J,承德吉通汽车销售有限公司,河北,130000,承德,130800
17751,比亚迪汽车王朝网（承德智兴4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,117.821693,41.014082,河北省承德市双滦区单塔子村中国北方汽车文化小镇院内前排1号,18931429369,1,BYDHB108J,承德智兴信泽商贸有限公司,河北,130000,承德,130800
15203,,,116.1372920,38.1989860,河北省沧州市南犬县学府大街95号,,1,BYDHB016J-ZYD-02,献县康禄汽车销售有限公司,河北,130000,沧州,130900
17847,比亚迪汽车王朝网（骏通武垣路城市展厅）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,115.8749100,38.4306790,河北省沧州市肃宁县肃宁镇武垣路中国石化加油站北,0317-5188578,1,BYDHEB007CZ,沧州骏通汽车销售有限公司,河北,130000,沧州,130900
17343,,,116.6153990,38.0871230,河北省沧州市泊头市104国道（车管所南侧200米路西）,0317-8221110,1,BYDHB105J-ZYD-02,泊头泰丽汽车贸易有限公司,河北,130000,沧州,130900
17197,,,116.9279110,37.8513500,河北省沧州市南皮县寨子镇王佑全村,0317-8712462,1,BYDEHB009J-ZYD-01,南皮县鸿鹄汽车销售有限公司,河北,130000,沧州,130900
15168,,,116.7464740,38.0276140,沧州市南皮县刘八里乡尹官屯村北侧,,1,BYDHB016J-ZYD-03,南皮县诚信汽车销售有限公司,河北,130000,沧州,130900
17198,,,116.080200,38.718590,任丘市西环路办事处小于庄,0317-2362343,1,BYDEHB009J-ZYD-02,沧州市华成汽车贸易有限公司任丘分公司,河北,130000,沧州,130900
15688,比亚迪汽车王朝网（任丘中煤华谊4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.1206360,38.7435760,河北省沧州市任丘市经济开发区迎宾道东侧,18333788288,1,BYDHB116J,沧州中煤华谊汽车销售服务有限公司任丘分公司,河北,130000,沧州,130900
18285,比亚迪汽车王朝网（中煤华谊运河吾悦广场商超店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.832999,38.279119,河北省沧州市运河区永安南大道与海河西路吾悦广场一层1012号与1015-1号商铺,15383776453,1,BYDHEB010SC,沧州中煤华谊汽车销售服务有限公司运河分公司,河北,130000,沧州,130900
18460,比亚迪汽车海洋网（沧州乾恒4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.815840,38.325950,河北省沧州市运河区迎宾大道40号沧州津港公路设施有限公司院内88号,0317-5251388,1,BYDEHB040J,沧州比亚迪乾恒汽车销售有限公司,河北,130000,沧州,130900
15778,比亚迪汽车王朝网（沧州盛孚4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.885406,38.279537,河北省沧州市新华区海河路荣官屯村北侧,0317-2015858,1,BYDHB117J,沧州盛孚汽车销售服务有限公司,河北,130000,沧州,130900
16340,比亚迪汽车王朝网（沧州骏驰4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.916367,38.283797,河北省沧州市新华区开发区石港路12号河北汽贸园内比亚迪4s店,0317-3091111/0317-5639885,1,BYDHB016J,沧州市骏驰汽车销售有限公司,河北,130000,沧州,130900
18660,比亚迪汽车海洋网（沧州浩恒4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.843350,38.347910,沧州市渤海西路与浮阳大道交叉路口西100米路南,0317-2175566,1,BYDEHB046J,沧州浩恒汽车贸易有限公司,河北,130000,沧州,130900
16666,比亚迪汽车海洋网（沧州华荣4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.920343,38.284945,河北省沧州市沧州经济开发区石港路北侧赵家坟村南,0317-7629555,1,BYDEHB009J,沧州华荣汽车贸易有限公司,河北,130000,沧州,130900
16691,比亚迪汽车王朝网（河北中能化4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.930000,38.290000,河北省沧州市新华区开发区石港路29号6号店沧州中煤比亚迪4s店,0317-2198999,1,BYDHB105J,中能化（河北）新能源汽车产业有限公司,河北,130000,沧州,130900
14954,比亚迪汽车海洋网（沧州浩虹4S店）,,116.897703,38.345482,河北省沧州市新华区长芦北大道佳兴物流园东门北200米,0317-2058889,1,BYDEHB021J,沧州浩虹汽车贸易有限公司,河北,130000,沧州,130900
14523,,,116.8493040,38.5554850,河北省沧州市青县清州镇104国道柳河屯路口北200米,,1,BYDHB016J-ZYD-01,青县博汇汽车销售有限公司,河北,130000,沧州,130900
15200,,,117.4806280,38.1403190,沧州市海兴县海政路南兴达街西416号,,1,BYDHB016J-ZYD-04,海兴县汇泽汽车销售有限公司,河北,130000,沧州,130900
17348,,,117.3332700,38.3401200,河北省沧州市黄骅市205国道东侧赵孙村,15226637777,1,BYDHB105J-ZYD-01,黄骅市中汇汽车销售有限公司,河北,130000,沧州,130900
18274,比亚迪汽车海洋网（廊坊金利海4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.362005,39.108614,河北省廊坊市霸州市岔河集乡刘庄村北112国道南侧,0316-5989111,1,BYDEHB035J,霸州金利海汽车销售有限公司,河北,130000,廊坊,131000
16374,比亚迪汽车王朝网（霸州鑫时利4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.390694,39.089924,河北省廊坊市霸州市106国道长途汽车站南800米路东,0316-7113000,1,BYDHB065J,霸州市鑫时利汽车销售有限公司,河北,130000,廊坊,131000
18572,比亚迪汽车海洋网（廊坊聚京4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.662871,39.481455,河北省廊坊市安次区经济开发区安秀道8号1幢层101,0316-7080000,1,BYDEHB042J,廊坊市聚京汽车销售有限公司,河北,130000,廊坊,131000
17513,比亚迪汽车王朝网（廊坊盛世新景4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.664595,39.481464,河北省廊坊市安次区杨税务乡安次高新技术产业园区西昌路西侧安秀道北侧6号0A1,0316-5890666,1,BYDHB107J,廊坊市盛世新景汽车销售有限公司,河北,130000,廊坊,131000
18446,比亚迪汽车海洋网（廊坊盛世新景广阳区4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.732650,39.512917,廊坊市广阳区光明东道55号从西到东第一栋房屋,0316-2362666,1,BYDEHB039J,廊坊市盛世新景汽车销售有限公司广阳区分公司,河北,130000,廊坊,131000
15341,比亚迪汽车王朝网（廊坊翔瑞虹迪4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.7632230,39.5335990,河北省廊坊市广阳区爱民东道358号,0316-2039992,1,BYDHB112J,廊坊市翔瑞虹迪汽车销售有限公司,河北,130000,廊坊,131000
17506,比亚迪汽车海洋网（廊坊盛世新景4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.748064,39.575433,河北省廊坊市开发区金源道92号（廊大汽车城东2号）,0316-2800666,1,BYDEHB016J,廊坊市盛世新景汽车销售有限公司开发区分公司,河北,130000,廊坊,131000
18173,比亚迪汽车王朝网（翔瑞虹驰4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.975100,39.964855,河北省廊坊市三河市李旗庄镇京哈路南,0316-5165888,1,BYDHB129J,三河市翔瑞虹驰汽车服务有限公司,河北,130000,廊坊,131000
17557,,,115.9620850,37.3471090,河北省衡水市故城县郑口镇京杭大街188号,0318-5598969,1,BYDHB104J-ZYD-03,故城县汇兆汽车销售有限公司,河北,130000,衡水,131100
15991,比亚迪汽车王朝网（衡水圆道4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,115.638146,37.728046,河北省衡水市高新区宁安路468号,,1,BYDHB121J,衡水圆道商务服务有限公司,河北,130000,衡水,131100
16669,比亚迪汽车海洋网（胜利西路昱和天晟城市展厅）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,115.6371200,37.7351100,河北省衡水市高新区胜利西路2088号1栋1-2层,0318-5171999,1,BYDHB104J,衡水昱和天晟汽贸有限公司,河北,130000,衡水,131100
17849,比亚迪汽车王朝网（旭格桃城怡然城商超店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,115.7063170,37.7548920,河北省衡水市桃城区大庆东路369号怡然城L1-041、042号商铺,,1,BYDHEB009SC,衡水旭格汽车贸易有限公司,河北,130000,衡水,131100
15757,比亚迪汽车海洋网（衡水创和4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,115.6995160,37.7677990,河北省衡水市高新区榕花北大街北外环路北行300米路东,,1,BYDEHB027J,衡水创和汽车贸易有限公司,河北,130000,衡水,131100
16477,比亚迪汽车王朝网（衡水鑫和世家4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,115.7053960,37.7683730,河北省衡水市桃城区北外环（衡水市北外环东路596号亨源汽贸城）,0318-2631818,1,BYDHB094J,衡水鑫和世家汽贸有限公司,河北,130000,衡水,131100
16852,,,115.5700000,38.0056800,深州市泰山东路北侧35号,0318-3399939,1,BYDHB094J-ZYD-03,深州市瑞和汽车贸易有限公司,河北,130000,衡水,131100
16844,,,115.5112760,38.2209440,河北省衡水市安平县鹤煌西道51号,0318-7066378,1,BYDHB094J-ZYD-01,安平县永诚汽车贸易有限公司,河北,130000,衡水,131100
17566,,,116.1326520,37.8606250,河北省衡水市阜城县光明西路门庄村,0318-4638881,1,BYDHB104J-ZYD-01,阜城县红森商贸有限公司,河北,130000,衡水,131100
17663,,,115.7243680,38.2446380,河北省衡水市饶阳县北外环66号,,1,BYDHB104J-ZYD-02,饶阳县众跃汽车销售有限公司,河北,130000,衡水,131100
17966,比亚迪汽车王朝网（山西悦迪4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,112.5844040,37.7422730,山西省太原市小店区坞城路与康宁街交叉口南150米路西,0351-6121118,1,BYDSHX090J,山西悦迪汽车销售服务有限公司,山西,140000,太原,140100
17512,比亚迪汽车海洋网（小店区道蓝4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,112.5851000,37.7588420,山西省太原市小店区坞城南路与太原绕城南环高速交叉口南侧（21站石油对面）,0351-3095199,1,BYDESHX010J,太原道蓝新能源科技有限责任公司,山西,140000,太原,140100
17596,比亚迪汽车海洋网（太原盛世开元4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,112.5511600,37.7842450,山西转型综合改革示范区学府产业园平阳南路66-1号,0351-5657788,1,BYDESHX011J,太原市盛世开元汽车销售有限公司综改区分公司,山西,140000,太原,140100
17644,比亚迪汽车王朝网（启迪之星新汇众汽车城城市展厅),汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,112.608924,37.760748,山西省太原市小店区黄陵街道马练营路59号新汇众汽车家园西区18号店（10-12跨）,,1,BYDSHX001CZ,山西启迪之星商贸有限公司,山西,140000,太原,140100
17408,比亚迪汽车王朝网（太原盛世王朝4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,112.551343,37.810486,山西省太原市小店区平阳路安特汽车家园,0351-6282666,1,BYDSHX080J,太原市盛世开元汽车销售有限公司平阳路分公司,山西,140000,太原,140100
16444,比亚迪汽车王朝网（太原弗拉瑞思4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,112.626892,37.773101,山西省太原市小店区太原市龙城大街东口聚海物流中心9号比亚迪弗拉瑞思4s店,0351-4603888,1,BYDSHX071J,山西弗拉瑞思贸易有限公司,山西,140000,太原,140100
16608,比亚迪汽车海洋网（万柏林区道蓝4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,112.5286640,37.8249240,太原市万柏林区新晋祠路36号汇豪新能源城内A区A-4,0351-8333900,1,BYDESHX006J,山西道蓝新能源科技股份有限公司,山西,140000,太原,140100
15529,比亚迪汽车海洋网（北美新天地盛世开元商超店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,112.5628180,37.8168250,山西省太原市小店区长风街与长治路交叉口北美新天地时尚中心F119、F120、F121、F220a号商铺,0351-6066629,1,BYDESHX001SC,太原市盛世开元汽车销售有限公司长治路分公司,山西,140000,太原,140100
15438,比亚迪汽车王朝网（山西道蓝亚泰4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,112.5317600,37.8338090,山西省太原市万柏林区晋祠路甲40号院（雅阁瑞普家具广场对面）,0351-6960222,1,BYDSHX087J,山西道蓝亚泰新能源科技有限责任公司,山西,140000,太原,140100
