姓名,评论内容
不点赞删评论,哭死我了
可爱的安洛,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][666][666][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][捂脸][捂脸][捂脸][捂脸]
？?？,[赞][赞][赞]
追梦之家石晓龍,[火][火][火]
TA,我看哭了[捂脸]
一生的爱勿忘我！！,[火][火][玫瑰][赞][爱心][爱心][666][666][666]
℡七七~🍀,好优秀的狗狗。[火]
人观后感,好真
风筝断了线就是自由,世上只有妈妈好[玫瑰]
哈哈90470,看完以经流下眼泪
花儿65610,[大哭][大哭][大哭][大哭]
平凡的你,[小姐姐][小哥哥]
穷人难优雅,可能吗
一步走错，错一辈子X,不知不觉我看哭了[大哭][大哭][大哭]
春光灿烂☀招财猫🐱🐱,看哭了[大哭][大哭][大哭]
秋天04194,看哭了
曼陀罗,感动
陈颖龙✨,[赞][赞][赞]
帅哥111,[龇牙][龇牙][龇牙]
桂圆,[赞][赞][赞]
⊙ω⊙,加油！[爱心][爱心][爱心][爱心]
凡事感恩124,[捂脸][捂脸][捂脸][赞][666]
香香曵舞886～《玉洁》,太感人了，哭😭的我稀里哗啦[赞][赞][赞]
今生不再碰感情,[赞][赞][赞]
李秀芝720,路虎太优秀了！[666][666][666][优秀][优秀][爱你][爱你][爱你][赞][赞][赞]
过期小朋友.,[笑哭]
过期小朋友.,[火][火][火][火][火]
永靖肖大姐,[赞][赞][赞][赞]
emo继,看着我都哭了
Ç c.,我觉得这只条狗太感动了，我觉得这条路虎太感动了，我真的快要掉眼泪了
缘来如此1258988,路虎会当真的。它会不会受伤啊，我很心疼这懂事儿孩子
野狼,我实在不想看这些视频，可不经意又看到。心里说不出的以为，太扎心了
¹口¹个大河马,有这样一只狗不要？是我，我自己饿着都要让它吃好的
小💅鱼,[大哭][大哭][大哭]狗狗来我家吧
浪漫气息 🥀,[玫瑰][玫瑰][玫瑰]
⚡渺若星辰⭐,哭完了
婉儿，,好感人，我忍不住了[大哭][大哭][大哭]
奋斗人生95957,[赞][赞][玫瑰][玫瑰][爱心][爱心][大哭][愉快]
美好时光14134,真的好想哭太感动了[赞]
开开心心,太感人我都看哭了[大哭][大哭][大哭][大哭][大哭]
User_1592921120223,[赞][赞]
✨华姐.✨,[赞][赞][赞][赞]
无关回忆,[落泪][落泪][落泪][落泪]
来自星星的你6348,当看到路流泪的那一刻，我就想起了我家的金毛也是这样，上次我们回老家，本来说把它留在家里，可是我家的金毛也是这样哭了，我们舍不得它，就把它一起带回去了，狗狗真的是聪明
快乐人生789403,[大哭]
👣宝宝的小脚丫,好懂事的狗狗，知道流泪舍不得[赞][赞][赞][赞][赞]
👣宝宝的小脚丫,感动的稀里哗啦的[大哭][大哭]真是好狗狗，我发誓一定要养一只狗狗
单身光头强,[666][666][666][666][666][666][666][火][火][火][火][火][火][火][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][赞]
朱琳，我们,[勤洗手][勤洗手][勤洗手]
angel38523,释放催泪弹啊[捂脸]
没为男人烦过,[火]
飘落在空中的雪花🌸,好感人，我们要善对狗狗[爱心]
音俗客人,[大哭][大哭][大哭][大哭][大哭][大哭][大哭]
岁月如歌,路虎[赞][赞]
星魂,太感人了，人都做不到这样子！！！
云南大西炮,+1
七龙珠083,狗狗。真善良啊？
hfhjvfjhbcg,[赞][赞][赞]
乖～小蛮女💫✨,看一次  哭一场  好好对毛孩子  拜托🙏🏻
乖～小蛮女💫✨,好好对待这毛孩子吧  呜呜！
家和万事兴9264燕子,路虎太感动人了
风花雪月45806,[赞][赞][赞]
素萍1326,路虎拍的每个段子都把人感动的哭了，真棒，[赞][赞][赞][赞][赞][赞]
大海（海鸥）,感动 感动哭的稀里哗啦的[赞][赞][666] 好好善待它[爱心]
玲9126,我都看哭了
ᰔ最美的相遇ꦿ᭄,[赞][赞][赞][赞][赞][赞]
尘封的岁月955,[抱抱][抱抱][大哭][大哭][祈祷][祈祷][祈祷]
＠/：_,[大哭][大哭][赞][赞][羊驼][羊驼]
消磨光阴739,我看哭了太感人了[666][666][666]
六月小雨255,可怜的狗狗[大哭]
平安，🎄是福🌴,[抱抱][爱心][祈祷][祈祷][祈祷][赞]
殇☜♛☞城,太感人了[笑哭][笑哭][笑哭]
淑坤（善行大队）,看哭了
心想事成77964,[赞][赞][赞]
꧂議論꧂,[大哭][大哭][大哭]
Paertsiz_^余纤,[赞][赞][赞][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰]
芯芮集,[大哭][大哭][大哭][大哭][爱心][爱心][爱心][赞][赞][赞]
田加伦,路虎真棒[赞][赞][赞]
泡沫～波波,给我看哭了！
汉哥8535,[大哭][大哭][大哭][大哭][抱抱][抱抱]
李卓887,哭了[笑哭]
快手用户1647295758930,太感动了[大哭][大哭][大哭][大哭][大哭]
一个鹤资❤️,[赞][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心]
茉莉花,[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭]
🌴 丫 丫 🌴,[爱心][爱心][爱心][赞][赞][赞]
春华秋实啊🍡,这个狗狗真懂[玫瑰][玫瑰]
爱谁谁55127,看的我好心酸
冯联才,路虎[赞]
别  发呆,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][赞][赞][赞][赞][赞][赞][赞][赞][赞][爱心][爱心][爱心][爱心][爱心][爱心][爱心]
雨季2836,[赞][赞][赞][大哭][大哭][大哭]
刘子慧—与世无争,看着你这部段子让我想起了忠犬八公的故事 太感人了！继续拍下去加油💪
林小姐的玻璃心🧚,好想让路虎成为我的狗狗，因为他很可爱，懂事善良[爱心][爱心][爱心][爱心][爱心]
谷雨《八哥》8888,666666
阿繡罗,[大哭][大哭][大哭][大哭][大哭][大哭][赞][赞][赞][赞][赞][赞][赞]
Mike（已退网）,[大哭][大哭][大哭]
ююю＠,我也哭了
醉美人706,[赞][赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][赞][赞][赞][赞][666][666][666][666][666][666][666][666][666]
小芮,看哭了的排队啦，太爱这狗狗啦！比孩子还懂事呢！[赞]
风止就恋爱hj,@趁风起告白wl
x.丰色,[赞][赞][赞][赞]
奶酩＠,[赞][赞][赞]
☔燕子姐☔～,太感人了，我哭的不行了，路虎如果我有你，就让我献出我的命我都愿在，比那些男人你强多了，如果有你我一辈子不会嫁
渣男.也有爱,感动哭了[赞]
小寶貝 juyYsEnp,哭惨了哭惨了。不要抛弃路虎，太可怜了😭😭😭。路虎懂事的让人心疼💔。心碎了💔
领悟,想起我家豆豆
幸福一生h8634,[666][666][666]
冰儿1810,[火][火][火][火][火]
小七,是真的么
♪carrie^_^,这小家伙居然把我看哭了啊……
十二🈷，，🦁,我也不知道为什么我儿子只要看到这种段子就痛哭流涕，不给他看还不行
小芮,看哭了的排队啦，太爱这狗狗啦！比孩子还懂事呢！[赞]
狐狸喵（^･ｪ･^）,不知为什么我哭了
能慧898,[赞][赞][赞]
（ ^_^）／紫色烟花,为什么总让我们的路虎流泪，我都哭的不行了[大哭][大哭]
郭鑫雨,[笑哭][笑哭][笑哭][笑哭][笑哭][赞][赞]
月落星辰,好感人，我也想要这只狗
小程不乖了,[爱心][爱心][爱心]
/Bia.O~,太可怜了！
未雨绸缪9871,太感人了
浩姥姥,不要为了拍段子，让路虎承受太多，既然养了，就要义养[大哭][大哭][大哭]
是爱小沅的小桑,我想问一下，狗不会做饭，这是什么原因？而且奶奶又走不了路
蛋仔_呆呆.⁵²⁰,我都看哭了。
荭娤❤️。,[快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][快哭了][大哭][大哭][大哭][大哭][大哭][大哭]
花好月园4829,这只狗难到不怕脚臭吗？
明媚的陽光756,[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心]
玉儿9793,你骗我眼泪[快哭了]
小芮,看哭了的排队啦，太爱狗狗啦！比孩子还懂事呢！[赞]
꒰^ↀ泽轩ↀ^꒱（小）,路虎你辛苦了[玫瑰]
꒰^ↀ泽轩ↀ^꒱（小）,[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭]
挽星.,路虎你真棒
保持距離吧~~,@吴保镖的秋哥. 居然看哭了
A.微辣❕,[火]
愿{心想事成},[赞][赞][赞]
星梦,[赞]
星梦,厉害
星梦,只不过这个咬袜子[奸笑]
BURY『埋葬』,好感动[落泪][落泪][落泪]
快手用户1647944503246,好感动啊[大哭][大哭][大哭]
花海域♀,@lk 博
快乐港湾487,看到路虎被丢下我哭😭了！心里好难受！
❤️借你一生,[玫瑰][赞][赞][赞][赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
子湘333,为什么不带狗狗，看着太心酸了[笑哭]
好运来8854,好感人，心里酸酸的，看哭了，可怜的路虎[祈祷][祈祷][祈祷]
.cn大姨夫,[666]
庭前独行,这只狗頁明
一世相依,太可怜了！把毛孩子带走吧谢谢[666][666][666][赞]
快手用户1675566540190,路虎怎么总是被人抛弃？
快手用户1675566540190,哭了
74006607梦雪,看😭😭😭😭😭😭
家园5828,真棒
枫叶.,好饿
蓝色的荣耀,太可怜了
简单2/09,好感动
珠珠,好感动，我看哭了，
憧憬02586,哭了
杰达包装18405752587,我居然感动的流泪了
随缘94238,看了真叫人感动，有些人真的还不如狗，为路虎点赞[赞][赞][赞][赞][赞]
浅醨,看哭了[捂脸][捂脸][捂脸]路虎太懂事了，但是丢下他好可怜
I love  long,看这确实是有点会哭。
邓老丫,[爱心][爱心][爱心][爱心][爱心]
暧吃猫嘚鱼,年纪大了看不得这种视频，看哭了太难受了[落泪][落泪][落泪]
雾在云里🔪,狗狗好可怜
居”,[赞][赞][赞][赞]
笨小孩.,好乖呀
ℳℴ坏脾气࿐,看哭了我[大哭][大哭][大哭][大哭]
玫瑰94104,太感人了，居然看哭了[笑哭][笑哭]
风继续吹,如果路虎是我的毛孩子，我愿意陪他走到最后
仙女不讲李。\_,[老司机][汗][疑问][撇嘴][汗][汗]
快手用户1652521843502,怎么狠心扔下它
冷暖自知,不能看，[大哭][大哭][大哭][大哭]
☯︎修҉☬罗҉聪,感动了吧
米果13742,等我老了也养条这样的狗相依相伴
金祺优品,感动到了[大哭][大哭][大哭]
幸福🍀快乐（悟道）,不要拍这样的视频了，太让人难过了[大哭][大哭]多懂事的狗宝贝，请善待它们吧！
晨陌,好感动[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]
王⭐️艳,我冒昧的问一句，路虎是你亲生的吗？我也想要这样的品种[哼]
仙女宝藏🌱,看哭了[大哭][大哭]
业余乐叔～粤北黑洞,不太相信！！！[赞][赞][赞]
玲子💋追剧,看着流眼泪了
做事要顺天理，出言要顺人,心疼狗狗[祈祷][祈祷][祈祷]
Expiate.燕凡💨,最后遇见了吗？
霖振,狗是人类忠诚的朋友没错，除了不会说话，没有哪里比人差。
带劲哥牛逼,太感人了。
一博是可爱的人,狗狗好棒
机甲末日,[赞][赞][赞][赞][666][666][666][爱心][爱心][爱心][玫瑰][玫瑰]
海棠花未眠……,我也看苦了[大哭][大哭][大哭]
甜啦啦,路虎好棒[赞]
秋天23130,看哭了！心情很复杂！但更多的还是感动！
魔鬼,[撇嘴]
和平精英.成浩宇,呜呜
和平精英.成浩宇,嗯
言  语,不想看这个。气人。会感人。但是。不舒服
不喜欢ˢᵉᵉ海あ,不行，我忍不住了，太感动了，我哭了😫😭，其实感动是说不出来的
自信的（玲）,狗🐶是人类最忠实的朋友，所以我们应该一起关爱它们。[玫瑰]
茉莉48728,[赞][赞][赞]太感人了
蜗牛向前冲,[大哭][大哭][大哭][大哭]
娟娟11426,[大哭][大哭][大哭]
呆呆呆鱼,[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭]
长安落日喻晚,[赞][赞]
做个女强人。,别拍这样的视频，看着毛孩心酸，多可怜[扎心][大哭]
终究是遗憾la,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]
User_1547209527012,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][爱心][爱心][爱心][爱心][爱心][爱心]
这辈子。。。392,这是真的么，这么可爱，感人
👫💝,快手都是假的吧？
回忆,胡说路虎多好啊不要它太狠心了
迪丽热巴的粉丝,[爱心][狗][赞][比心]
白一杰,[落泪][落泪][落泪]
白一杰,好听话的狗狗呀[愉快][愉快]
出水芙蓉4586,泪奔了
手账儿er涵涵,金毛路虎。你太好了，我太喜欢你了。
燕宝＠（๑๑）,路虎真懂事真乖，心疼
平安一生,太感人了。
谦,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]
张冬方902,我也哭了
暮暮朝朝'。,好可怜[大哭]
暮暮朝朝'。,路虎有一个奶奶呀。
要牵住ᵀᴬ的手,太感人了，我居然看哭了[擦鼻涕]
User_1561811308643,[爱心][爱心][爱心][赞][赞][赞]
媄謌,@-Pisces· 太感动了
心心真好。,太感动了😭😭
娟💖 懂事的女人没人疼,我也哭了[大哭][大哭][大哭][大哭][大哭][大哭]
奶昔想要奶并瓦,小狗狗！
奶昔想要奶并瓦,天天想最好的狗狗。
怡池~恋桂💨💤,路虎的口味可真重
放弃,我也看到感动哭😭
雪,@郑州不动产顾问肖钊
雪,@金毛路虎🐯
是遗憾太多ˡᵃ,路虎好棒
清芍,我爱你，金毛路虎
醒落,我看哭了😭[大哭][大哭][大哭][大哭]
YSY最帅,[大哭][大哭][大哭]
樱校～皖熙💕,太可怜了，我看着带下了眼沮[笑哭]
我的终止是过好每一天,路虎你可真乘[玫瑰][玫瑰][玫瑰][666][666]
爽爽baby .,全看哭了 @🚗www.晨哥鼓捣车.
gctsrsyg inb,先开始我挺感动的后来我惊奇的发现我尿床了
优秀出众的爱人🤍,^_
🌸 *楚楚可儿、🌷,羡慕不来的路虎！一直支持你！你是我看过最感动的一只真实的狗狗！[爱心][爱心]
. 小珂,金毛路虎你好
何必要asd,好感人
口吐芬芳毛愣妹.,[大哭][大哭][大哭][快哭了][赞]
香烟娃娃,实在是太可怜了
无奈79543,看哭了的排队啦，太爱这狗狗啦！比孩子还懂事呢！[赞]
😜😝😝😝,太多了。
小轩儿（陶家军）,[大哭][大哭][大哭]
武,这
姚兰兰,[大哭][大哭][大哭][大哭][大哭]
姚兰兰,[笑哭][捂脸]
配克张＠,真的吗
平安57206,看的心都化了
南瓜🎃（呆）～,[666][赞][赞][666][赞][赞][666][赞][赞][666][赞][赞][666][赞][赞][666][赞][赞][666][赞][赞][666][赞][赞]
限定版-桉希瑶🍙,[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心]
冬初冉,我看过一个老公公版。
ღ᭄林,羡慕不来的路虎！一直支持你！你是我看过最感动的一只真实的狗狗！[爱心][爱心]
幼稚心小号,陆虎，你真懂事呀，我真想要一只你这样的狗呀
（小岁）和平精英,路虎这袜子香不香？
勇往直前,为什么我看得泪流呢？有的人还真的活得不如这条狗狗懂事，是我也不会放下这只路虎的。
佩奇0438,我看哭了
你午睡了？.,@快手用户1673803016019
雾也浪漫,太难受了
雾也浪漫,我哭了
龙小芳,我也好想养路虎，因为它懂得感恩[大哭][大哭][大哭][大哭][大哭][落泪][落泪][落泪][落泪][落泪][落泪]
龙小芳,路虎好感动我都哭了，呜，呜，呜，[落泪][大哭][大哭][大哭][大哭][大哭][大哭][大哭]
妞妞39496,[赞][赞][赞]
嗯嗯嗯嗯,WC ，咋做到的
星辰,棒棒
User_1837721480,怎么舍得丢下毛孩子
1  ㅤ ㅤㅤ,@是小崔啊～👾。
然美,[赞]比娃还懂事的狗狗
梦日😚,[赞][赞][赞][赞][赞][赞][赞][赞][赞][大哭]
笑看人生23547,[捂脸][捂脸][捂脸]
悲伤的起点,太感人了，人都做不到这样子！！！
✨惜✨兮✨,奶奶走了看路虎我瞬间泪奔了[大哭][大哭][大哭]
翁才博,↙
阳光男孩63422,😭
雪云,看哭我了，路虎太懂事了
小小的石头 。。人在旅途,有的人还不如金毛路虎[赞][大哭][大哭][大哭][大哭]
建军2833酷酷王,看着狗狗比人重感情？
刘杰87614,看哭了的排队啦，太爱这狗狗啦！比孩子还懂事呢！[赞]
奔向万里,心疼
李文江,😭😭😭
奶酪饼干🍑（已有闺）,[大哭][大哭][大哭][大哭]
β,太感动了[大哭][大哭][大哭][大哭][大哭][大哭][大哭]
一路有你11687,竟然看哭了，看的狗狗好可怜
盛世如意肖锋,看过你所有的段子以后，感慨颇深；很多时候狗比人懂事。
七源璃幽,我看着看着都想哭出来了
小雪🌸素颜,😭
ༀ缘起,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][平底锅]
大潞彬哥266,路虎好可爱呀！
位帅宇,[赞][赞][赞][赞]
陈凤,狗狗，你是最棒的
./问号,看哭了😭😭😭
谢小清,[赞][赞][赞]
微信,这一定不是真正的结果 ，你告诉我，这不是真的 [可怜][快哭了]
岁月如歌龙龙,[赞][赞][赞]
💞玖汐月💞,[爱心][爱心][666][666]
幸福人生路933,路虎太  董事了
幸福人生路933,[赞][打招呼]
静水长流a,我竟然看哭了
唐妹I🌸,[赞][赞][赞][666][666][666][666][爱心][爱心][爱心][爱心]
婷姐8656,狗狗好乖[赞][赞][赞]
User_2460020911,[大哭][大哭][大哭]
Wamggngmdg,Take for a太懂事儿了
魔鬼恋人.小森唯,金毛是最聪明的狗
天天快乐39479,太感人了，我都哭了
ԅ小玄子,哇塞[玫瑰][玫瑰]这狗狗是专业演员啊
加我^O^,拍的太好了[爱心]
在路上一下,太感人了[大哭][大哭][大哭]
苹果奶昔:无草158,氹
ㅤㅤ   1ㅤ ㅤ,@安人✔ [大哭]
梦~幻,这狗狗很多比人强[赞][赞][赞]
平凡的世界，平凡的我🔑,Gccfffffff
平凡的世界，平凡的我🔑,gcff$
幸福就好,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
幸福就好,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][平底锅][赞][赞][赞][赞][赞][赞]
江南先生江南先生。,看哭了
小江,我姐都哭了
低调平和,把我看哭了
欣宜,好懂事
逆天的小盆友,它可以闻气味找到他。
陈逸轩,@语鸾教主
你🈶️毒,太感人了[笑哭][笑哭][笑哭]
徐怀利405,她说吃💊💊给你打电话问问吧
饶南,[赞]
秦秦,我哭了，路虎比人强千万倍[赞][赞]
旭发海淘《生活号》,太感动了看的我流泪了
🍻哇蕊,@小 姜^O^
彭宝贝.🖤,哭了😭
九菜,看得我眼泪哗哗流[大哭]
bunny8188,感人
麻麻,太感人了比孩子都懂事看哭😭了[赞][赞][赞][爱心][爱心][爱心][玫瑰][火][玫瑰]
北极熊的生活电影,上哪可以看这个狗狗呢？
ᵃ又困了.,[大哭][大哭][大哭]
ღ᭄ꦿ忘离殇ℒℴѵℯ,怪不得别人评论说这狗太坏，就会骗人眼泪，真的不由自主的流泪了[捂脸][捂脸][捂脸]
专业安装房前暖棚,[赞][赞][赞]
盗墓笔记.,[爱心]
半盏流年（明日之后）,太感人了把我看哭I[捂脸][捂脸]
与卿共浮生♥,[捂脸][大哭]
乜许、有資格157,[赞][赞][赞][赞]
斗罗忠实粉💖,[捂脸][可怜][捂脸][可怜][可怜][捂脸][可怜][可怜][捂脸][可怜][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]
L佳怡~💚,@张鱼小丸子.jia @不当小馬虎.
嘿呦呦380,这个金毛路虎太懂事了
爱很简单420,看的我都哭拉，太感人拉
梦之蓝79530,[赞][赞][赞][赞]
一杯冰美式 O_o,@babyɞ .
茶饭闲谈,太感人了
日落🌸,😭😭😭😭😭😭
love yy xx,这个狗那么懂事怎么就扔下它了呢，简直太懂事了
开心每一天00583,[赞][赞][赞][赞][赞][赞]
二十九.T,@咬23 [大哭][大哭][大哭]
窦俊涵,路虎，为了让主人到城里去住，自己走了，最后这样再见主人最后一面，但是已经晚了
今朝独留清风醉,城里不让养？？？这理由也太牵强了吧。
Hanᴗo·ᰔᩚ,[大哭][大哭][大哭][大哭]
＠航猪（水灵沫）,[赞][赞][赞][赞][赞]
带泪的吻,看着哭了[赞][撇嘴]
記住怡ʸᵃ,看哭了😭
枪响的粉丝,[赞][赞][爱心][爱心][点点关注][点点关注]
仁青🔥花儿🔥梦,[大哭][大哭][大哭][大哭][大哭][大哭][大哭]
狼人,[捂脸][捂脸][捂脸]
kwmir,这🐶太感动人心了眼泪流了好多次
5t5,@北   岛雪 感动啊[偷笑]
静槐,看哭了[大哭][大哭]
老马91172,这狍太董事了人类的好朋友[赞][赞][666][666]
失败的Kun,虽然是段子，但是不要伤了狗狗的心，毕竟他不知道什么是真的还是假的。
全家幸福,"加油小狗,[赞][赞][赞]"
全家幸福,[赞][赞][赞][赞][赞]
小酒窝46517,看的我，哭的一塌糊涂[大哭][大哭][大哭]
肖战和王一博,看的我都哭了，好感人[赞][赞][赞][赞][赞][赞][爱心][爱心][爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
best_ Anson,我这不争气的泪
♞化风,看得我都哭了。
♞化风,百善孝为先。
小礼物,我都哭了
奥特曼。,奶奶走了，谁来养路虎呀？
^梦莹^,每次看路虎的段子都会哭的稀里哗啦的[快哭了][快哭了][快哭了]
༖࿆࿖,[哦][微笑][哦][哼][微笑]
夕阳,我哭了[大哭][大哭][大哭]
忘忧草64866,好多时候人都做不到这样子[捂脸][捂脸]
忘忧草64866,快要哭死了[捂脸]😭😭😭
💋✨敏敏✨💋💏,我正在和儿看路虎，把我和儿子两个看的眼泪汪汪的，关注你两年了好喜欢路虎。
^O^欣怡是我,我哭了，太感动了[捂脸]
可爱猫猫,太感人了[爱心]
*薄荷微风的夏*,咦，尽然把我看哭了[大哭][大哭]喜欢路虎[爱心][爱心]
磐石,+1
萤火虫55113,我爱你，[爱心][爱心][爱心]路。
初晴4798（菲菲学员）,好懂事的狗狗，好感动啊，看一次泪奔一次[落泪]
栢楠,太感人了。
叶兰317,[祈祷][扎心][玫瑰]
初晴4798（菲菲学员）,感动了[落泪]
天亮说分手,看哭了的排队啦，太爱这狗狗啦！比孩子还懂事呢！[赞]
不期待你了.,[大哭][大哭][大哭]
蒋佳欣271,[赞][赞][赞][赞][赞]
马六虎,神犬[赞][赞]
骄阳如火,我都要哭了
家源,[爱心][爱心][爱心]
清荷暗香259,泪崩了
是我小虎,太感动了[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭]
逊克二手车行,好感动的狗🐶
做某事236,[赞][赞][赞][赞][赞][赞][赞][赞][666][666][666][666][666]
狗喂不饱人永远讨不好,[捂脸][捂脸][捂脸][爱心][爱心][爱心]
艺人唱    星,[大哭][大哭][大哭][大哭]
日落很kiss,能不能别这样演啊😱我真的看哭了[爱心][爱心]
正在刷手机的老冰棍,😢😭😭😭😭😭
🌱执子之手，与子偕老?,[火][火]
捻。,羡慕不来的路虎她好懂事
川骑,狗狗太有爱心了[赞][玫瑰][调皮]就是可怜[大哭][生气][骷髅][爆炸]
周玉秋491,看得我掉泪了[赞][赞][赞]！
新Lady,太感动了
张鱼小丸子ᥫᩣ༠°,@郑智远远远.
赌神金千鹰,[火][火][火][赞][赞][赞]
37.1℃,看哭了的排队啦，太爱这狗狗啦！比孩子还懂事呢！[赞]
一天8顿饭&,看哭了
森旋胖乎了か,不能看这种视频 一看我就想哭 [大哭]
漂亮的美人鱼382,看哭了的排队啦，太爱这狗狗啦！比孩子还懂事呢！[赞]
梅子🌺744,不能再看下去了[大哭]泪奔了
小君总吖,看哭了
欣语,[赞][赞][赞][赞][赞]
黑 化 的 小 羊.,狗狗是最通人性的。好好善待它。
雪，歆，宇,好，。。。。。。
王爱玲7777,人不如狗，感动哭了[笑哭][笑哭]
电视剧推荐,我
家和万事兴qUU2b40J,[龇牙][龇牙][龇牙]
（嘉人）喜欢嘉伦❤,路虎我可以养你一生一世，因为我才十一岁！[落泪][落泪][落泪]
宝儿,[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭]
♛冷月☞柔情♛,[落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪]
小刘困啦💞,感动不[可怜] @你是51号吗
𝓟𝓲𝓹𝓻𝓸𝓯,[爱心][爱心][爱心]
韵然.,我一个
女神小呆,我哭了[捂脸][笑哭]
用户7519308099,狗狗孩子[捂脸][捂脸][捂脸][捂脸][玫瑰][玫瑰][玫瑰]
꧁꫞卓☬灵꫞꧂,太感人了，人都做不到这样子！！！[快哭了][快哭了][快哭了][落泪][落泪][可怜][可怜][大哭][大哭]
听話&,是的
約..,视频拍的很感人，但是结局很残忍！真心希望母女能够善待乖巧懂事的狗狗！[祈祷][祈祷][祈祷]
迎春接福唱响未来💋,[捂脸][捂脸][捂脸][捂脸]
娇娇妈日常,[爱心][爱心][爱心][爱心][爱心]
忠哥3565,太感动了，我家的天真也这么善良懂事。我很心疼他。
邱芯莹,[祈祷][祈祷]
─╄OvЁ忆粉涵香&,好想养他
─╄OvЁ忆粉涵香&,看哭我了
快手用户1627637796872,[赞][赞]
站住，是我的,看得想哭
余生不将就,这只小狗狗太可怜了
听天由命（周）56958,我都哭了
我是简笔,[大哭][大哭][大哭][大哭][欢迎][大哭][大哭]
我是简笔,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]
黒  馬。,@&aews.＠
海风（=^▽^=）😃,看哭了
・疯丷狗ゞ乄、,@偶的爱很小声 太感人了
User_1625391011374,这狗太感动人了
越来越好2840,这狗比人都强，因为这狗懂得感恩，比不懂得感恩的人强多了[赞][赞][赞][赞][赞][赞][爱心][爱心]
你对象很帅,此刻我已经哭了，听到那个女的的一句话，还有路虎哭了我好伤心
弗雷尔,[赞][赞][赞]
