姓名,评论内容
桐桐奶奶3188,[捂脸][捂脸][捂脸]
✨倾我今生 ✨,这个有点像人为的吧
中国红5754,是你家的吗？你就捡？
长乐,这鸡蛋都是绿的！[赞][赞][赞][666][666][666]
大拇指,没见一个鸡，鸡蛋倒是下的不少，太假了
小宝贝超萌，超可爱,鸡蛋是有这种颜色的
刘恒硕923,@遗忘遗忘她
霸道＠公主,我想去捡鸡蛋
东方东海岸,我放那的，不要捡
琴儿32,无聊
forever々944,这是鸡蛋吗？人造蛋吧
程红（海阔天空）,这场景梦里才有
小群4398,像鸭蛋，不像鸡蛋
家家7687,看见捡鸡蛋蛮爽的
阿芳8548,养鸡场散养
小丁点588,一看就是放的
火龙果,自己放在哪里的
波芳晨硕,看透不说透
重庆涂姐299,有个人检鸡蛋拿个汤瓢检！
随遇而安59996,自己摆上去的吧[龇牙]
王楠,摆拍的太假，无聊
叶子去旅行,说是鸡蛋 那为什么全部是绿壳的呢
前世今生蔓娜,我也好喜欢捡鸡蛋[666]
家和万事兴6612,太好了
琴姐68691,乌鸡蛋是绿壳的吗
好梦易醒400,放在那里的吧[捂脸]
雪莲26657,鸭蛋
一生平安,好假
爱睡懒觉的姑凉-,有点不自然[捂脸][捂脸][捂脸]
王姐优质小米,真好[赞][赞][666][666]
猪八戒戏嫦娥！美哉美哉！,我就想问你，你总共在家拿了多少个呀？野鸡下蛋往大面上石头上下吗？[调皮]
闫淑舂544,净意放的
雨后霖,野鸡蛋🥚
细雨63165,好像乌鸡下的蛋是绿皮的
Anna15829,鸡蛋这么干净，而且没有打窝，假的
心如止水46187,真好看啊！[赞][赞][赞]
（ૢ˃ꌂ˂⁎）,确定这不是鸭蛋？
小鱼儿,怎么像鸭蛋的呀？
本宫不死你永远是妃Gulltrk8,绿皮的一般都是乌鸡蛋吧
可可爱小治⁶⁶⁶,故意放
刁荣娟773,鸡蛋也有绿皮的，
大卫博士开心就好,也有这样的鸡蛋
香香76103,鸡下蛋有窝，怎么不象，假的
苏秀英486,[666]
砣砣奶奶,[赞][赞][赞][赞][赞][赞][爱心][爱心][爱心]
且行且珍惜qxN6FbP1,这是鸭蛋[捂脸]野鸡蛋比这小多了[捂脸]
羽墨皇,摆拍
阿紫外贸,这鸡蛋为什么是绿色的
洁身自爱,不新鲜了。
快手用户1670039296769,我家也有绿壳鸡蛋
快手用户1677514083813,你的运气不错[赞][赞][赞][赞][赞]
星星之约721,是你为了拍视频专门放的，一个都没有看到[捂脸][捂脸][捂脸]
小太阳71869,你家养的吧[捂脸]
快乐女人259,自己放的
彩云之南。835,每窝留一个，它还会在这个窝上生。全拿光它不生了
喜悦108,[赞][赞][赞][赞]
时时提醒75423,野鸡蛋吧。
快手用户1665821583443,[爱心]
苏苏日常,[666][666][666][666][666]
饭饭想吃饭饭啦,明明是鸭蛋
火火火2932,真好
刘有德兄弟装修， 高端背景,这些鸡蛋要多少钱吗？
心想事成03965,[火]
刘勇:191314,像鸭蛋
淡定10344,绿壳鸡蛋
小邓同志,[捂脸][捂脸][捂脸]
陈9994,无聊
玖玥菩提,绿壳鸡蛋 购买了一次  就是很小 至少小3分之一  有机的嘛 还是不错  小贵
小草,是放那里的
老阿姨,我在梦里就是这样捡鸡蛋的
杰烨情涵,[666][666][666]
化繁为简11,煮好了[捂脸]
篮色回忆392,[赞][赞][赞]
行者,真好，我也去捡点。
自信💯 温泉,太好了[赞]
幸福妈妈2234,[红脸蛋][红脸蛋][红脸蛋]
冷冰冰的手,这不是鸡蛋 这是鸭蛋
灿烂人生07229,哪里是鸡蛋啊！这也放得太假了吧！一看就是鸭蛋
美印定制 👄坤坤,这是鸭蛋绿壳，
快乐一生8881,自己家鸡下的蛋
乡村你丽姐,应该整好捡一筐因为他自己放的
紫蔷薇544,你自己放的
农村小芬日常,以前我家有个老母鸡也是下这样的就鸡蛋🥚
梅花8740,这鸡蛋是你下的
6688带刺的玫瑰,捡鸡蛋是最幸福的事[赞]
跳进你心里.,@给DX说晚安
夏日的彩虹449,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
-糖炒丽子.,假
快乐相伴6780,[赞][赞][赞]
你是？672,[捂脸]
迪迦凹凸曼&,我有点怀疑这些鸡蛋是你自己放的
木林森,太漂亮了[玫瑰][玫瑰][玫瑰][赞][赞][赞]
暖冻☀（接捏脸中...,你们不怕别人偷鸡蛋吗？[捂脸]
不舍与他为敌,你家的鸡吗？好多鸡和蛋可以买了
错错错1460,好假
永芳3311,@你家鸡蛋卖吗？
香香,[赞]
秋韵,你摆好让我们去拾吧
郜俊珍,[玫瑰]
文雅秀淇974,我家的就下绿皮的
说好的爱我🖕呢.,@大帅哥/蒽婧恋.
STAY,好假
久伴0567,乌鸡就是生这样颜色的鸡蛋
爱丽0191,[捂脸][捂脸][捂脸]
幸福玉儿《华姐》,一看就知道是你放的
迷迷,鸭蛋吧
洋洋农家院520,[赞][赞][赞]
居家食光,快手里百分之80都是假的就是在广告
一个念旧的人670,[火][火][火][火][火][火]
蓝天白云78116,像我们一点
怡杰荣,六十几个[666]
'忆难忘,是乌鸡蛋
缘缘,好假
平安,会在一起生？我们这里的都是生在草里面
时间会咬人766,自己放的
浮萍07434,农村生活
雪中送炭2991,这是鸭蛋
好房推荐官小于,我家鸡也有下绿皮蛋的
好郝,这么多鸭蛋[龇牙][龇牙][龇牙]
书香世家女,丰收了。
海棠44350,不累吗
＠自乐169,为了拍段子提前放好了
2摆舞￥,野鸭蛋
明天会更好yang398,故意放的吧
33334589,感觉，是他自己放的
莹月515,我就愿意捡鸡蛋
（＠逆风而行＠）,自己放在那里的。就是为了拍个视频
雪莲,发财了
巧克力05666,小黑土鸡生的就是绿壳
雨意077,我二姐家养的鸡，下蛋就是绿色的
馨❤馨908,这鸡蛋砸罗了就不会有碎的[捂脸]
ABAB我是你最爱的人吗,自己放的，那有能摞起来的
随遇而安67237,现在那种很小的鸡下蛋就是绿壳的。我在散养鸡场买过很多次了
林林美景🍁,鸡蛋会是蓝色的壳吗
相识是缘11155,先摆完再去捡这就是活[笑哭]
头像是小麦,摆拍的
花开富贵99561,以前我家养的鸡就下绿皮蛋
心花🌸 怒放317,人家叫下蛋，不叫生蛋
你若安好我便是幸福❤️,摆着又捡回去不累吗
冬天的雪72600,鸡能在石头上下蛋吗？
李秋影336,那里小时候也捡过好开心
山水间026,给它铺点草，造个窝，它就不到处乱下蛋了
aaa愤青,框满了你就捡完了，你带的框太小了吧？
靳 钱,摆上还得捡回去，累不累
快手用户1646478523663,你的鸡蛋卖吗
瑾年,鸡生蛋的地方一根鸡毛都没有，肯定是自己放到那里去的。
精彩瞬间到来,和你一块捡
李小薇934,在哪？我想买
三妹58000,放在地上拍视频吧，窝都没压紧实，假的吧
红芳0020,[赞]
飘雪（手机剪辑）,[赞][赞][赞]
花开半夏24787,[捂脸][捂脸][捂脸]
梅子95305,像鸭蛋
简单,黑色鸡生蛋就是绿壳的蛋
⊙ω⊙余生勿扰⊙ω⊙,野鸡蛋
美女不会落泪o,只有蛋没有鸡，天上落的吗？
（☆定☆然☆）,天天都有鸡蛋吃多好，[赞]
福州市闽侯闽越水镇专员,这个鸡蛋生的太假了
晨练,没看见鸡放的假
夕阳无限5520,看到这就像我做梦一样
.DovF..,@导的神
心是云中的海,鸡每天到窝下蛋，窝都应该是椭圆形的窝
太阳最美171,连鸡都没看见假了
User_1580633179232,[赞][赞][赞][玫瑰][玫瑰][玫瑰][爱心][666][666][666]
永远38414,[赞]
笑看人生,为了拍视频先把鸡蛋放上的[奸笑]
真诚的微笑7666,这个鸡蛋完全是放过去的
春香8901,发财了
华20906,绿壳鸡蛋是真的！不是做秀
欣悦,我吃过绿皮鸡蛋
不吃芹菜ㅤ  ㅤ,@比企谷八潘· 鸡蛋
大林,点赞。
自信33916,这鸡蛋多少钱一斤
幸福快乐15225,[赞][赞][赞]
🕊🇭🇰过客〽️,鸡蛋绿色的，你家专生奇怪的东西[捂脸]
家里有矿,[撇嘴][撇嘴][撇嘴]
User_1580356387819,[赞]
幽梦1329,[玫瑰]
珂,在哪，我帮你来捡
永远快乐0742,假的
悲女壮景,[赞][赞][赞][火][火][火]
杜海城,[捂脸][捂脸][捂脸]
念..,@隔岸观火 @🐷 @落日晚风: @恋˙๑ @今天要开心亚¹ @炽初
张育红,[666][666][666]
超级笨笨208,发财了
User_1591188103057,[捂脸][捂脸][捂脸]
姐的霸气，你学不来乖乖的,我家也有母鸡下绿皮鸡蛋哦
祁小华,鸭蛋吧！鸡蛋有绿的吗？变异的[捂脸]
灯塔上的雾（๑♡⌓♡๑）,[捂脸][捂脸][捂脸]
快手用户1665633201143,是鸡蛋[赞]
焕（林）,[666][666][666]
益哥,看破不说破
喜乐平安,很少看到绿皮鸡蛋的[赞][赞][赞]
灰灰39585,人工摆的
无语41423,为了拍视频
神就是爱631,绿色是乌鸡蛋
年糕怀旧滚滚滚,感觉好好玩[奸笑][奸笑]
梦醒ぴ花落尽915,真会捡正好一筐[捂脸][捂脸]
安利朱艳,一看就是摆拍[奸笑]
草莓炖大鹅,这是放的
菊花,[赞][赞][赞]
平凡的人,这是小时候梦里的场景[捂脸]
张从英,应该是蛇蛋
顺其自然55427,没看见鸡，鸡蛋那么多[赞]
三娃嫲嫲《赚零🌸》,亲夏天会不会看到蛇呀
菊花,[赞][赞][赞][赞][赞]
の-玫瑰岛之恋-,看着好爽，哈哈
英68401,发财了[赞][赞][赞][赞][赞]
心动2891,我家有一只母鸡就下绿皮鸡蛋[龇牙]
美丽人生,这些鸡生的蛋怎么都是青壳的？
花🌹开富贵,应该是乌鸡蛋吧
木子 🌙子木,这咋像鸭蛋呢
阿卯…🌸🌸婆卡🌻,一个鸡都看不到还有那么多鸡蛋，放鸡蛋的时候不累吗
忍,偷
✨--✨,那是鸭蛋，不是鸡蛋，还有，野生的鸭蛋能吃吗？
User_1580031650583,颜色不是鸡蛋
金奉.,那是你的吗？
又是一年花儿开,一看就是自己放的
东北三妹  记录生活,[赞][赞][赞][赞][赞]
春风青枊,怎么看都像是假鸡蛋
甜甜 闺蜜,有这样的鸡蛋
美人鱼00787,刚放那的鸭蛋吧，
似玉珍惜🌹,野鸭蛋是绿色的
似玉珍惜🌹,拾了这么多的鸭蛋[赞][玫瑰]
昌隆518,少见多怪了不是。
青岛红娘依佳丽人,一看就是假的，提前放上的
蓝~歌,乌鸡蛋
🌹蓝天💝兰,野鸡蛋，太多有点……
动漫人物,这是你家养的鸡吗
王38055。,[赞][赞][赞]
草莓4765,这是什么东西？
清风50152,假的不能再假
User_1589792546847,[666][666][666]
User_1589792546847,[捂脸][捂脸][捂脸]
酸甜苦辣咸8027,假的
何艳萍616,@你这个鸡蛋保熟吗
何艳萍616,@你那个鸡蛋
军儿568,自己放着去捡 不辛苦吗
转头,这是野生鸡吗？
异地他乡的游子（尘客）,你太会玩了自己放自己捡
～婷婷玉立～878,[赞][赞]勤劳致富[玫瑰][玫瑰][玫瑰]
平凡人32956,乌鸡蛋
老贾,鸡蛋太多了吧
何洪伟599,[笑哭][笑哭][笑哭]
骏马奔腾2991,昨天放今天捡
怀念青春，青春永难忘,绿皮的鸡蛋非常多，[赞][赞][赞][赞][赞]
王颢然,@
彼得Two,鸡不会这样下蛋的，都下那么多了它会弄一下窝的，以前我家也在山里养了几年鸡
心若止水xYqXKo6O,你能不能拿个袋凉的筐
心若止水xYqXKo6O,小心有蛇🐍
开心就好81994,@←
User_1580124099553,这下发财了
欣欣向荣65941,[赞][赞]
若无相欠～怎会相识,[赞][赞][赞]
又见山里红（辽宁）,好像是煮熟的鸭蛋
꧁横穿.马路꧂,鸡蛋肯定是鸡蛋，是不是摆拍就不知道了
冷眸,黑色鸡就下这样颜色蛋，我养过这样颜色鸡
冷眸,里面应该留下一个，下次还来下的
陈晓伟,柴鸡可以生绿皮鸡蛋
刘淑华石头,[赞][笑哭]
。浪漫樱花。,生的太假了吧
哎呦喂666666668,确定是鸡蛋
淡然,好假
淡雅的女人,好假喔！自己放上去的吧。[捂臉]
擦肩而过90407,这咋生的都是鸭蛋？
夏钓480,[666][666][666]
紫阳847,那不是窝能下蛋？
快乐的刺,我家的鸡下的蛋就是蓝色的，鸭蛋有蓝有白色
四叶草72421,小时候我也最喜欢捡鸡蛋了[笑哭]
秋水伊人,自己放的，鸡没见一只
高大上,小时候在外面经常捡到鸡蛋[奸笑]
平平淡淡40478,哗一下子得一筐了[赞][赞]
常兰,这事也鸭蛋[赞][赞][赞][赞][赞][赞][赞][赞][赞]
愿得一人心,每捡一窝鸡蛋都要留一个哟
美美,乌鸡蛋很贵
秦英英,鸡蛋绿壳的很正常，我吃过绿壳鸡蛋[礼花][礼花][礼花]
紫色的云＠,我们这里就有绿皮鸡蛋，真的有
ꕥ᭄晨之恋ঞ,没见识的都说假的[奸笑]
&爱家&爱生活&,[赞]
絮雨💅,鸭蛋吧
红姐。晚年幸福。,野鸭蛋
真情姐（y头动感晃一晃）,乌鸡蛋吗？真好，纯绿色食品[666][666]
快手用户1650977635999,[赞][赞][赞]
快手用户1642505917168,有没有和我一样做梦能捡到好多鸡蛋[捂脸]
仙男       ；,我家的鸡是绿壳鸡蛋，是真的😄
枫叶04748,放这么多吗
枫叶04748,你觉得他会
快手用户1643094811345,鸡蛋的颜色是绿的[赞]
木加木,造假也用点心
新年8561,一看就是人放的
晓涵,黑鸡生的，绿壳鸡蛋
余生有你☝🏻👉🏻,在多放点
爱一个人需要理由吗$✘,你放的吧
秦Q明M斌B,是鸭蛋吗
热情的沙漠2629,怎么把我家的鸭蛋偷走了？
快手用户1642658801150,[赞][赞][赞][赞][赞]
芬（≧∇≦）,[赞][赞][赞]
快手用户1664752228254,还不知道多少天了[哼]
兰兰,不管几个，就是四个！是主播数数就会数到四？
User_1588482207928,我们这的鸡就生绿皮蛋
回归?_?,[赞][赞][赞]
心善福多❤️🌹,就会说四个，都捡一筐了[捂脸]
女   二.,[赞]
大苹果8537,自己放，自己再去捡，一天闲得慌
User_1579879311820,主要是没有看到有一只鸡🐔在那里跑，肯定是摆拍了
英子31705,黑鸡是生绿鸡蛋的，感觉是自己放那里的
东北表妹,鸡蛋太好了散养鸡爱下蛋
薛晓琴正能量,明明是鸭蛋还说是鸡蛋[捂脸]
**叶落知秋**,放完再捡多费劲
静美霞光,好几天还这么干净真假
静美霞光,自己放的
云雾602,我感觉也是鸭蛋。[捂脸]
User_1579868319745,鸡蛋绿色很多
圣人之家，七十四代霞姐,哈哈哈[玫瑰]真好[赞][赞][赞][赞][赞]
心相印0843,野鸡蛋吗？都是绿皮的
冰心8970,这是乌鸡蛋
用手心温暖我327,鸡蛋有绿皮的
平安49720,是乌鸡蛋
郝延伟280,养的孔雀下的蛋
L LOVE YOU450,鸭蛋吧！鸡蛋哪里是绿色的
（๑•ั็ω•็ั๑）,放少了
风71994,没有窝
天上人间,和你一样
Youareeverythinginmylife,再聪明也没有逃过你的法眼
A布丁🍰🍰🍒🍒,这是人摆上去的吧
&夏沬的微笑…,有点假
东方👿👿就是我,我们这就有下绿皮鸡蛋的 有什么大惊小怪的
远方的朋友  （肢体残）,哇，纯天然的[玫瑰]
图too.,放的太假了
甘玉珍,鸭蛋吧
Bule     sye,乌鸡蛋
。勿忘我,一看就是放的。
有你才幸福03091,不在捡了框子也正好应该是用这个拿来的又装回去了
有你才幸福03091,框子小了
张红荣768,拽蛋好吃，比家养的好吃香啊，鸡蛋也有绿皮的
柔柔爱吃西柚,[赞]
九三,我可喜欢去捡鸡蛋，每次回外婆家就要捡[笑哭][笑哭]
🎄寻找🐮 🐍 龙有缘人,放养绿壳鸡
新颖发艺专业染烫,我经常做捡鸡蛋的梦，
慢慢来3003,[憨笑][憨笑][憨笑][爱心][玫瑰]
开心快乐,到是鸡蛋还是鸭蛋
丽丽,[捂脸][捂脸][捂脸]
幸福老太太6347,拍的好
快手用户1668600843312,假的，一看就是人放的，我们家也是养鸡的
雨晨:,是你自己放上的吧！
临听心的声音,[赞]发达了
👍👍～硕～👍👍,这鸡蛋真干净，你也很聪明
我叫莹子795,[赞][赞][赞]
陈先生,[赞][赞][赞][赞][赞][赞][赞][赞]
快手用户1666278283016,好假
宝塔777,这是鸡蛋吗？瞎扯
IKUN,扯淡
User_1567889458335,这么多野鸡蛋，要是我碰到有高兴了。
谜 秀 Show,乌鸡蛋就是绿皮的像鸭蛋的颜色
💕蓝蓝,象是早就放好了的，假的
A946,绿壳鸡蛋两块钱一个
山处的记忆,往那里一窝窝放跟一个个捡回来一共花了多少时间[捂脸]
人生如戏,看颜色像鸭蛋[捂脸]
白雪,时间长找不到就会坏了哟
User_1593320797400,[666][666][666]
快手用户1670377638598,有绿色，鸡蛋壳。这种鸡蛋都要贵点[赞][赞][赞]
快手用户1669639115010,这样视频有意思吗？  太无聊了
祈愿平安6523,[玫瑰]
齐齐39426,一看就是自己放的，鸡下蛋也得有趴的痕迹呀[捂脸]
永保青春689,你给它们留点！
’2894,[捂脸][捂脸][捂脸]
兰逸677,自己放的
洁洁微胖女孩,这个是纯土鸡蛋
铭洋万盛,你眼睛会拐弯吗，在上面第二堆鸡蛋都能看见吗
＠冰燕飞飞,明显的是人亲自放哪儿的。
隆隆爷爷一/,散养鸡蛋比土鸡小。
法英,[666]
水晶,乌鸡蛋就是绿皮
小会5036,[赞][赞][赞][赞][赞][赞][赞]
抬头望见你067,[赞][赞][赞][赞][赞][赞][赞]
余森的爷爷（奶奶）,绿壳蛋，和那个红皮蛋味到不一样，绿壳的好吃不腥气
快手用户1629274204805,少见多怪绿壳鸡蛋不奇怪
大连甜樱桃～～幸福园,鸡下蛋怎么一点窝的痕迹都没有
User_1579868073061,象鸭蛋
黑玫瑰🌹我的收藏,这吧来就是鸭蛋。
陌小影,[奸笑]
似雨无声,一看就是人摆的
254008,这野鸭蛋
红叶4684,人故意摆放的，下的鸡蛋哪有这么整齐
无声4700,留一个还会来
꧁꫞꯭酷炫꫞꧂,这不是鸭蛋吗？怎叫鸡蛋呢
永远不渴,你发财了[捂脸]
无途的归人372,五黑鸡 鸡蛋
惠84240,[赞][赞]
爱欣糯米团,应该都是自己先放好的，再来拍吧？哪有那么多给你捡，其他人怎么捡不到
赵连314,是自己家的鸡蛋吧
美兔兔$~,捡的好开心啊
花似锦,假
Timeㄨ 余 忆,@[皇冠][皇冠][皇冠][皇冠][皇冠]
春天，,不会是蛇蛋吧
User_1524586978273,[666][666][666]
云淡风轻07778,一只🐔没看见，居然捡了这么多鸡蛋[捂脸]
秀秀,菜花鸡下的蛋，跟鸭蛋一样
殴阳金月,太干净了[龇牙]
柳英177,[赞][赞][赞]
🌙月落紫华🌺,你知道有鸡蛋拿筐来的[捂脸][捂脸]
余生有你，嗯,我做梦做到过？
美丽的大牙361,咋一只鸡也没看见呀？
阿敏,鸡蛋怎么象鸭蛋[捂脸]
佛缘98512,@太假了，哪家的鸡会在光秃秃的地方生蛋？
快手用户1665256709148,鸡和鸭也有生绿蛋的好吗！
清晨54547,放在哪里的
清荷448,这是我梦里的情景
东篱逢酒,你更聪明[憨笑][玫瑰][玫瑰][玫瑰]
溪丽357,太牛逼了
蓝玫瑰。10,美了你了
娇子Diana,我做梦捡过鸡蛋[捂脸]
执着75027,真有绿壳蛋，这种鸡，我养了十几年
xudanyun,鸡蛋一看就是你摆在地上的，谁家的鸡会堆着下蛋
花花,那你发财了
景色霞光724,[赞][赞][赞][赞][赞]
幸福75608,[赞][赞][赞]
欣欣24971,乌鸡蛋
老骥伏枥6839,这种生活不错
不一样的节奏,少见多怪，绿壳蛋多了去了
翡翠王🔥911🔥,我家也是黑鸡下绿皮蛋[赞][赞]
渠江河畔505,[玫瑰][爱心][赞]
天山寒雪254,这绝对不是摆的，原因是我养过鸡，也干过这事儿
怀念故乡725,是什么鸡蛋没见过蓝色的鸡蛋？
玄3179,在那里我也去检
一生有你06507,[666][666][666]
美华′′美华,[赞][赞][赞][赞]
🍀玥感恩玥幸运🙏,野鸡蛋是绿皮的
🍀春暖花开＠158,[赞][赞][赞][赞][赞]
晴か子,一看就假的
宛苹南無阿彌陀佛优乐8889,竹絲鸡的蛋吧！好喜欢这种生活😊
奶茶不要奶204v,小时候梦里的场景
🎍孤勇者🎍,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]
风04323,[捂脸][捂脸][捂脸]
快手用户1640928103693,鸭蛋。
知心姐。,都是自己放上的
张       ，,就像我做梦捡鸡蛋，到处都是鸡蛋，去捡[捂脸]，你这是真的捡鸡蛋，俺是做梦[天啊]
🎉红嘴唇zi💋,我在梦里这样捡过鸡蛋鹅蛋什么的
小新6821,乌鸡蛋吗？
桂圆莲子307,好的人走绿色的鸡蛋都没见过，正明不是农村人
默契,摆好的
快手用户1664820796558,假
秋季枫叶327,野鸭蛋吧？
平淡一生40666,自己放的
思源,[玫瑰][玫瑰]
初恋献给网恋,@JayChou @玫瑰随浪漫绽放m. 16岁爱看捡鸡蛋
＊无恙＊370,明显就是人工摆放的
＠🍊味D夏天,不在往前看看还有没有
小葛9802,这是鸭蛋，
家好,摆的挺整齐的[捂脸][捂脸][捂脸][捂脸]
蓝天59216,有，我家的鲁花鸡就生绿皮蛋
春暖花开59766,绿壳鸡蛋真好[赞]
知足常乐52835,[赞][赞]
昭通小四妹🤗,我经常做这样的梦[捂脸]
霖～萱,[捂脸][捂脸][捂脸]
可爱的小胖胖,[狗]
可爱的小胖胖,[口红][狗]
风铃,是真的，我们这里农村喂养的黑毛鸡下的蛋就是这样淡蓝色的蛋皮
花开富贵43258√,我也喜欢捡鸡蛋
心❤ 在跳,真多，筐拿小了[赞]
李群932,谁吃饱了自己放又去捡
赖小姐姐,人家在山上养鸡自然到处生，吃绿色食品生的也是绿色皮正常的
清心8957,鸡蛋是这个颜色的吗？
幸好有你8701,你们人把鸡蛋放在哪里堆起骗谁呀
齐凤香434,[赞][赞][赞]
ღ᭄ꦿ唯美.ღ᭄ꦿ,这是真的，我家附近就有野鸭蛋。
金太阳522,鸡不会下蛋再这样的地方
浙-温迪Wendy,绿壳野鸡蛋。真好
💃訫詅姪媄🌹💃💃,那吃好了，又不要钱买
和风细雨4894,感觉是鸭蛋
期盼4644,不真实
史秀萍891,[捂脸][捂脸][捂脸]
v好喝酒,一样的鸡蛋假的
³⁹度的风,乌鸡蛋，这样捡好爽
子睿奶奶407,[赞][赞][赞]
遗失的美好0591,那么多鸡蛋都没有鸡趴过的痕迹。[捂脸]
待到山花烂漫时515,没见过绿壳的鸡蛋
💞 💞 💍 燕子 💍,这明明就是鸭蛋怎么说是鸡蛋
快手用户1651228532649,@[666][666][666][666][爱心][爱心][爱心][赞][赞][赞]
蜡笔不小心.,绿皮鸡蛋现在多了去了
健康快乐,[赞][赞][赞][赞][赞][赞][赞][赞]
食必瑞,乌鸡蛋，二十年前我们这边饭店出售叫神仙蛋十元一个[龇牙]
春之雨361,好假
冰清玉洁,有蓝色的[玫瑰][玫瑰][玫瑰]
永恒0804,鸡蛋是真的，也是自己放。
张秀华,假的
cui明霞,我也想去那里捡鸡蛋[赞]
东北红姐《多肉》,有，真有绿皮的
玉风XTpIE9wQ,、为什么你家鸡蛋个个一样大呢
好运来，老来乐,我就喜欢绿皮鸡蛋！
励志（（影视））,乌鸡蛋吗？
夏夜轻歌,乌鸡下蛋是这个颜色
秋天的傍晚542,有绿皮蛋，是真的
- ̗̀（๑ᵔ⌔二丫🐁,正好一筐，想想都知道怎么回事[龇牙]
/★春分,拿个大框
/★春分,这蛋能好吃
霞明玉映273,没有鸡的鸡蛋[笑哭][笑哭]
:fj柒柒คิดถึง,还特殊品种绿皮儿鸡蛋。
霞明玉映273,这鸡蛋是放在哪里的吧？
千里寄思愁,一看就是摆那的[赞][赞][赞]
＠哈皮o,就你聪明
经络代谢减肥终点站~微笑,捡鸡蛋🥚解压[抱抱]
郑玉琼529,[捂脸][捂脸][捂脸]
我心飞翔30281,假的
奕君313渤海湾…海鹰,鸭蛋吧？[奸笑]
珍姐影视追剧,摆的挺好
浚濠家禽养殖经营场,山上没有山猫啥的吗
漂亮茹茹,你就不能拿个大点的筐吗？每次都那么小
冰风,一看就是摆放的，
坚持,我信
坚持,.黑鸡，下蛋就是这种
海浪08879,这鸡蛋还绿皮呢，鸭蛋绿皮的，这是乌鸡蛋
蓝月5701,我也在朋友家后山这样捡过鸡蛋，很惊喜[龇牙]
美丽8690,乌鸡下的是绿壳
平安喜乐7569d,这些是放的吧？
美丽人生76274,乌鸡蛋[666][666][666][666][666][666]
老蔡6091,这很像鸭蛋，不像鸡蛋
冬瓜糖84584,鸡蛋这个颜色？？？？
喜庆有余,好象是鸭蛋
阿尔缇尼斯,每天捡鸡蛋跟寻宝似的非常解压呀[笑哭][笑哭]
云淡风轻78164,是真的，鸡蛋也有绿皮的，比其他鸡蛋还好吃[赞][赞][赞]
哭泣的牡丹168,[666][666][666]
猫王,我也是第一次看绿皮鸡蛋[笑哭][笑哭]
守住生活的幸福,咸鸭蛋吧[笑哭]
小雨点和天天都有好和李圆,好多鸡蛋，一色的绿壳壳鸡蛋[赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰]
语晨8395,假的，放好在去捡
二妮的生活记录,是自己事先放好的吧
挥不去的思念8025,谁看不出来是故意放那里的
＠柠檬5588,假的太真了
心灵5809,鸡蛋是鸭蛋绿色的挺好看
User_1584760874039,[赞][赞][赞][赞][赞][呆住][呆住]
和oqdHxpEC,鸭蛋
铿锵玫瑰15605,我家济宁汶上的，我家散养的芦花母鸡下的蛋就是绿皮的，蛋黄又大又黄水煮蛋吃起来可香了
Ellie～~,随随便便就捡一筐
你瞅啥？,[赞][赞][赞]
你瞅啥？,@[赞][赞][赞][赞]
健康是福64218,这鸡卖吗
金凤凰jlnfengh,这鸡蛋，按照你的筐大小生的蛋[捂脸][捂脸][捂脸][捂脸]
金凤凰jlnfengh,啥地方这么好，我也去捡点回来
美丽花朵230,[赞][玫瑰]
夏天,太假了吧，外面的鸡蛋都没有这么干净的
汪满满,[赞][赞][赞]
彩霞满天,[捂脸][捂脸][捂脸]
秀容~,鸭蛋
越喝越有,这是公鸡蛋吧[捂脸][捂脸]
春67601,明明是鸭蛋
上善若水上善若水,没有人捡蛋
奇奕妈妈,摆的这不像
阳光灿烂,光有蛋没有鸡
心如止水60533,有蓝色的，我吃过
开心一笑20380,不是鸡蛋，是鸭蛋
微微笑1481,一看假的，就不是窝，你自己发的
🌄 月光💖901,哇塞好多绿色鸡蛋[赞][赞]告诉我地方[捂脸]我帮你来捡一人一半呗[笑哭][笑哭]
班🦁丽丽1999🦁,是鸭蛋吧
天道酬勤93923,鸭蛋吧？
老古董6452,[捂脸][捂脸][捂脸]
千年恋,俺都不吃
彭博,是野鸡蛋吗？[赞][赞]
海霞19065,山上鸡都没看到一只怎么会有那么多蛋捡，都是放在那里的
看看っ热闹💜,来回放多麻烦
命运之歌759,那有那么好的运气啊，为了拍摄什么都做假
夏雨87019,提前摆好 拍拾起来的视频[赞]
。。。。。。69853,做梦
太谷小萝卜,再苦再累也心情好[赞][赞]
杭州俊梅洁具卫浴厂,你发财了，不觉得太假了吗
君兰,发财了[赞][赞]
修缘7455,绿皮鸡蛋有的
吴清水,你那是皮蛋
清风🍰,好幸苦每天把这么多鸭蛋摆好拍视频
Me 、相惜757,[赞][赞][赞]
初夏夏的农村生活,好多鸡蛋
山里红,这里是鸭蛋吧
不知道,我去给你捡鸡蛋吧
奶球.,[捂脸][捂脸]哎哟哎哟[捂脸][捂脸][捂脸]
老滕293,鸡蛋是有绿皮的但太假都是放进去的
Cici60404,[惊讶][惊讶][惊讶]
lws603,触犯野生动物保护法
淡忘过去呀,[赞][赞]
琴风含韵,我以前也是这么找鸡蛋的[捂脸]
珠花雨落3335,[笑哭]自娱自乐啊
