姓名,评论内容
陈三妹,@[玫瑰][玫瑰][玫瑰]
日落时ᵏⁱˢˢ,@桃源迎露
激动的心（：）,[捂脸][捂脸][捂脸]
茉莉,窝里夏天不会钻进去蛇🐍呀
沧海难为水694,你们家的鸡这么多鸡蛋[赞][赞][赞][赞][赞] [赞] [赞][钱][钱][钱][钱][钱][红包][红包][红包] [红包][红包]
股海淘金,野鸡蛋[捂脸]
小樱桃,[爱心][爱心][爱心]
闵涛152846826,[666][爱心][爱心][爱心][爱心]
农村生活之#家有两宝,[爱你][爱你][爱你]
农村生活之#家有两宝,没有吃过这种鸡蛋。[亲亲]
澳门港,是放进去的吧！
萍心渡夏💅,原生态，这是东北黑，生性野，蛋壳绿色或粉色
王二姐,这个鸡生蛋的窝做的好[赞]
ᵏˢ林皖妍 •🌷,[玫瑰][玫瑰][玫瑰]
有二个女儿可可爱爱的,[皇冠][皇冠][皇冠]
龙凤妈,我小的时候捡过
向群,[赞][赞][赞][赞]
邹架,[赞][赞][赞][赞][赞]
苹果26963,[玫瑰][玫瑰][玫瑰]
丸子,要留一个鸡蛋守窝的。
湖燕,这蛋贵吗？
湖燕,这像鸭蛋
🌾小马🍂专业剪羊毛,40个
秀秀,这个鸡生蛋的窝做的好[赞]
心语98669,[赞][赞]
快手用户1667565665873,[赞][赞][赞][赞][赞]
池积木,[赞][赞][赞]
莫念,为什么我觉得那么像鸭蛋呀？《个人觉得》
木叶,[玫瑰]
爱宝贝,你要放引蛋现在网上有木头的
爱宝贝,创意好
哥哥20256,[赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰]
任志红773,[666][666][666][666][666][666][666][666][666][666][666][666][666]
用户名娱乐圈,最后一个窝还有二个[捂脸]
秋雨曲建锐,喂了几十只发财了[赞]
深谷幽兰,[赞][赞][赞]
依梦,明明是鸭蛋还说是鸡蛋[捂脸]
优伤心难平，过多苦多臭名,每个鸡窝留一个才行，不能捡完你知道吗，
ღ᭄仙仙加油☾⋆᭄,要留一个那里才可以，不然不去生的[捂脸]
荣发781,[赞]
163266154277,[赞]
快手用户1674786693689,天天进击的高手[赞][赞]
天圆77,[爱心][爱心][爱心]
不一样的烟火,40个[赞]
ღ᭄ꦿ꯭天生დ᭄傲骨💞,捡鸡蛋怎么变成鸭蛋[666]
快手用户1670998110294,41个
蜜之四,[柴犬][柴犬][柴犬]
快手用户1658061093823,不怕，里面多条辣条吗？
快手用户1658576074551,不留一个吗？
心在跳猪在笑,这窝设计没问题喔，有创意
浮云15758,美女你好，你们家的绿色鸡蛋有没有小鸡仔卖呀[赞]
高歌一曲,[赞][赞][赞][赞][赞]
独钟.. .......,这明明是绿皮鸡蛋
🌻 冷庚荣,你自己生一个[捂脸]
星悦,捡鸡蛋好治愈啊
⁻ᵇᵘ会说再见.¹,现在总共几个了？
赵秋华,[捂脸][捂脸][捂脸]
？。。我,鸡蛋还有绿色的
大唐湘华,奇怪了！鸡生鸭蛋。
聚尚汤泉,舞台剧aladgwkj
聚尚汤泉,[玫瑰][玫瑰][玫瑰]
橘子47644,多少钱一斤，还是一个
Y         J•,有就不错了
快手用户1672564719274,这个鸡蛋是可以卖钱的[赞][赞]
快手用户1672485744658,@是不是鸡的鸡蛋
快看,你发财了鸭当鸡蛋捡
平凡,自放自捡系列[奸笑][捂脸]
如婳,：
可可爱爱,天天吃鸡蛋不会吃腻吗
～杨洪远～,你不知道拿个竹蓝，这样我好累
星星之火131419127,这好像是鸭蛋，咋变成了鸡蛋
莲78126,[笑哭][笑哭][笑哭]
快手用户1677135201383,我们这里的鸡蛋不能捡完，要留一个
飞翔鸟9671,这里下的是鸭蛋吗？为什么都是青皮蛋？
挽梦🥀,也有绿壳的鸡蛋哦。
章鱼🐙家的小兔子,我刚刚也刷到了，这是第三次[捂脸][捂脸]
快手用户1675867467152,捡了那么多鸡蛋，还说少我，鸡窝怎么那么多，那么漂亮呢？
妹29674,是乌鸡蛋
动漫,[委屈][委屈][委屈]
快手用户1670887993411,不是鸭蛋吗
天天好心情36467,美女拿着那个好象是升[捂脸][捂脸][捂脸]
恬梦儿818,喜欢捡鸡蛋
清晨悠风,那么多鸡蛋好吃喽[赞][赞][赞][赞][肌肉][肌肉][肌肉]
User_1584198686749,[捂脸][捂脸][捂脸]
qinjizhen,收获满满[赞][赞][赞]
努力才是人生的态度。,每个窝要留一个蛋鸡才会进去下蛋
雷荣周,美女，你手里拿的那是叫米升不，我们湖北是这么叫
天下《张》氏一家亲,怎么不留一个引窝蛋呢？
搞笑女本女,这还叫少
约会了吗,再见2022
知足常乐00327,[赞]
可爱萌萌兔子,牛逼🐮
晓君,鸡蛋也有绿壳的吗？
梁金玉,[赞][赞][赞]
`.酒心`,拿鸡蛋不留一个
durance.？,叫下蛋哪里叫生蛋[哼]
申申9161,41个
momo୨୧,黑鸡蛋
桃源迎露,@日落时ᵏⁱˢˢ
段梦阳,有本事你来生啊！
快手用户1665289624882,[赞][赞][赞][赞]
User_1575360163084,哇塞，我好喜欢捡鸡蛋哦！
娟子,鸡都是黑色的，鸡蛋是绿色的，真好[玫瑰][赞]
袄杀,[赞]
User_1601683672918,这些鸡是什么鸡啊？
胖姐9930,[666][666][666]
收获因付出而更美☜,这么多窝[赞][赞]
YANG    SUI,@喜欢藏风里. 我也想去捡鸡蛋
.余辉,这是鸡蛋？[笑哭]你家鸡是和鸭配种的吗[捂脸]
快手用户1667254390831,[赞][赞]
寻找86年的姐姐,这是鸡蛋吗？
泽塔yyds。,[赞]
🍁枫叶077,窝里也不留一个引蛋，这样鸡爱下蛋。
快手用户1667217040694,[捂脸][猪鼻子][猪鼻子][猪鼻子][猪鼻子][猪鼻子]
快手用户1667217040694,[猪鼻子][猪鼻子][猪鼻子]
追啊💔,[捂脸][捂脸][捂脸]
国瑞ob,[龇牙][龇牙][龇牙][龇牙][龇牙]
迷茫,这鸡蛋怎么和鸭蛋一样的[奸笑]
皖的恋爱日记baby💖,那是鸭蛋
平凡的人。721,[赞]
小草莓🍓,看看能到
山川行～鹤.,@怪难怪乐2123。芯
桃子,[火][火][火]
追主脚踪,和鸭蛋一样的颜色
开心就好,你不留一个鸡蛋吗
小娜~娜,2023再见
小娜~娜,2022，再见
慈祥的母亲6821,、知
CiCi,这鸡蛋怎么像鸭蛋[捂脸][捂脸][捂脸]
🌺tinalinh🌺,我看是鸭蛋哪里是鸡蛋就了太假的
困.妃.,[666][666][666]
黑名單.,[生气]
熙﹍,@青亓.🐸
單殺,不能杀
日落时Kjss,鸡蛋是蓝色的
安沫＠琳,鸡蛋还有蓝色的吗
离殇,还有个印子
纯属娱乐3787,这是鸭蛋吧   鸡蛋不是这种颜色的
日落时ᵏⁱˢˢ莹.,一共捡了40个鸡蛋
朱女士,马上有钱
草莓姐姐13898514,[赞][赞][赞][赞][赞][赞]
|▌*M.Xuan,鸭蛋来的[捂脸]
无名,鸡:下那么多你吃的完嘛[奸笑]
正宁武子,[赞][赞][赞]
-真心話-,[抠鼻][抠鼻][抠鼻]
勤能补拙,白皮乌鸡蛋吗？
离婚且带娃69a,，养的是鸡，捡的是鸭蛋
霸王花0650,牛了，鸡下绿蛋
宝贝a自然^O^萌,卖不
故事,为什么鸡会生鸭蛋
善意的谎言,鸡蛋有绿的吗？我怎么不知道
&～半夜情～&,这是鸡蛋？
总有些伤感,[捂脸]
总有些伤感,[捂脸]
家主562,[色][色][色]
家主562,[色][色][色]
柳婧,你家的蛋怎么是蓝色的
运秋416,[捂脸][捂脸][捂脸]
旭日东升70291,哇塞 你可真厉害呀 你捡了40多个
诺诺妈咪,一看不是鸡蛋
开朗的电池作者本人,马上有钱
ღ᭄࿐ᩚ❤️👆👨,我算了一共40个[捂脸]
520“250”,@多了你吃得完吗？还这么多
宁向榆、,，这是鸭蛋好吧
宁向榆、,嗯
快手用户1664019655089,[捂脸][捂脸][捂脸]
后会有期,[色][色][色][色][色]
紫金砂693,[哼][哦][龇牙][爱心][玫瑰][赞][666]
家和万事兴29903,这鸡蛋真多[666][捂脸]
林挽,我也喜欢捡鸡蛋
天山与农民的爱情,你自已放的
参赛者一静,[赞][赞][赞]
虞国聪,[赞][赞][赞]
老黄,[爱心]
顺其自然89288,应该要留一个不捡
健康长寿480,[赞][赞][赞]
山楂树之恋,蛋怎么是蓝色的。
好81793,[捂脸][捂脸][捂脸]
黑彦民,[赞][赞][赞][赞][赞][赞][666][666][666]
User_1620809020339,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
别恶心我   .,这鸡好厉害呀，生那么多鸡蛋
!冰山来客!冰雪之缘!,[赞][赞][赞]
明天的生活792,等我家里鸡蛋吃完了，我也买点试试好不好吃[笑哭]
玉免293,真有意思[赞][赞][赞][赞][赞]
明天会更好20072,一共说了两次你要去生了吗
闲了,这还算少了
快乐,[捂脸][捂脸][捂脸]
颂理743,这样的鸡蛋新鲜[赞][赞][赞]
小飞燕^ω^,鸡：我的蛋！呜呜呜
邓发890,捡鸡蛋好过瘾呀[赞][赞][赞]
双子座87292,[赞][赞][赞][赞][赞][赞][赞]
美好时光65819,[赞][赞][赞]
六月雨荷,这鸡窝方法值得学习[赞][赞][赞][赞]
六月雨荷,咋鸡蛋壳也是绿的呢？
快手用户1662897479763,这鸡蛋可以冒充鸭蛋了
嘟嘟宝贝,[赞][赞][赞]
辉辉不会辉,大
翻斗花园牛大爷,[奸笑][奸笑][奸笑]
曼 珠,这应该不是鸡蛋吧，你别哄我连鸡蛋都不认得，你那个是绿皮的，明明是鸭蛋啊[疑问][疑问]
SMC925,[玫瑰]
粉粉1874,蛋怎么是蓝色的？
姐不是给你吼滴，请尊重,这鸡怎么下蛋全部是绿色的啊，不是白色和黄色的吗
夏荷幻音阁,看着超爽[赞]
以诚待人7219,[赞]
杏子,虽少也很有成就感吧o(∩_∩)o
云,[赞][赞][赞]
⋆☽︎︎·̩͙轩奈,绝了
没你不算浪漫.,这是什么鸡，鸡蛋怎么是这个色的？
雪花,都是绿壳鸡蛋
小雪生ᵒ,@（╥ω╥`）
诲🥰,这个是什么大？
User_1604213079887,[欢迎][欢迎][欢迎]
别打感情牌394,鸭蛋可以
你若安好，便是晴天！,好安逸哦
胡思乱想2900,不留一个吗？
浠雨无痕,[赞][优秀]
吴,[烟花][烟花]
优宝039,这么多，不知足
快手用户1673187733716,[赞][赞][赞]
快手用户1641024048508,[捂脸][捂脸][捂脸]
紫蝶之恋987,鸡蛋颜色好看
心缘萍076,好过瘾[笑哭]
森鹿756,你赶紧捡后面鸡又进去下蛋了
摩兲輪,要留一个在窝里
小帅,[哦][哦][哦]
如梦人生6807,捡这么多蛋太高兴高兴了
乔,生了也是被你吃。 还不如不生呢。
小舟觅渡★让我做你的眼睛,鸡：好歹留一个让我孵化啊
W从此做个渣男,这怕是鸭蛋哟
玉58300,农村人[爱心][爱心][爱心][爱心][爱心]
風輕雲淡459,明明是鸭蛋[笑哭]
37.2℃,@dried.🍤 你要去生了吗？[捂脸][捂脸][捂脸]
aqwe，,今天，是你生命中最年轻的一天
Bclei川磊,这个最多了地
秋月,鸡是散养的，更在意有没喂饲料
林心如,捡鸡蛋真有味
洁米拉15001588842,[捂脸][捂脸][捂脸]
小邓痛症智能调理馆,[捂脸][捂脸][捂脸]
开开心心03405,这也是土鸡蛋[玫瑰][玫瑰][玫瑰]
良坤814,[赞][赞][赞]
珍惜生命6852,多少钱一斤
🍭43863,[666][666][666]
美好明天25319,哈哈v不会坏吧v个工程部乖宝宝
梅姐,[赞][赞]怎么颜色像鸭蛋
雯彦720,我妈在鸡窝里放个乒乓球，引窝，二天又去下，不会到处跑。
开心就好,[玫瑰][玫瑰][玫瑰]
努力的小邢，,[捂脸][捂脸][捂脸]
快手用户1673665799602,[烟花][烟花][烟花]
『人间理想是肖战』,[龙][龙]
幸福一家人79467,[赞][赞]
瑜言,这个鸡窝做的很别致[赞][赞][赞][赞][赞][赞]
随心随意随你走,有，都不做了，还这里嫌弃
我是一片云1015,那就是绿皮鸡蛋，
小二，来两斤爱情回家喂狗,[捂脸][捂脸][捂脸]
寂寞孤单冷❤,曦界一一个星期[猫]
86862886,[赞][爱心]
86862886,@
月光好,绿蛋不是鸭蛋吗？[龇牙]
甘肃通渭《立志摄影》📷,我想知道究竟是先有的鸡还是先有的蛋？？？？？？
赵统选,[666][666][666]
回眸一笑，，，！,下雨潮湿
星空,[赞][赞][赞]
天龙鸽舍461,看到像鸭蛋
童心,喜羊羊
快手用户1672138931178,是不是先放在里面的[捂脸]
—ai欣婷❤,[比心][比心][比心]
瑞雪,叨她
H`✨✨,[爱心][爱心][爱心]
为儿为女,、
天知,看着捡蛋，太过瘾了。
贵州幺妹儿♥,这是不是鸡蛋不知道，但是鸡不一定非得生红皮的鸡蛋，也有白皮的
༗࿆远方࿐,这鸡窝真好
帮扶团队长,[赞][赞][赞][赞][赞]
秋梨子树小店,乌鸡蛋吗？
User_1579867697845,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
头像,也想养鸡的想法
小梅91966,@下这么多点蛋
清风挽发,[赞][赞]
琼.,[捂脸][捂脸][捂脸]
下雨太阳大不上班,别骗我！我没读书，这鸭蛋还是鸡蛋
英花5052,是你们自己放的吧？
დ酷᭄ꦿ姐꧔ꦿ℘,我是农村的每天都要检
.^小  霸  王^.,大丰收[笑哭]
User_1204196904,你下了几个单吗？
快手用户1648697625737,前几个我应该不舒服。
一念向北428,我家鸡基本都不生蛋
悠悠芳草香721,@[赞]
扎心了老铁,[赞]
王金梅,[666][666][666]
甘韩贤,捡完会不下蛋的
戒。兔子,[摸头][摸头][摸头]
星河future🌹,这是土鸡蛋吗
Ai简隋英.,@洁ㅤㅤ.
完美57408,[赞][赞][赞]
倾听,哇，还安逸啊！
琳,[赞][赞][赞][赞][赞]
＠,[赞][赞]
人生93143,[平底锅][平底锅][平底锅]
向往,[赞][赞][赞]
幸福美满！666,那就是鸡蛋，乌鸡蛋
XX~为桂举大旗,[奸笑][奸笑][奸笑]
乘菜,[哦]
柠夏初开～,@Felix 我好喜欢看这些
佳佳$.🧚,[玫瑰][玫瑰][玫瑰]
快手用户1651108473950,815@[网红猫][柴犬][色][星星眼][跳舞][祈祷]
秀复,再借2022
与众不同 ＠602,你收的早了啊没生完呢
快手用户1672293170553,[赞][赞][赞]
，蚩尤部落，，,怎么不留一个守窝
清风明月,一看就是鸭蛋
妈妈的味道811,[赞][赞]
goldenapple1,小时候捡过，你都捡这么多了还嫌少
你是好朋友。,马上有钱。
月亮🌙女神,这么多了还嫌少
温暖的抱抱,要是这样的鸡窝，我恨不得把把天去捡
易心,你卖蛋的吧！[捂脸][捂脸][捂脸]
蒋化山,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
云淡风轻64228,[赞][赞][赞][赞]
草莓果酱,[666][666][666]
白云飘雪192,这那里是鸡蛋，是鸭蛋吧
17395339717,[柴犬]
煩訴情,我感觉这鸡蛋是你放进去的
海阔天空11562,评
海阔天空11562,条
臭美🌸🌹🌹,都被你捡完了。应该留一个
小美女💕,[爱心][爱心][爱心]
笑一笑[大号],6666
春暖花开,i
某某某46197,没见过绿壳鸡蛋，只见过绿壳鸭蛋[捂脸]
快手用户1651402827067,[笑哭]
一航空币价格,捡鸡蛋不要捡完，留一个。母鸡才会多下蛋
xingfu483,马上有钱
阳光明媚,哇塞，捡鸡蛋好开心吧[赞][赞][赞]
家和万事如意,[赞][赞][赞]
晓梅0837,[赞][赞][赞][赞][玫瑰][玫瑰][玫瑰]
青春小靓妹,[赞][赞][赞][赞][玫瑰][玫瑰]
wzLCU,[玫瑰][玫瑰][玫瑰]
王母娘娘的女儿,生蛋的鸡窝真特别
User_1593923102692,[笑哭]砍三叉尤文71
真诚的你,这也不像鸡蛋，像鸭蛋
看淡了 就快乐了,羡慕这样的生活[赞][赞][奸笑][奸笑]
灿烂的阳光1506997,真好[赞][赞][赞][赞]
得德214,窝里要放一个，引鸡下蛋
华世如梦,我们那一般是要在窝里还要留一个鸡蛋的
✎ 无名。,[亲亲][亲亲][亲亲]
✎ 无名。,[红脸蛋][红脸蛋][红脸蛋]
✎ 无名。,[安排][安排][安排]
✎ 无名。,[点点关注][点点关注][点点关注]
笨拙的小女孩。,[666][666][666]
寒梅傲雪8032,每个窝留下一个，明天每个窝都有[祈祷][祈祷]
琦琪琪,[赞]
蓝天白云96395,[爱心][爱心][爱心]
User_1613053881741,[666][666]
User_1579748856380,这窝太绝了，太棒了[赞][赞][赞][赞][赞]
夏天飘雪,看像鸭蛋
余生别错过,这是鸡蛋吗？不是鸭蛋？
随缘03652,[赞][赞][赞]
你好,[捂脸][捂脸][捂脸]
尘缘随风,鸭蛋吧
天黑摘流星,[爱心][爱心][爱心][666][666][666]
李冬艳,[捂脸][捂脸][捂脸]
邵恩泽,[赞][赞][赞]
向日葵,绿皮蛋烧吃可香了
向日葵,我家鸡也下绿皮蛋，这不是鸭蛋
小诺诺,再见2022你好2023
正能量20473,真好的窝，第一次见
暑假的第六十天,你舍不得给它吃，有什么收获
食欲轩布依苑,@顺其自然、
永远幸福52755,就像鸭蛋
小宝贝,这明明是鸭蛋还说成鸡蛋[笑哭]
爱情雨,鸡蛋怎么绿色的
星光褪色,这是挖的还是自然形成的
梦妮,好多
快手用户1639992781549,[捂脸][捂脸][捂脸]
李进,每个窝留一个
李进,留一个那里
李进,以后鸡不会去哪了生蛋
李进,一个不要捡
老来乐60671,牛
小鱼,2029年有一颗陨石坠落，4月，
邱佳慧,再见2022 @某³人也很烦啊 @甜味下午茶🌈 @快手平台帐号
晓柒很笨,哇。这么多啊！[赞][赞][赞][赞]
吖林林可,[666][666][666]
在芬,[玫瑰]
好人一生平安 幸福😁,巴啦啦能量 沙罗沙罗 小魔仙变身
长度,是鸡蛋吗？
离别的泪，妈妈的思念,这鸡窝窝做的很特殊啊！
阿拉幸福,像鸭蛋
晨露1568,绿皮鸡蛋比红皮鸡蛋好吃
🌻🐍阳光🌻,有绿壳鸡蛋的，我最喜欢捡鸡蛋了
🐭苗心禾🐭,[赞][赞][赞][赞]
黎明前的你,蓝色的鸡蛋
快手用户1676983276990,你还会那样
快手用户1640812586391,[赞][赞][赞][赞][赞]
强哥7198,你好，2023[狮子]
陈月琴140,[赞][赞][赞][赞][赞][赞][赞]
哥的温柔,不是生，是下
无所谓的记忆290,这个黑色鸡怎么卖的哪里有鸡苗🐔
蓉儿,捡好过瘾
无怨无悔58698899,怎么买得到
英子,[赞][赞][赞]
善待自己21809,一看就是鸭蛋
萱萱奶奶5572,[捂脸][捂脸][捂脸]
人活的很麻烦,[酷][酷][酷][酷]
快手用户1661861719607,这办法不错[捂脸][捂脸][捂脸][玫瑰][玫瑰][玫瑰]
快手用户1654852575466,明明是鸭蛋怎么说捡鸡蛋。
公主小妹,[赞][赞][赞]
子軒712,[666][666][666]
子軒712,[玫瑰][玫瑰][玫瑰]
子軒712,[捂脸][捂脸][捂脸]
子軒712,[赞][赞][赞]
舍得65633,不用剩一个引蛋？
蓝天白云,你们是哪里呀？真好！天天捡鸡蛋[赞]
🕊ღ᭄ꦿ꯭琳💞,[赞][赞][赞]
雨过天晴9403,2022
莲幽梦清,[捂脸][捂脸][捂脸]
:✘勇闯天涯,这不是鸭蛋吗
快手用户1641556347328,农村土产[赞][赞]
🎄天生丽质 🎄,黑色的鸡 下绿皮蛋 我养过这样的鸡
快手用户1644556896281,同款鸡同款蛋
♬- 峰-♬,你端的那个不叫筐子，正确叫法叫升子，比它大十倍的叫斗，是过去用来器量粮食的工具，1升=4斤，1斗=40斤，1石（dang）=400斤。现在这个东西已经很少见到了
李春荣656,马上有钱
李春荣656,马上存钱
。,爱你戴尔照的照片全发过来。
。,你没有拍照吗？
。,@/
。,我叫你发语音给我。
。,💩🐔☔☀⛄☁🔔🎉💰
。,。好的好聚好散v呵呵，GV就哈数学课
姚芳云,[赞]
雄《蓉》（慧）【宇】,以后都不愁没有鸡蛋吃了[捂脸][捂脸]
莲莲好运,好像鸭蛋
就是拽,劳动换来了收貌
青色花蕾,[赞][赞][赞][赞]
郭,[玫瑰]
只要干不死就往死里干！625,你还嫌少，你每天生几个？[捂脸]
离~沫.581,你好，2023
回忆留给岁月,[666][666][666]
欢声笑语,捡蛋的真好啊！[赞][赞][赞]
天合440,这蛋不错
蝶恋花96524,[火][火][火][火][火]
我尝过酸甜苦辣咸💔,2022
晨光剪剧,好喜欢这样的生活[赞]
浦北小江，,鸡生鸭蛋？
晨光呀呀！,下雨天进水吗
朱秀霞,2023
🎈🎈🎈彩虹糖没有糖,马上有钱
依晨mama~翠,是乌鸡
熊桂兰,养的多捡鸡蛋是一种快乐[玫瑰]
🍓乔_-－娜❤️🎆,这个只梦里
w思宇♥,这个真的不是鸭蛋吗？为什么颜色发蓝呀？
花仙子,还是养鸡蛋
花仙子,什么鸡蛋
空心竹林655,都是豪宅
我姓姜,你们的那是什么 鸡生的蛋是蓝色的
随封_斌哥,乌鸡蛋就是这样的
"Yʸ,",@小仙晓勇zy
萍水相逢,[赞][赞][赞]
明月清风,[捂脸][捂脸][捂脸]
＠云淡风轻＠伊俪莎干洗,这是放的鸭蛋吧[捂脸]
李二姐3101,[666][666][666]
霍姐姐,鸡蛋有绿色的吗
大力士3699,[赞][赞][赞]
一帘幽梦,[赞][赞][赞]
沙雕搞笑女~,我这里也有两个鸡蛋
东方红，太阳升起来,你有公鸡吗，能做种蛋不，我想买来孵化小鸡
伟390670,马上有钱
伱，花心大萝卜,鸡妈妈说:有就不错了，还嫌弃[捂脸][捂脸]
英姐爱唱歌,你的鸡蛋怎么是绿皮蛋，[龇牙]
清 :  楚,捡鸡蛋的有那么多赞，我也去捡鸡蛋[生气]
雨后彩虹,[捂脸][捂脸][捂脸]
平安一生37388,怎么这鸡蛋和鸭子蛋颜色差不多[憨笑][憨笑]
吉吉,鸭蛋的吧
浅宁半夏,[钱][钱][钱][钱][不看]
浅宁半夏,[钱][钱][钱]
莫云良139,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
小熊软糖 ฅ^•ﻌ•^ฅ,鸡蛋怎么卖的
外面风大💝 跟我回家960,[冷汗]
莫代会,[玫瑰][玫瑰][玫瑰]
莫代会,[玫瑰][玫瑰][玫瑰]
无力回天 何必当初,[捂脸][捂脸][捂脸]
多多兰印,这几天土鸡蛋价格上去了，绿壳蛋更贵了吧！
平安🍎❤️🏘️🏘️,不怕鸡窝有蛇
昵称（≧∇≦）/d（Őд,[捂脸][捂脸][捂脸]
快手用户1673866367241,父父亲人两行泪
三寸天堂326,这种鸡蛋很好吃，我家养了几只，
8858327,[666][666][666]
👉မိုးမိုး👈955,[捂脸]。[赞][666][笑哭]
真爱一世凡FQ2,[火][火][火]
向日葵,[爱心][爱心][爱心]
紫漪056,太假了吧，鸭蛋当鸡蛋用
陈远娣,马上有钱
Wufαng,要留一个不要拿走，不然就换窝了
Iiuyune,马上有钱
User_1618799663682,[666][666][666]
光遇.灵,再见2022
青苹果96180,[666][666][666]
王怡然,有白的鸡蛋啊[捂脸]
天道轮回,鸡蛋怎么卖
黄明伍维尔达物业,乌鸡蛋
彪哥85619,买什么蛋 还绿色的蛋
老小孩,五毛钱的特效
雅絮043,怎么感觉像鸭蛋?
王炽奶奶,新年快乐
🌙 月亮🌙971,[赞][赞][赞][赞][赞][赞][赞]
浅白回忆^_^,[赞][赞][赞]
风云43871,乌鸡蛋
锦英874,[赞][赞][赞][赞][赞]
User_1580115987330,马上有钱
小小的肉丸子,[捂脸][捂脸][捂脸]
曹春根,收获满满[赞]
印悟,农村生活真好
张高辉,马上有钱
新疆小布宝🥰,[玫瑰][玫瑰][玫瑰]
夜空遇星河,有这种的鸡蛋
🌸⑥熹玥🌸,太好玩了，我也想回老家弄一个这样的鸡窝了都
苏雅752,[捂脸][捂脸][捂脸]
春琴,这个鸡蛋像鸭蛋一样
秋雨35974,[赞][赞][赞]
新年快乐健健康康万事如意,39个
细品人生633,这是什么蛋
希望47921,这才是真正的乌鸡蛋
快手用户1660431555156,[憨笑][憨笑][憨笑]
飞城722,[生气][难过][难过][惊讶]
梨花（*´◒`*）,!!77
猫儿.net,不留一个引窝蛋吗[偷瞄]
绿水青天341,[捂脸][捂脸][捂脸]
哈喽 可以交个朋友吗 ？,再见2023
User_1563530382936,喜欢看捡鸡蛋，很有收获感[玫瑰]
春暖花开78956,[捂脸][捂脸][捂脸]
罗罗35288,[赞][赞]
明明家美食,农家东西确实好吃
简单02245,efnfbgfnvhnhdfvjhfswmve
人生29751,再见2022
初识,@亐㔓
新的起点9978,近的话买几斤[龇牙]
新的起点9978,美女，这是哪？
过去一生283,14个
随缘（国）152,[赞][赞][赞]
🐇徒徒爱生活,哇塞，我好喜欢捡鸡蛋哦！
快手用户1672049183624,[赞][赞][赞]
滿天星,一天生那么多吗？
可爱甜心,农村女孩的生活就是好啊！
莫莫0878,[赞][赞][赞]
春风抚起你的羞涩,有个鸡也要下蛋了，你等一下去捡
谭晓琴164,[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心]
meng xuan~,[怒言][怒言][怒言]
酱酱霉铝,是假的😔
孟凡团队,你不怕捡完了鸡就不下了吗
：是赛赛的宝贝.,绿皮鸡蛋营养价值高一点
多余3974,40个
情缘,一天生这么多。假的吧？[捂脸]
User_1579872377027,[猪鼻子][猪鼻子][猪鼻子]
漫漫嘻嘻,好几句
我是刘汉文老婆。,。
追求5756,我家鸡蛋也是这样的绿色的
1777⁷,@吳心ポ
1777⁷,@吳心ポ
春暖花开73517,美女你真爽[玫瑰][玫瑰][玫瑰]
快手用户1674307793980,这个做的绝绝子。他们住的比我比我家的都好。
蒙恩的女子512,我都快五十岁了，只见过这颜色的鸭蛋，没见过这种颜色的鸡蛋呢
环保再生电子产品资源部,[赞]
精灵☹,看着像鸭蛋，这样的鸡蛋第一次见[捂脸]
倾国倾城4732,[666][666][666]
平凡,41个[笑哭]
🌞阳光正好，微风不燥,我想知道这是山，那会不会有黄鼠狼？
昊晨爷爷,[赞][赞][赞][赞][666][666][666][666]
曦蕊,绿壳蛋？
李姑凉呀.,怎么看着像鸭蛋呢
庞京联,1共35个我也数不清了
辰辰奶奶,[赞]
董玉才,你那是个子高中同学
老邹,[捂脸][捂脸][捂脸]
小李飞刀7438,[赞][赞][赞][赞][爱心][爱心][龇牙][龇牙][龇牙][龇牙][龇牙]
丽荣,这绿皮的是鸭蛋吧
🌱周猜猜👸🏻,绿壳蛋
尚美佳好!,这是鸭蛋吧
尘   不   到  .,马上有钱
WO好困啊💤,新年快乐
快手用户1674106848785,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
开心每一天😊385,[玫瑰][玫瑰][玫瑰][灯笼][火][火][灯笼]
张小兰,这是鸭蛋吗？
季源 .,我最喜欢捡鸡蛋了
难得糊涂[宝多多],[赞][赞][赞]
刘启玉099,[赞][赞][赞][赞]
海梦_,[赞][赞]
手可摘星辰6977,你家鸡只有黑色的吗？
许彩虹177289817,没有见过绿鸡蛋
和平精英 （抵）,好幸福，农村生活，没事的时侯捡个鸡蛋。
User_1579867985660,[666][666][666]
山青水秀22340,[赞][赞][赞][赞]
✨✨,@大帅锅 嘻嘻
云,是鸡蛋吗
心语星愿7212,一共多少个？[捂脸][笑哭][笑哭][笑哭][笑哭][笑哭]
慧慧,多少钱一个？
￡许陌笙,不留一个野窝蛋吗？
梦伊幽兰,多少钱一斤
周玉珍955,好
萌薪-19990921,新年快乐
萌薪-19990921,兔年快乐
杨培侠,你要去生了吗？？[笑哭][笑哭][捂脸]
玲姐窗帘原创,在看神话[爱心][爱心]
User_1574388752435,[赞][赞][赞]
User_1574388752435,[玫瑰][玫瑰][玫瑰]
快手用户1652755010302,[生气][生气][生气]
