fullname,address,code,name_province,cid_province,name_city,cid_city,phone_seal,phone_service,lat,lng,region
广汽埃安淮安清江浦涟水吾悦展示中心,淮安市涟水县涟水吾悦广场,JSH3000-2,江苏省,320000,淮安市,320800,0517 82883116,0517 82663116,33.784101,119.305697,华东大区
广汽埃安盐城开元体验中心,盐城市亭湖区开放大道670号,JSJ3000,江苏省,320000,盐城市,320900,0515-80556666,0515-83136999,33.460859,120.094470,华东大区
广汽埃安盐城盐都展示中心,盐城市盐都区新区刘朋村永宁国际汽车城1幢2039室、1幢2040室、1幢2041室（B）,JSJ3100,江苏省,320000,盐城市,320900,0515-80998816,0515-89968816,33.333458,120.140618,华东大区
广汽埃安盐城开元万达展示中心,盐城市盐都区西环路88号万达广场1063商铺,JSJ3000-1,江苏省,320000,盐城市,320900,0515-88090888,0515-88090888,33.365806,120.134326,华东大区
广汽埃安盐城盐都吾悦展示中心,盐城市盐都区海洋路216号吾悦广场一楼1058,JSJ3100-1,江苏省,320000,盐城市,320900,80998816,89968816,33.312272,120.152565,华东大区
广汽埃安扬州邗江体验中心,扬州市邗江区扬力路16号,JSK3000,江苏省,320000,扬州市,321000,,,32.351947,119.383838,华东大区
广汽埃安扬州汽车城展示中心,扬州市扬子江北路1111号,JSK3000-1,江苏省,320000,扬州市,321000,0514-87861955,,32.446334,119.386447,华东大区
广汽埃安扬州江都万象汇展示中心,扬州市文昌中路606号（扬州万象汇）,JSK0100-1,江苏省,320000,扬州市,321000,,,32.401385,119.431837,华东大区
广汽埃安扬州江都体验中心,扬州市江都区仙女镇长江东路311号江都汽车产业园10幢,JSK0100,江苏省,320000,扬州市,321000,0514-86998022,0514-86998021,32.437781,119.611308,华东大区
广汽埃安镇江丁卯体验中心,镇江丁卯桥路288号,JSL3000,江苏省,320000,镇江市,321100,0511-88880178,0511-88880178,32.179592,119.512921,华东大区
广汽埃安泰州医药高新体验中心,泰州市海陵区国际汽车城99幢,JSM3000,江苏省,320000,泰州市,321200,0523-81562888,0523-86858111,32.422406,119.904361,华东大区
广汽埃安泰州海姜万达展示中心,泰州市海陵区济川东路228号（万达广场）,JSM0100-1,江苏省,320000,泰州市,321200,,,32.477707,119.923663,华东大区
广汽埃安泰州海陵泰兴万达展示中心,泰州市泰兴市鼓楼北路333号（泰兴万达）,JSM3000-2,江苏省,320000,泰州市,321200,,,32.187943,120.008859,华东大区
广汽埃安泰州泰兴体验中心,泰兴市东三环东侧、振兴路北侧,JSM0300,江苏省,320000,泰州市,321200,0523-89706666,0523-89708888,32.197633,120.048708,华东大区
广汽埃安泰州海姜体验中心,江苏省泰州市姜堰区梁徐街道双登科工园内988号,JSM0100,江苏省,320000,泰州市,321200,0523-89690699,0523-88866009,32.483870,120.123119,华北一区
广汽埃安泰州靖江体验中心,靖江市中洲西路国际汽贸城,JSM0200,江苏省,320000,泰州市,321200,052384900678,052384800678,32.005049,120.234195,华东大区
广汽埃安宿迁宿城体验中心,宿迁市宿城区经济开发区振兴大道东侧316号,JSN0100,江苏省,320000,宿迁市,321300,0527-88838888,0527-88881999       ,33.910480,118.248872,华东大区
广汽埃安宿迁宿城吾悦展示中心,江苏省宿迁市宿城新区青海湖西路与黄海路交汇处（吾悦广场）,JSN0100-1,江苏省,320000,宿迁市,321300,,,33.949913,118.246178,华东大区
广汽埃安宿迁宿豫体验中心,江苏省宿迁市宿豫区天山路18号,JSN0200,江苏省,320000,宿迁市,321300,0527-84288882,0527-84288885,33.974527,118.340351,华东大区
广汽埃安宿迁沭阳体验中心,宿迁市沭阳县恒广汽车生活广场2#、3#幢2#-111号,JSN0300,江苏省,320000,宿迁市,321300,0527-88889700,13515296626,34.094245,118.805471,华东大区
广汽埃安杭州城南青山湖宝龙展示中心,杭州市临安区青山湖街道科技大道2588号杭州青山湖宝龙广场,ZJA0700-1,浙江省,330000,杭州市,330100,0571-823 78879,,30.257454,119.828201,华东大区
广汽埃安杭州西溪富阳万达展示中心,杭州市富阳区金桥北路990号（富阳万达）,ZJA0500-2,浙江省,330000,杭州市,330100,,,30.092007,119.928138,华东大区
广汽埃安杭州石祥富阳展示中心,杭州市富阳区恩波大道1192-1194号,ZJA0200-1,浙江省,330000,杭州市,330100,,,30.080727,119.949248,华东大区
广汽埃安杭州萧山未来科技展示中心,杭州市余杭区余杭塘路2855号（科技城宝龙广场）,ZJA3000-2,浙江省,330000,杭州市,330100,,,30.285953,119.994727,华东大区
广汽埃安杭州凌波西嘉广场展示中心,杭州市余杭区五常街道联胜路6号西嘉广场1楼,ZJA0400-2,浙江省,330000,杭州市,330100,0571-88179679,,30.250810,120.035830,华东大区
广汽埃安杭州奥体西湖展示中心,杭州市西湖区凌波路1号金色水岸商务楼1号楼107,ZJA0400-3,浙江省,330000,杭州市,330100,0571-88015815,0571-88015913,30.284500,120.059690,华东大区
广汽埃安杭州西溪体验中心,杭州市西湖区西溪路978号,ZJA0500,浙江省,330000,杭州市,330100,0571-85357551,0571-86937729,30.252374,120.070978,华东大区
广汽埃安杭州城北体验中心,浙江省杭州市余杭区莫干山路1830号,ZJA0600,浙江省,330000,杭州市,330100,0571-88763588,0571-88765050,30.366470,120.085260,华东大区
广汽埃安杭州城南金地展示中心,杭州市余杭区古墩路1333号金地广场,ZJA0700-2,浙江省,330000,杭州市,330100,,,30.345600,120.088559,华东大区
广汽埃安杭州北站体验中心,浙江省杭州市拱墅区石祥路507号东边一楼,ZJA0800,浙江省,330000,杭州市,330100,0571-88831116,0571-88174000,30.329980,120.125465,华东大区
广汽埃安杭州凌波黄龙万科展示中心,杭州市西湖区学院路77号黄龙国际K-Lab商场1楼,ZJA0400-1,浙江省,330000,杭州市,330100,0571-86778615,,30.281910,120.135520,华东大区
广汽埃安杭州城北上亿广场展示中心,杭州市临平区崇贤街道崇杭路（上亿广场）,ZJA0600-1,浙江省,330000,杭州市,330100,,,30.389350,120.147420,华东大区
广汽埃安杭州北站水晶城展示中心,杭州市拱墅区上塘路458号水晶城购物中心L1-109（水晶城）,ZJA0800-1,浙江省,330000,杭州市,330100,,,30.309745,120.149513,华东大区
广汽埃安杭州石祥城北新天地展示中心,杭州市拱墅区长浜路718号（城北新天地）,ZJA0200-3,浙江省,330000,杭州市,330100,,,30.328440,120.185759,华东大区
广汽埃安杭州501城市广场展示中心,杭州市江干区景昙路9号杭州大厦501城市广场一楼101-29店铺,ZJA0500-1,浙江省,330000,杭州市,330100,17706818053,17706818053,30.265575,120.210305,华东大区
广汽埃安杭州石祥体验中心,浙江省杭州市石祥东路1576号,ZJA0200,浙江省,330000,杭州市,330100,0571-88290333,0571-88767676,30.341278,120.221611,华东大区
广汽埃安杭州奥体体验中心,杭州市萧山区滨康路55号,ZJA0400,浙江省,330000,杭州市,330100,0571-87910801,0571-87918318,30.187978,120.235122,华东大区
广汽埃安杭州城南体验中心,杭州市萧山区蜀山街道亚太路188号,ZJA0700,浙江省,330000,杭州市,330100,0571-82212221,0571-82682200,30.110860,120.246076,华东大区
广汽埃安杭州萧山展示中心,浙江省杭州市萧山区宁围街道浙江世纪汽车市场3幢24号二层,ZJA3000,浙江省,330000,杭州市,330100,18967188816,13396715918,30.209666,120.296450,华东大区
广汽埃安杭州萧山钱塘银泰展示中心,杭州市钱塘区海达南路397号（银泰百货）,ZJA3000-1,浙江省,330000,杭州市,330100,13757104437,,30.304859,120.332067,华东大区
广汽埃安杭州城东体验中心,浙江省杭州市钱塘区白杨街道11号大街26号15幢-8,ZJA0900,浙江省,330000,杭州市,330100,0571-89362688,0571-89362699,30.296564,120.360138,华东大区
广汽埃安宁波余姚体验中心,浙江省余姚市世南西路1979号,ZJB0300,浙江省,330000,宁波市,330200,0574-62797666,0574-62695999,30.041605,121.118648,华东大区
广汽埃安余姚众安广场展示中心,浙江省余姚市新建北路217号众安广场1楼1F-1030,ZJB0300-1,浙江省,330000,宁波市,330200,0574-62797666,,30.081092,121.166299,华东大区
广汽埃安宁波慈溪体验中心,浙江省慈溪市逍林镇新园村汽贸大道598号,ZJB0600,浙江省,330000,宁波市,330200,0574-58888888,0574-59999999,30.176883,121.323265,华东大区
广汽埃安宁波西部海曙印象城展示中心,浙江省宁波市海曙区印象城L1-26,ZJB3000-2,浙江省,330000,宁波市,330200,0574-81859593,0574-81859593,29.901980,121.484141,华东大区
广汽埃安宁波鄞州潘火江北恒一商超展示中心,宁波市江北区长兴东路368号（恒一江北广场）,ZJB0100-3,浙江省,330000,宁波市,330200,,,29.935162,121.509237,华东大区
广汽埃安宁波西部体验中心,浙江省宁波市海曙区鄞县大道西段777号,ZJB3000,浙江省,330000,宁波市,330200,			,,29.827495,121.512233,华东大区
广汽埃安宁波宁海体验中心,浙江省宁波市宁海县梅林街道平安西路26-1号,ZJB0400,浙江省,330000,宁波市,330200,,,29.364810,121.473460,华东大区
广汽埃安宁波海曙体验中心,浙江省宁波市海曙区高鑫广场1楼644-112B商铺,ZJB0200,浙江省,330000,宁波市,330200,0574-87520603,0574-87202293,29.897778,121.521389,华东大区
广汽埃安宁波鄞州潘火恒一广场展示中心,浙江省宁波市海曙区海曙恒一广场1楼1F109,ZJB0100-1,浙江省,330000,宁波市,330200,,,29.856800,121.520773,华东大区
广汽埃安宁波滨江明州里展示中心,宁波市鄞州区四明西路7号（明州里）,ZJB0500-2,浙江省,330000,宁波市,330200,0574-86010000,0574-86190000,29.832600,121.548727,华东大区
广汽埃安宁波海曙鄞州万达展示中心,宁波市鄞州区钟公庙街道四明中路999号（鄞州万达）,ZJB0200-2,浙江省,330000,宁波市,330200,,,29.832228,121.552203,华东大区
广汽埃安宁波西部恒一展示中心,宁波市海曙区大沙泥街100号恒一城市广场,ZJB3000-3,浙江省,330000,宁波市,330200,,,29.871809,121.559196,华东大区
广汽埃安宁波鄞州体验中心,浙江省宁波市鄞州区下应北路628号,ZJB0100,浙江省,330000,宁波市,330200,0574-28810888,0574-28819595,29.825729,121.602417,华东大区
广汽埃安宁波西部宏泰展示中心,浙江省宁波市鄞州区宁穿路1462号宏泰广场1楼051-054,ZJB3000-1,浙江省,330000,宁波市,330200,,,29.865217,121.619383,华东大区
广汽埃安宁波滨江体验中心,浙江省宁波市北仑区小港街道纬十路585号2幢1层2号,ZJB0500,浙江省,330000,宁波市,330200,0574-86868008,0574-86868618,29.911375,121.688204,华东大区
广汽埃安宁波滨江北仑银泰展示中心,宁波市北仑区中河路399号（北仑银泰）,ZJB0500-1,浙江省,330000,宁波市,330200,,,29.901815,121.838090,华南二区
广汽埃安宁波西部象山万达展示中心,宁波象山县丹南路与谷西路交叉口万达广场,ZJB3000-4,浙江省,330000,宁波市,330200,,,29.466383,121.887927,华东大区
广汽埃安温州苍南体验中心,浙江省苍南县灵溪镇苍南大道与通福路交叉路口（东南边）第一幢,ZJC0600,浙江省,330000,温州市,330300,0577-68729888,0577-68729555,27.541773,120.442880,华东大区
广汽埃安温州永嘉领悦展示中心,温州市永嘉县瓯北街道双塔路1699号领悦广场一层中庭1008店铺,ZJC0200-2,浙江省,330000,温州市,330300,15858505014,,28.045329,120.647460,华东大区
广汽埃安温州瓯海体验中心,浙江省温州市瓯海区娄桥街道永庆街瓯融·瓯海国际汽车城2号,ZJC0500,浙江省,330000,温州市,330300,0577-65511666,0577-65515666,27.967528,120.630847,华东大区
广汽埃安温州市中体验中心,浙江省温州市鹿城区温州大道2881号,ZJC0100,浙江省,330000,温州市,330300,0577-88251999,0577-89990588,27.987899,120.666890,华东大区
广汽埃安温州永嘉展示中心,温州市永嘉县黄田大道奥康集团正对面,ZJC0100-4,浙江省,330000,温州市,330300,0577-88908555,0577-89990588,28.072184,120.694477,华东大区
广汽埃安温州平阳万达展示中心,温州市平阳县万达广场,ZJC0200-1,浙江省,330000,温州市,330300,,,27.592745,120.579643,华东大区
广汽埃安温州凯能时代广场展示中心,温州市鹿城区车站大道288号（时代广场）,ZJC0100-3,浙江省,330000,温州市,330300,,,28.004128,120.690925,华东大区
广汽埃安温州市瑞安安阳体验中心,浙江省温州市瑞安市安阳街道祥瑞社区瑞温路506号B1区,ZJC0300,浙江省,330000,温州市,330300,0577-66618555,0577- 66610866,27.789574,120.672569,华东大区
广汽埃安温州龙湾体验中心,浙江省温州市龙湾区蒲州街道温州大道265号第三幢第一层1-4间,ZJC0200,浙江省,330000,温州市,330300,0577-86856688,0577-86356688,27.978797,120.747700,华东大区
广汽埃安温州瓯海龙湾万达展示中心,温州市龙湾区永定路1188号万达广场,ZJC0500-1,浙江省,330000,温州市,330300,,,27.926415,120.818112,华北二区
广汽埃安温州乐成体验中心,浙江省温州市乐清市城东街道坝头村宁康东路538-2号,ZJC0400,浙江省,330000,温州市,330300,0577-62268899,0577-62595967,28.127689,120.998619,华东大区
广汽埃安温州乐清江南里展示中心,浙江省温州市乐清市凌云路66号乐清江南里F1,ZJC0100-2,浙江省,330000,温州市,330300,,,28.107993,121.014880,华东大区
广汽埃安嘉兴庆南体验中心,浙江省嘉兴市桐乡市庆丰南路899号,ZJF0400,浙江省,330000,嘉兴市,330400,0573-88610030,0573-88610050,30.610253,120.558672,华东大区
广汽埃安嘉兴南湖海宁西田城展示中心,浙江省嘉兴市海宁市联合路97号（西田城）,ZJF3000-2,浙江省,330000,嘉兴市,330400,,,30.525553,120.689963,华东大区
广汽埃安嘉兴嘉杭体验中心,浙江省嘉兴市经济技术开发区城南南路西（浙江康桥康嘉汽车有限公司内维护中心一楼-3）,ZJF0200,浙江省,330000,嘉兴市,330400,0573-82795888,0573-82698685,30.729585,120.726341,华东大区
广汽埃安嘉兴南湖中环展示中心,嘉兴市中环南路999号汽车商贸园5号,ZJF3000-3,浙江省,330000,嘉兴市,330400,,,30.748884,120.737879,华东大区
广汽埃安嘉兴嘉杭星河展示中心,嘉兴市南湖区庄前路303号  嘉兴星河COCOCity,ZJF0200-1,浙江省,330000,嘉兴市,330400,,,30.724602,120.752934,华东大区
广汽埃安嘉兴南湖体验中心,浙江省嘉兴市南湖区东栅街道汽车商贸园沽翠路东侧、文贤路南侧1号展厅,ZJF3000,浙江省,330000,嘉兴市,330400,0573-82681116,0573-82681116,30.726071,120.773124,华东大区
广汽埃安平湖诚信海盐吾悦展示中心,嘉兴市海盐县枣园西路与大曲路交叉口（吾悦广场）,ZJF0300-1,浙江省,330000,嘉兴市,330400,,,30.532415,120.931061,华东大区
广汽埃安平湖长胜体验中心,浙江省嘉兴市平湖市当湖街道毓秀路371号,ZJF0300,浙江省,330000,嘉兴市,330400,15967308839,13757327985,30.681442,121.047203,华东大区
广汽埃安湖州长兴体验中心,浙江省湖州市长兴县李家巷镇章浜村,ZJE0100,浙江省,330000,湖州市,330500,18505728002,18505728003,30.983125,119.963641,华东大区
广汽埃安湖州菰城吾悦展示中心,浙江省湖州市太湖路与金田路交叉口吾悦广场1楼 1046号铺位,ZJE3000-1,浙江省,330000,湖州市,330500,0572-2102106,,30.916877,120.107542,华东大区
广汽埃安湖州吴兴体验中心,湖州市吴兴区江南车城A区3-5号,ZJE3000,浙江省,330000,湖州市,330500,0572-2228833,0572-2228833,30.587520,120.125480,华东大区
广汽埃安诸暨陶朱体验中心,浙江省诸暨市陶朱街道王家湖路38号西侧营业房1--4层,ZJD0100,浙江省,330000,绍兴市,330600,0575-88880505,0575-88880508,29.745161,120.199336,华东大区
广汽埃安诸暨陶朱高湖万达展示中心,绍兴市诸暨市浣东街道高湖东路69号（高湖万达）,ZJD0100-1,浙江省,330000,绍兴市,330600,,,29.723665,120.283404,华东大区
广汽埃安绍兴越城世贸展示中心,绍兴市越城区胜利东路360号世茂广场,ZJD0200-1,浙江省,330000,绍兴市,330600,0575-81108700,0575-81108700,30.009622,120.602264,华东大区
广汽埃安绍兴越城体验中心,浙江省绍兴市越城区康宁路102号,ZJD0200,浙江省,330000,绍兴市,330600,0575-88226668,0575-88226696,30.093253,120.612861,华东大区
广汽埃安绍兴上虞体验中心,浙江省绍兴市上虞区小越街道汽车市场轿车“4S”区块5号地块,ZJD0300,浙江省,330000,绍兴市,330600,82631616,82635656,30.064035,120.921010,华东大区
广汽埃安金华金东体验中心,浙江省金华市金东区赤松镇汽车城北三路（车管所对面）,ZJG0200,浙江省,330000,金华市,330700,0579-82081359,0579-82081286,29.150644,119.694466,华东大区
广汽埃安金华公路港体验中心,浙江省金华市金东区塘雅镇金义快速路5555号4号车间,ZJG0400,浙江省,330000,金华市,330700,0579-91727777,0579-82028777,29.194513,119.828827,华东大区
广汽埃安永康三匹马体验中心,浙江省金华市永康市西城街道九铃西路1013号西面展厅8-13间,ZJG0300,浙江省,330000,金华市,330700,0579-87096669,0579-87096667,28.914926,120.017336,华东大区
广汽埃安义乌五洲展示中心,浙江省义乌市经发大道218号（大德药厂里）,ZJG3000,浙江省,330000,金华市,330700,0579-85926668,0579-85266669,29.294188,120.066101,华东大区
广汽埃安东阳白芸体验中心,浙江省金华市东阳市白云街道望江社区望江北路199号8栋一楼,ZJG0100,浙江省,330000,金华市,330700,0579-86731868,0579-86731808,29.294676,120.228994,华东大区
广汽埃安衢州正鑫体验中心,浙江省衢州市浙西大道109号3区1幢1号,ZJH0100,浙江省,330000,衢州市,330800,0570-8056229,15057055666,28.936890,118.900341,华东大区
广汽埃安舟山群岛新区宝龙展示中心,浙江省舟山市定海区定沈路699号（舟山宝龙广场）,ZJL3000,浙江省,330000,舟山市,330900,0580-2922333,0580-2915566,29.998477,122.216145,华东大区
广汽埃安台州临海体验中心,浙江省台州市临海市江南街道靖江南路181号,ZJJ0300,浙江省,330000,台州市,331000,0576-85758088,0576-85759088,28.824539,121.157214,华东大区
广汽埃安台州黄岩体验中心,浙江省台州市黄岩区西城街道二环西路288号,ZJJ0400,浙江省,330000,台州市,331000,0576-84011888,0576-84681555,28.643225,121.255101,华东大区
广汽埃安台州温岭玉环吾悦展示中心,台州市玉环双港路8号吾悦广场,ZJJ0100-1,浙江省,330000,台州市,331000,,,28.120151,121.234864,华东大区
广汽埃安台州路桥体验中心,路桥区迎宾大道浙江方林汽车城B826,ZJJ0200,浙江省,330000,台州市,331000,0576-80235858,0576-82452988,28.560370,121.395474,华东大区
广汽埃安台州椒江东环体验中心,浙江省台州市椒江区洪家街道洪西路1号一期G幢8101,ZJJ0500,浙江省,330000,台州市,331000,0576-88785111,0576-88209666,28.621210,121.416700,华东大区
广汽埃安台州温岭体验中心,浙江省台州市温岭市城东街道曙光东路6号,ZJJ0100,浙江省,330000,台州市,331000,0576-86229588,0576-86625222,28.399637,121.384457,华东大区
广汽埃安丽水莲都体验中心,浙江省丽水市莲都区岩泉汽车市场4S区地块2#楼,ZJK0100,浙江省,330000,丽水市,331100,0578-2219898,0578-2219868,28.480186,119.963575,华东大区
广汽埃安合肥肥西旭辉广场展示中心,肥西县派河大道与翡翠路交口旭辉广场,AHA3000-2,安徽省,340000,合肥市,340100,0551-65232722,0551-65232722,31.742539,117.166627,华东大区
广汽埃安合肥经开区体验中心,安徽省合肥市经济技术开发区金寨路与紫云路交口东南角往南120米,AHA0300,安徽省,340000,合肥市,340100,0551-63438808,0551-63648808,31.751451,117.199510,华东大区
广汽埃安合肥经开政务银泰展示中心,合肥市蜀山区荷叶地街道绿怡居社区潜山路190号合肥银泰城,AHA0300-5,安徽省,340000,合肥市,340100,,,31.824118,117.239153,华东大区
广汽埃安合肥滨湖体验中心,安徽省合肥市经济技术开发区宿松路6938号5#设备生产车间,AHA0400,安徽省,340000,合肥市,340100,0551-68596677,0551-68595577,31.735939,117.273096,华东大区
广汽埃安合肥蜀山唯品会展示中心,合肥政务区金寨路811号安粮唯品会城市奥莱一楼,AHA3100-1,安徽省,340000,合肥市,340100,0551-62992262,15385182121,31.824018,117.259756,华东大区
广汽埃安合肥包河方圆荟展示中心,合肥市包河区滨湖新区徽州大道5558号方圆荟1楼,AHA3100-4,安徽省,340000,合肥市,340100,0551-63630288,0551-63630288,31.749306,117.294853,华东大区
广汽埃安合肥经开北城万达展示中心,合肥市长丰县阜阳北路与金峰路交叉口东北侧（北城万达）,AHA0300-3,安徽省,340000,合肥市,340100,,,31.975728,117.268350,华东大区
广汽埃安合肥庐阳体验中心,合肥市双凤经济技术开发区淮南路宝湾国际汽车城L7号店,AHA3100,安徽省,340000,合肥市,340100,0551-63630288,18156063056、18119601076,31.946428,117.302861,华东大区
广汽埃安合肥包河体验中心,合肥市包河区长春街与天津路交口,AHA3000,安徽省,340000,合肥市,340100,0551-65232722,0551-65232722,31.803485,117.356183,华东大区
广汽埃安合肥包河瑶海保利展示中心,合肥市瑶海区新安江路与郎溪路交口瑶海保利广场,AHA3000-3,安徽省,340000,合肥市,340100,,,31.860824,117.352933,华东大区
广汽埃安合肥经开瑶海万达展示中心,合肥市瑶海区临泉东路277号（瑶海万达）,AHA0300-1,安徽省,340000,合肥市,340100,,,31.881925,117.358038,华东大区
广汽埃安合肥龙湖展示中心,合肥市瑶海区王岗路与长江东路交叉口（龙湖天街）,AHA3100-2,安徽省,340000,合肥市,340100,0551-63630288,15385182121,31.873199,117.396849,华东大区
广汽埃安合肥经开肥东吾悦展示中心,中国安徽省合肥市肥东新城吾悦广场(长江东路南,AHA0300-4,安徽省,340000,合肥市,340100,,,31.878097,117.462623,华东大区
广汽埃安合肥经开巢湖万达展示中心,安徽省合肥市巢湖市东塘路93-27号（巢湖万达）,AHA0300-2,安徽省,340000,合肥市,340100,,,31.615163,117.889369,华东大区
广汽埃安芜湖鸠江展示中心,安徽省芜湖市鸠江区官陡街道南翔万商车都A座,AHB3000,安徽省,340000,芜湖市,340200,18297526325,18297526325,31.406138,118.385794,华东大区
广汽埃安芜湖鸠江正嘉广场展示中心,芜湖市鸠江区海晏路与政通路路口正嘉广场1F109,AHB3000-2,安徽省,340000,芜湖市,340200,,,31.357829,118.449235,华东大区
广汽埃安蚌埠皖北汽车城展示中心,安徽省蚌埠市迎宾大道国际汽车城1号,AHC3000,安徽省,340000,蚌埠市,340300,0552-3029055,0552-3010086,32.872570,117.322484,华东大区
广汽埃安蚌埠金鑫吾悦展示中心,蚌埠市蚌山区解放路680号（吾悦广场）,AHC3000-1,安徽省,340000,蚌埠市,340300,,,32.938691,117.396331,华东大区
广汽埃安淮南田家庵展示中心,安徽省淮南市田家庵区国庆中路68号万达广场1F-A,AHD3000,安徽省,340000,淮南市,340400,,,32.656884,117.038703,华东大区
广汽埃安马鞍山雨山体验中心,马鞍山市雨山区采石街道九华西路1369号,AHE0100,安徽省,340000,马鞍山市,340500,0555-8339666,0555-8331369,31.661271,118.485103,华东大区
广汽埃安淮北相山体验中心,安徽省淮北市相山区任圩街道瑞骑路17号,AHF0100,安徽省,340000,淮北市,340600,0561-3118888,0561-3023888,33.933155,116.804202,华东大区
广汽埃安淮北金象吾悦展示中心,淮北市杜集区龙山路（吾悦广场）,AHF0100-1,安徽省,340000,淮北市,340600,,,33.991781,116.841729,华东大区
广汽埃安铜陵铜官体验中心,安徽省铜陵市铜官区狮子山国际汽车城4S店集群8号,AHG0100,安徽省,340000,铜陵市,340700,0562-6861122,0562-6861115,30.940853,117.909655,华东大区
广汽埃安安庆大观体验中心,安徽省安庆市大观区集贤北路173号,AHH0200,安徽省,340000,安庆市,340800,0556-5307007,0556-5305060,30.548156,117.044393,华东大区
广汽埃安安庆北城体验中心,安徽省安庆市宜秀区石塘湖路10号英德利国际汽车城三期17栋,AHH0100,安徽省,340000,安庆市,340800,0556-5566333,0556-5919777,30.530960,117.063600,华东大区
广汽埃安黄山高新体验中心,安徽省黄山高新技术产业开发区梅林大道62-7号,AHJ0100,安徽省,340000,黄山市,341000,0559-2598999,0559-2539595,29.771485,118.259948,华东大区
广汽埃安阜阳吾悦展示中心,阜阳颍州区淮河路与阜南路交口吾悦广场一楼,AHK3100,安徽省,340000,阜阳市,341200,,,32.882570,115.790128,华东大区
广汽埃安阜阳开发区体验中心,安徽省阜阳市开发区腾飞路116号阜诚汽车销售有限公司展厅101室,AHK0100,安徽省,340000,阜阳市,341200,0558-7117111,0558-7127000,32.846287,115.870927,华东大区
广汽埃安宿州白马体验中心,宿州市埇桥区经济开发区西昌南路东侧(白马商城向南600米),AHL3000,安徽省,340000,宿州市,341300,,,33.599062,116.970804,华东大区
广汽埃安六安东三十铺万达展示中心,六安市金安区皋城路与八公山北路交汇处（万达广场）,AHN3000-1,安徽省,340000,六安市,341500,,,31.763255,116.503166,华东大区
广汽埃安六安长江路展示中心,六安市承接产业转移集中示范园区,AHN3000,安徽省,340000,六安市,341500,18154196861,0564-3615599,31.774854,116.620364,华东大区
广汽埃安亳州远景高新万达展示中心,亳州市谯城区杜仲路与希夷大道交叉口高新万达,AHS0100,安徽省,340000,亳州市,341600,,,33.835459,115.786047,华东大区
广汽埃安池州贵池体验中心,安徽省池州市贵池区汽车集聚园J地块,AHR0100,安徽省,340000,池州市,341700,18856688688,18856688788,30.626295,117.543975,华东大区
广汽埃安宣城宣州体验中心,安徽省宣城市飞彩办事处鸿越大道20号,AHP0100,安徽省,340000,宣城市,341800,0563-3037888,0563-3037333,30.937563,118.731963,华东大区
广汽埃安福州南台岛体验中心,福建省福州市仓山区建新镇金岩路广汽埃安福建南台岛体验中心（天翔体育文创园对面）,FJA0200,福建省,350000,福州市,350100,0591-83357799,0591-88397799,26.059617,119.253979,华东大区
广汽埃安福州南海高新万达展示中心,福州市高新区旗山大道万达广场,FJA0300-1,福建省,350000,福州市,350100,,,26.001944,119.233880,华东大区
广汽埃安福州晋安体验中心,福建省福州市晋安区新店镇审知路1-3号,FJA0500,福建省,350000,福州市,350100,0591-28060333,0591-28066555,26.146097,119.309043,华东大区
广汽埃安福州仓山爱琴海展示中心,福州市仓山区金山街道浦上大道198号（爱琴海）,FJA0100-5,福建省,350000,福州市,350100,,,26.046722,119.285900,华东大区
广汽埃安福州闽侯万象九宜城展示中心,福州市台江区二环中路691号万象九宜城,FJA0400-1,福建省,350000,福州市,350100,,,26.070796,119.297241,华东大区
广汽埃安福州奥体体验中心,福州市仓山区齐安路772号广汽埃安体验中心,FJA0300,福建省,350000,福州市,350100,0591-28367888,0591-28363999,26.003922,119.298557,华东大区
广汽埃安福州仓山世欧展示中心,福建省福州市晋安区长河路88号（世欧广场）,FJA0100-2,福建省,350000,福州市,350100,,,26.076815,119.333226,华东大区
广汽埃安福州台江万达展示中心,福州市台江区万达广场2号门（星巴克旁）福州市台江区万达广场2号门（星巴克旁）,FJA0200-1,福建省,350000,福州市,350100,18059708193,18059708193,26.054645,119.338147,华东大区
广汽埃安福州奥体宜家展示中心,福州市晋安区福马路788号宜家福州商场L1-035,FJA0300-2,福建省,350000,福州市,350100,,,26.071282,119.373150,华东大区
广汽埃安福州仓山体验中心,福州市仓山区高旺路6号,FJA0100,福建省,350000,福州市,350100,0591-83980266,0591-83503932,26.024954,119.353795,华东大区
广汽埃安福州福清体验中心,福州市福清市石竹街道清荣大道与福融路交叉口西150米（福清埃安体验中心）,FJA0600,福建省,350000,福州市,350100,0591-85367499,0591-85367499,25.724729,119.336495,华东大区
广汽埃安福州仓山连江万星展示中心,福建省福州市连江县丹凤路41号（万星广场）,FJA0100-4,福建省,350000,福州市,350100,,,26.217432,119.556711,华东大区
广汽埃安福州仓山福清万达展示中心,福建省福州市福和路9号（福清福和万达）,FJA0100-3,福建省,350000,福州市,350100,,,25.726912,119.358527,华东大区
广汽埃安福州闽侯体验中心,福建省福州市闽侯县尚干镇祥通路11-5号,FJA0400,福建省,350000,福州市,350100,59122252111,59122263688,40.479813,115.991051,华东大区
广汽埃安厦门集美体验中心,厦门市集美区后溪镇天水路503号106,FJD0500,福建省,350000,厦门市,350200,05923215588,05923215599,24.639230,118.066060,华东大区
广汽埃安厦门同安体验中心,厦门市同安区集安路695-3号,FJD0400,福建省,350000,厦门市,350200,0592-7893335,0592-7893337,24.708968,118.144890,华东大区
