name,address,lat,lng,tel,city,province,type,brand
深蓝汽车苏州贤都广场移动展厅,江苏省苏州市吴江区松陵镇江陵东路369号贤都广场,31.178824,120.674738,15962130758,苏州市,江苏省,移动展厅,长安深蓝
深蓝汽车苏州相城太阳路移动展厅,江苏省苏州市相城区太阳路2988号6-1,31.415648,120.613777,13013776071,苏州市,江苏省,移动展厅,长安深蓝
深蓝汽车泰州姜堰汽配城移动展厅,江苏省泰州市姜堰区海姜大道19号,32.504029,120.073801,18012190585,泰州市,江苏省,移动展厅,长安深蓝
深蓝汽车泰州手拉手汽车小镇移动展厅,江苏省泰州市靖江市手拉手汽车小镇,32.000473,120.225301,15152661658,泰州市,江苏省,移动展厅,长安深蓝
深蓝汽车无锡永昌汽车城移动展厅,江苏省无锡市滨湖区永昌汽车城,31.558562,120.134607,18651586617,无锡市,江苏省,移动展厅,长安深蓝
深蓝汽车无锡宜兴移动展厅,江苏省无锡市宜兴市远东大道301号,31.443562,119.823919,15250839772,无锡市,江苏省,移动展厅,长安深蓝
深蓝汽车宿迁双庄汽车园移动展厅,江苏省宿迁市宿城区风驰路22号,33.930857,118.23256,15150794519,宿迁市,江苏省,移动展厅,长安深蓝
深蓝汽车宿迁沭阳大华加油站移动展厅,江苏省宿迁市沭阳县十字街道大华加油站易捷便利店,34.080688,118.795431,0527-87992028,宿迁市,江苏省,移动展厅,长安深蓝
深蓝汽车徐州铜山区移动展厅,江苏省徐州市铜山区富民路与珠江路交叉路口东约190米,34.161336,117.199605,15312431991,徐州市,江苏省,移动展厅,长安深蓝
深蓝汽车徐州云龙区移动展厅,江苏省徐州市云龙区欣欣路1号,34.223437,117.2227,18205203421,徐州市,江苏省,移动展厅,长安深蓝
深蓝汽车徐州融德汽车城移动展厅,江苏省徐州市丰县丰沛路融德汽车城,34.703381,116.657562,18118522567,徐州市,江苏省,移动展厅,长安深蓝
深蓝汽车盐城吾悦广场移动展厅,江苏省盐城市盐都区吾悦广场,33.307041,120.146561,18752004249,盐城市,江苏省,移动展厅,长安深蓝
深蓝汽车扬州高邮秦邮路移动展厅,江苏省扬州市高邮市秦邮路89号（浩发驾校）,32.80108,119.481301,17715101502,扬州市,江苏省,移动展厅,长安深蓝
深蓝汽车镇江丹阳红星美凯龙移动展厅,江苏省镇江市丹阳市迎宾路红星美凯龙森林家居生活广场,32.020001,119.592754,13327772554,镇江市,江苏省,移动展厅,长安深蓝
深蓝汽车镇江大港大润发移动展厅,江苏省镇江市京口区扬子江路大润发大港店,32.158504,119.674457,18082129689,镇江市,江苏省,移动展厅,长安深蓝
深蓝汽车南京东域城移动展厅,江苏省南京市江宁区上元大街459号东域城,31.953987,118.844113,18652941559,南京市,江苏省,移动展厅,长安深蓝
深蓝汽车扬州御龙湾移动展厅,江苏省扬州市邗江区御龙湾商业广场,32.418895,119.451985,18012330040,扬州市,江苏省,移动展厅,长安深蓝
深蓝汽车常州钟楼店,江苏省常州市钟楼区茶花路62号,31.784123,119.888949,0519-86751898,常州市,江苏省,体验中心,长安深蓝
深蓝汽车淮安淮阴店,江苏省淮安市淮阴区钱江路98号,33.653486,119.027279,0517-89709000,淮安市,江苏省,体验中心,长安深蓝
深蓝汽车连云港香港路店,江苏省连云港市赣榆区经济开发区香港路8号,34.816678,119.119606,0518-86560888,连云港市,江苏省,体验中心,长安深蓝
深蓝汽车连云港海州店,连云港市海州区宁海街道迎宾大道8号,34.548781,119.220891,0518-85581118,连云港市,江苏省,体验中心,长安深蓝
深蓝汽车连云港解放东路店,江苏省连云港市海州区解放东路189-8号振兴汽车城,34.637289,119.189032,0518-85156888,连云港市,江苏省,体验中心,长安深蓝
深蓝汽车南京吾悦广场店,南京市建邺区汉中门大街与燕山路交汇处吾悦广场F1层,32.036886,118.7358,18652930091,南京市,江苏省,体验中心,长安深蓝
深蓝汽车南京江宁店,江苏省南京市江宁区东山街道4S园天临路8号,31.981496,118.871641,025-58323777,南京市,江苏省,体验中心,长安深蓝
深蓝汽车南京浦珠北路店,南京市浦口区华园路26号1栋108、109室,32.12383,118.727452,025-58188788,南京市,江苏省,体验中心,长安深蓝
深蓝汽车南京仙尧路店,南京市栖霞区尧化街道仙尧路27号,32.105496,118.888147,025-85618586,南京市,江苏省,体验中心,长安深蓝
深蓝汽车南京软件大道店,江苏省南京市雨花区软件大道16号,31.982625,118.796635,025-58706028,南京市,江苏省,体验中心,长安深蓝
深蓝汽车南京雨花台凤集大道店,南京市雨花台区凤集大道16号(板桥车管所内),31.938589,118.645554,18652941559,南京市,江苏省,体验中心,长安深蓝
深蓝汽车南通崇川店,南通市崇川区城港路202号,32.035639,120.802953,13962864486,南通市,江苏省,体验中心,长安深蓝
深蓝汽车南通海门店,海门区三和汽车广场,31.884767,121.125313,13160387707,南通市,江苏省,体验中心,长安深蓝
深蓝汽车宿迁泗阳店,江苏省宿迁市泗阳县众兴镇淮海东路北侧义乌商贸城104-107、110-113号,33.710548,118.725008,0257-80628001,宿迁市,江苏省,体验中心,长安深蓝
深蓝汽车宿迁宿城店,江苏省宿迁市宿城区双庄镇双庄汽车城迅驰路西侧,33.931125,118.231875,15951373806,宿迁市,江苏省,体验中心,长安深蓝
深蓝汽车苏州汇通路店,江苏省苏州市高新区国际汽车城内汇通路9号,31.32121,120.55345,0512-80161777,苏州市,江苏省,体验中心,长安深蓝
深蓝汽车苏州昆山黄浦江北路店,江苏省苏州市昆山市黄浦江北路288号,31.420101,121.007262,0512-36910166,苏州市,江苏省,体验中心,长安深蓝
深蓝汽车苏州太仓店,江苏省苏州市太仓市太平北路111号森茂汽车城,31.476502,121.094436,0512-33060122,苏州市,江苏省,体验中心,长安深蓝
深蓝汽车苏州吴江店,江苏省苏州市吴江区平望镇中鲈村(平望大桥北首),31.01075,120.648915,0512-80735333,苏州市,江苏省,体验中心,长安深蓝
深蓝汽车苏州木渎中山东路店,江苏省苏州市吴中区木渎中山东路151号,31.256155,120.541343,0512-83986333,苏州市,江苏省,体验中心,长安深蓝
深蓝汽车苏州尹中南路店,江苏省苏州市吴中区郭巷街道尹中南路155号,31.228528,120.665084,0512-80915091,苏州市,江苏省,体验中心,长安深蓝
深蓝汽车苏州相城店,苏州市相城区元和街道苏麌张东太阳路北2号,31.414896,120.613614,0512-83953368,苏州市,江苏省,体验中心,长安深蓝
深蓝汽车苏州张家港店,张家港市东南大道和旗杆路交界处,31.832439,120.568579,0512-58299888,苏州市,江苏省,体验中心,长安深蓝
深蓝汽车泰州海陵店,江苏省泰州市海陵区泰州国际汽车城,32.418598,119.906749,52386600789,泰州市,江苏省,体验中心,长安深蓝
深蓝汽车泰州靖江店,江苏省泰州市靖江市江平路368号,32.025124,120.253176,0523-89199699,泰州市,江苏省,体验中心,长安深蓝
深蓝汽车泰州泰兴店,泰兴市银杏东路88号15栋101室102室,32.199244,120.049371,0523-87533303,泰州市,江苏省,体验中心,长安深蓝
深蓝汽车无锡钱桥店,无锡市惠山区钱桥街道江海西路1103号,31.616048,120.227816,0510-83119188,无锡市,江苏省,体验中心,长安深蓝
深蓝汽车无锡江阴店,江苏省无锡市江阴市澄杨路79号,31.883766,120.315777,0510-86988800,无锡市,江苏省,体验中心,长安深蓝
深蓝汽车无锡锡山店,无锡市锡山区先锋中路25-4,31.589134,120.426574,0510-88770183,无锡市,江苏省,体验中心,长安深蓝
深蓝汽车无锡宜兴融达店,江苏省无锡市宜兴经济开发区融达汽车城8幢813号,31.38464,119.78683,0510-87226226,无锡市,江苏省,体验中心,长安深蓝
深蓝汽车徐州两山口店,徐州云龙区两山口北新能源名车广场B1-B4,34.208908,117.241518,0516-83688118,徐州市,江苏省,体验中心,长安深蓝
深蓝汽车徐州睢宁店,江苏省徐州市睢宁县G104与南环交叉路口,33.912131,118.008777,0516-88303699,徐州市,江苏省,体验中心,长安深蓝
深蓝汽车徐州邳州店,江苏省徐州市邳州市经济开发区建设北路西侧,34.376182,117.984788,0516-86930001,徐州市,江苏省,体验中心,长安深蓝
深蓝汽车徐州铜山店,江苏省徐州市铜山区珠江东路汽车产业园,34.161661,117.186817,0516-67030998,徐州市,江苏省,体验中心,长安深蓝
深蓝汽车徐州和平大道店,江苏省徐州市云龙区和平大道18号,34.252299,117.227345,0516-83876386,徐州市,江苏省,体验中心,长安深蓝
深蓝汽车盐城永宁店,盐城市盐都区新区街道刘朋社区居委会（华兴国际汽配城）A幢1-101,33.325906,120.133631,18752004249,盐城市,江苏省,体验中心,长安深蓝
深蓝汽车盐城信都东路店,江苏省盐城市经济技术开发区新都东路29号,33.373193,120.224926,0515-88225111,盐城市,江苏省,体验中心,长安深蓝
深蓝汽车扬州高邮店,江苏省扬州市高邮市城南新区汽车城中心大道29号,32.742734,119.485144,0514-84664316,扬州市,江苏省,体验中心,长安深蓝
深蓝汽车扬州城北汽车城店,扬州市邗江区荷叶东路160号,32.446681,119.387277,18012330040,扬州市,江苏省,体验中心,长安深蓝
深蓝汽车镇江丹阳店,江苏省镇江市丹阳市丹金路迈村对面166号,31.956681,119.588761,0511-86511866,镇江市,江苏省,体验中心,长安深蓝
深蓝汽车常州溧阳店,溧阳市溧城镇城北大道22号,31.462419,119.489382,0519-87280999,常州市,江苏省,交付中心,长安深蓝
深蓝汽车常州武进店,常州市武进区益联国际汽贸城东南区1号105,31.694695,119.967429,0519-85501818,常州市,江苏省,交付中心,长安深蓝
深蓝汽车淮安淮阴店,江苏省淮安市淮阴区钱江路98号,33.653486,119.027279,0517-89709000,淮安市,江苏省,交付中心,长安深蓝
深蓝汽车连云港海州店,连云港市海州区宁海街道迎宾大道8号,34.550512,119.22954,0518-85581118,连云港市,江苏省,交付中心,长安深蓝
深蓝汽车连云港解放东路店,江苏省连云港市海州区解放东路189-8号振兴汽车城,34.637289,119.189032,0518-85156888,连云港市,江苏省,交付中心,长安深蓝
深蓝汽车南京江宁店,江苏省南京市江宁区东山街道4S园天临路8号,31.981496,118.871641,025-58323777,南京市,江苏省,交付中心,长安深蓝
深蓝汽车南通崇川店,南通市崇川区城港路202号,32.035639,120.802953,0513-87108555,南通市,江苏省,交付中心,长安深蓝
深蓝汽车宿迁沭阳店,江苏省宿迁市沭阳县永康路东河东路北,34.088718,118.798209,18136341001,宿迁市,江苏省,交付中心,长安深蓝
深蓝汽车宿迁宿城店,江苏省宿迁市宿城区双庄镇双庄汽车城迅驰路西侧,33.931125,118.231875,0527-80880000,宿迁市,江苏省,交付中心,长安深蓝
深蓝汽车苏州昆山黄浦江北路店,江苏省苏州市昆山市黄浦江北路288号,31.420101,121.007262,0512-36910166,苏州市,江苏省,交付中心,长安深蓝
深蓝汽车苏州木渎中山东路店,江苏省苏州市吴中区木渎中山东路151号,31.256155,120.541343,0512-83986333,苏州市,江苏省,交付中心,长安深蓝
深蓝汽车苏州张家港店,江苏省苏州市张家港市经济技术开发区新泾东路与东区大道交界处,31.828117,120.571151,0512-58299888,苏州市,江苏省,交付中心,长安深蓝
深蓝汽车泰州靖江店,江苏省泰州市靖江市江平路368号,32.025124,120.253176,0523-89199699,泰州市,江苏省,交付中心,长安深蓝
深蓝汽车泰州泰兴店,泰兴市银杏东路88号15栋101室 102室,32.199244,120.049371,0523-87533303,泰州市,江苏省,交付中心,长安深蓝
深蓝汽车无锡锡山店,无锡市锡山区先锋中路25-4,31.589134,120.426574,0510-88770183,无锡市,江苏省,交付中心,长安深蓝
深蓝汽车无锡宜兴融达店,江苏省无锡市宜兴经济开发区融达汽车城8幢813号,31.38464,119.78683,0510-87226226,无锡市,江苏省,交付中心,长安深蓝
深蓝汽车徐州东三环店,徐州市鼓楼区东三环路63号,34.285109,117.243737,0516-83688118,徐州市,江苏省,交付中心,长安深蓝
深蓝汽车徐州铜山店,江苏省徐州市铜山区珠江东路汽车产业园,34.161661,117.186817,0516-67030998,徐州市,江苏省,交付中心,长安深蓝
深蓝汽车徐州和平大道店,江苏省徐州市云龙区和平大道18号,34.252541,117.218814,0516-83877222,徐州市,江苏省,交付中心,长安深蓝
深蓝汽车扬州高邮店,江苏省扬州市高邮市城南新区汽车城中心大道29号,32.742734,119.485144,0514-84664316,扬州市,江苏省,交付中心,长安深蓝
深蓝汽车镇江丹阳店,江苏省镇江市丹阳市丹金路迈村对面166号,31.956681,119.588761,0511-86511866,镇江市,江苏省,交付中心,长安深蓝
深蓝汽车镇江京口店,江苏省镇江市京口区丁卯桥路与楚桥路交汇处,32.174226,119.525651,13852913225,镇江市,江苏省,交付中心,长安深蓝
深蓝汽车南京仙尧路店,南京市栖霞区尧化街道仙尧路27号,32.105496,118.888147,025-85618586,南京市,江苏省,交付中心,长安深蓝
深蓝汽车苏州常熟店,江苏省苏州市常熟市常熟汽车交易市场长城路5号,31.634309,120.79364,0512-52581112,苏州市,江苏省,交付中心,长安深蓝
深蓝汽车盐城永宁店,盐城市盐都区新区街道刘朋社区居委会（华兴国际汽配城）A幢1-101,33.325906,120.133631,0515-88806600,盐城市,江苏省,交付中心,长安深蓝
深蓝汽车扬州城北汽车城店,扬州市邗江区荷叶东路160号,32.453034,119.393249,18012330040,扬州市,江苏省,交付中心,长安深蓝
深蓝汽车泰州海陵店,江苏省泰州市海陵区泰州国际汽车城,32.419928,119.904931,52386600789,泰州市,江苏省,交付中心,长安深蓝
深蓝汽车苏州相城店,苏州市相城区元和街道苏虞张东太阳路北2号,31.414896,120.613614,0512-83953168,苏州市,江苏省,维保中心,长安深蓝
深蓝汽车连云港海州店,连云港市海州区迎宾大道 8 号,34.548781,119.220891,0518-85153555,连云港市,江苏省,维保中心,长安深蓝
深蓝汽车徐州铜山店,江苏省徐州市铜山区珠江东路汽车产业园内,34.296402,117.211062,18852112908,徐州市,江苏省,维保中心,长安深蓝
深蓝汽车南京软件大道店,江苏省南京市雨花台区软件大道16号,31.982736,118.796679,025-52632881,南京市,江苏省,维保中心,长安深蓝
深蓝汽车苏州木渎中山东路店,苏州市吴中区中山东路151号,31.25616,120.54118,0512-83986111,苏州市,江苏省,维保中心,长安深蓝
深蓝汽车徐州新沂店,新沂市宿新路226号圣唐汽车广场展厅,34.312763,118.348883,13505229440,徐州市,江苏省,维保中心,长安深蓝
深蓝汽车盐城信都东路店,江苏省盐城市盐都区开元路与厚德路交叉口,33.329541,120.133335,0515-88698080,盐城市,江苏省,维保中心,长安深蓝
深蓝汽车苏州张家港店,江苏省苏州市张家港市杨舍镇东南大道与旗杆路交界处向北 100 米处,31.866462,120.583663,0512-56885288,苏州市,江苏省,维保中心,长安深蓝
深蓝汽车南京江宁店,江苏省南京市江宁区东山街道4S园天临路8号,31.981422,118.871665,025-58323711,南京市,江苏省,维保中心,长安深蓝
深蓝汽车徐州沛县店,徐州沛县经济开发区洲业国际汽车城18号楼,34.712257,116.894393,0516-80400355,徐州市,江苏省,维保中心,长安深蓝
深蓝汽车淮安淮阴店,江苏省淮安市淮阴区钱江路98号,33.653601,119.027337,0517-89705550,淮安市,江苏省,维保中心,长安深蓝
深蓝汽车徐州睢宁店,江苏省徐州市睢宁县金城街道旧104国道与睢宁南环交叉路口,33.912131,118.008777,0516-88305708,徐州市,江苏省,维保中心,长安深蓝
深蓝汽车宿迁宿城风驰路店,宿迁市宿城区双庄镇汽车城风驰路42号,33.93097,118.236368,0257-80990099,宿迁市,江苏省,维保中心,长安深蓝
深蓝汽车无锡锡山店,江苏省无锡市锡山区先锋中路25-4（先锋汽车城）,31.583474,120.422654,0510-88770008,无锡市,江苏省,维保中心,长安深蓝
深蓝汽车徐州东三环店,江苏省徐州市鼓楼区东三环63号,34.291452,117.250141,0516-80288302,徐州市,江苏省,维保中心,长安深蓝
深蓝汽车苏州昆山黄浦江北路店,江苏省昆山市周市镇黄浦江北路288号1号厂房,31.420048,121.00752,0512-36910161,苏州市,江苏省,维保中心,长安深蓝
深蓝汽车常州溧阳店,溧阳市溧城镇城北大道32号3幢,31.462419,119.489382,0519-87870999,常州市,江苏省,维保中心,长安深蓝
深蓝汽车连云港香港路店,江苏省连云港市赣榆区经济开发区香港路10号,34.816664,119.119515,0518-86865888,连云港市,江苏省,维保中心,长安深蓝
深蓝汽车苏州尹中南路店,苏州市吴中区郭巷街道尹中南路155号1幢,31.228528,120.665084,0512-80915071,苏州市,江苏省,维保中心,长安深蓝
深蓝汽车连云港解放东路店,江苏省连云港市海州区解放东路189-8号振兴汽车城,34.637297,119.188993,0518-85156110,连云港市,江苏省,维保中心,长安深蓝
深蓝汽车苏州吴江店,苏州市吴江区平望镇中鲈村（平望大桥北首）,31.016501,120.655566,0512-80737333,苏州市,江苏省,维保中心,长安深蓝
深蓝汽车宿迁泗阳店,"江苏省泗阳县众兴镇淮海东路北侧义务商贸城104-107,110-113号",33.710398,118.724878,0527-80628000,宿迁市,江苏省,维保中心,长安深蓝
深蓝汽车宿迁沭阳店,宿迁市沭阳县永康路和河东路交叉口东北角1-3层展厅,34.088667,118.799463,0527-87997338,宿迁市,江苏省,维保中心,长安深蓝
深蓝汽车宿迁宿城店,江苏省宿迁市宿城区双庄镇双庄汽车城迅驰路西侧,33.936743,118.244687,0527-80660000,宿迁市,江苏省,维保中心,长安深蓝
深蓝汽车无锡惠山店,无锡市惠山区江海西路1103号,31.669243,120.301795,0510-68786818,无锡市,江苏省,维保中心,长安深蓝
深蓝汽车无锡宜兴融达店,江苏省无锡市宜兴经济开发区融达汽车城11栋805,31.386028,119.786083,0510-80707700,无锡市,江苏省,维保中心,长安深蓝
深蓝汽车徐州邳州店,江苏省徐州市邳州市运河镇建设北路75-8号,34.376226,117.984875,0516-68930009,徐州市,江苏省,维保中心,长安深蓝
深蓝汽车常州薛家店,江苏省常州市新北区薛家镇顺园路88-10号,31.856343,119.933926,0519-83890369,常州市,江苏省,维保中心,长安深蓝
深蓝汽车常州钟楼店,江苏省常州市钟楼区茶花路62号,31.784123,119.888949,0519-86751898,常州市,江苏省,交付中心,长安深蓝
深蓝汽车苏州汇通路店,江苏省苏州市高新区国际汽车城内汇通路9号,31.32645,120.560235,0512-80161777,苏州市,江苏省,维保中心,长安深蓝
深蓝汽车泰州靖江店,江苏省泰州市靖江市西环南路,32.025009,120.253546,0523-84854321,泰州市,江苏省,维保中心,长安深蓝
深蓝汽车常州武进区店,江苏省常州市武进区湖塘镇广电东路168号西侧,31.712755,119.992793,13775103999,常州市,江苏省,维保中心,长安深蓝
深蓝汽车苏州太仓店,江苏省苏州市太仓市苏州西路188号,31.460685,121.088962,0512-53116887,苏州市,江苏省,维保中心,长安深蓝
深蓝汽车镇江丹阳店,江苏省镇江市丹阳市丹金路（迈村对面）,31.956354,119.588757,0511-86565699,镇江市,江苏省,维保中心,长安深蓝
深蓝汽车徐州和平大道店,江苏省徐州市云龙区和平大道18号,34.252468,117.218752,0516-83209188,徐州市,江苏省,维保中心,长安深蓝
深蓝汽车镇江京口店,江苏省镇江市京口区智慧大道699号,32.170827,119.513132,0511-88858998,镇江市,江苏省,维保中心,长安深蓝
深蓝汽车扬州高邮店,江苏省扬州市高邮市城南新区汽车城中心大道29号,32.742682,119.485234,0514-84631166,扬州市,江苏省,维保中心,长安深蓝
深蓝汽车泰州泰兴店,江苏省泰州市泰兴市银杏东路88号汽车城16栋-2号楼,32.199666,120.048959,0523-87733303,泰州市,江苏省,维保中心,长安深蓝
深蓝汽车南通如皋店,江苏省南通市如皋市贺洋村8组88号,32.332208,120.572745,0513-87995199,南通市,江苏省,维保中心,长安深蓝
深蓝汽车南京浦珠北路店,南京市江北新区浦珠路11号后方办公楼一楼,32.123621,118.728209,025-58855686,南京市,江苏省,维保中心,长安深蓝
深蓝汽车苏州常熟店,江苏省苏州市常熟市青墩塘路118号（内）2幢,31.63397,120.797377,0512-52006806,苏州市,江苏省,维保中心,长安深蓝
深蓝汽车扬州城北汽车城店,江苏省扬州市邗江区新纪元广场1-3层,32.446202,119.386287,13952555328,扬州市,江苏省,维保中心,长安深蓝
深蓝汽车南通崇川区店,江苏省南通市崇川区永兴街道城港路132号,32.034285,120.809405,0513-85076789,南通市,江苏省,维保中心,长安深蓝
深蓝汽车南京花台区店,南京市雨花台区卡子门大街40号,31.987392,118.798216,025-57626556,南京市,江苏省,维保中心,长安深蓝
深蓝汽车苏州汇通路店,江苏省苏州市高新区国际汽车城内汇通路9号,31.32121,120.55345,0512-80161777,苏州市,江苏省,交付中心,长安深蓝
深蓝汽车苏州吴江店,江苏省苏州市吴江区平望镇中鲈村(平望大桥北首),31.01075,120.648915,0512-80735333,苏州市,江苏省,交付中心,长安深蓝
深蓝汽车苏州尹中南路店,江苏省苏州市吴中区郭巷街道尹中南路155号,31.228528,120.665084,0512-80915091,苏州市,江苏省,交付中心,长安深蓝
深蓝汽车南京浦珠北路店,南京市浦口区华园路26号1栋108、109室,32.12383,118.727452,025-58188788,南京市,江苏省,交付中心,长安深蓝
深蓝汽车泰州市高新区店,江苏省泰州市医药高新区海军西路3号,32.421252,119.903586,18115286800,泰州市,江苏省,维保中心,长安深蓝
深蓝汽车句容洪武路专区店,洪武路,31.965988,119.152972,15312367115,镇江市,江苏省,移动展厅,长安深蓝
深蓝汽车苏州东环路专区店,东环路1198号,31.27168,120.66101,18251143492,苏州市,江苏省,移动展厅,长安深蓝
深蓝汽车宿迁记忆小镇专区店,记忆小镇24-28号商铺,33.78956,118.39356,18936993423,宿迁市,江苏省,移动展厅,长安深蓝
深蓝汽车南通如东太平洋汽车城专区店,掘港镇通洋南路城南工业园区太平洋汽车城,32.277199,121.168297,13921602455,南通市,江苏省,移动展厅,长安深蓝
深蓝汽车南通如皋皋邻商业广场专区店,城南街道万寿599号皋邻商业广场1016,32.352254,120.600039,15722525201,南通市,江苏省,移动展厅,长安深蓝
深蓝汽车徐州莲湖路专区店,泉山区莲湖路与徐丰公路交叉口西北140米右侧,34.20776,117.286552,18361262662,徐州市,江苏省,移动展厅,长安深蓝
深蓝汽车无锡红豆大学专区店,兴港北路红豆大学对面,31.49881,120.31858,15103992989,无锡市,江苏省,移动展厅,长安深蓝
深蓝汽车徐州复兴北路专区店,复兴北路延长段199号,34.2960149,117.2108884,13775887993,徐州市,江苏省,移动展厅,长安深蓝
深蓝汽车苏州北环路专区店,盛泽镇北环路1188号,30.55,120.37,18013735916,苏州市,江苏省,移动展厅,长安深蓝
深蓝汽车徐州泉山欣欣路专区店,欣欣路南侧中石油加油站东隔壁,34.21267,117.29058,15996875169,徐州市,江苏省,移动展厅,长安深蓝
深蓝汽车徐州食品城专区店,徐州市云龙区食品城104国道北（崔庄村）两山口北名车广场A5号,34.210159,117.242416,16651768008,徐州市,江苏省,移动展厅,长安深蓝
深蓝汽车南京浦口区浦珠北路专区店,浦珠北路11号加油站后方,32.129527,118.734484,13921440786,南京市,江苏省,移动展厅,长安深蓝
深蓝汽车徐州珠江路汽车产业园专区店,珠江路汽车产业园,34.161661,117.186817,15852095534,徐州市,江苏省,移动展厅,长安深蓝
深蓝汽车常州新北区九江路专区店,九江路8号,31.843883,119.988804,15952719530,常州市,江苏省,移动展厅,长安深蓝
深蓝汽车无锡锡山区先锋中路专区店,先锋中路23-3,31.58912,120.42927,13812512742,无锡市,江苏省,移动展厅,长安深蓝
深蓝汽车徐州鼓楼区三环东路专区店,三环东路63号,34.29167,117.25023,15852165387,徐州市,江苏省,移动展厅,长安深蓝
深蓝汽车徐州沛县丰沛路专区店,丰沛路南邓园小学西侧,34.71755,116.945845,13913492496,徐州市,江苏省,移动展厅,长安深蓝
深蓝汽车徐州新沂市金瑞汽车城专区店,经济开发区江苏路新沂金瑞汽车城北数5、6号,34.358207,118.309657,18036379527,徐州市,江苏省,移动展厅,长安深蓝
深蓝汽车扬州江都区店,江苏省扬州市江都区城北工业园区华动路1号,32.464407,119.552351,13852792929,扬州市,江苏省,维保中心,长安深蓝
深蓝汽车无锡江阴市店,江苏省无锡市江阴市澄杨路79号,31.883844,120.316249,18118926580,无锡市,江苏省,维保中心,长安深蓝
深蓝汽车连云港香港路店,江苏省连云港市赣榆区经济开发区香港路8号,34.816678,119.119606,0518-86560888,连云港市,江苏省,交付中心,长安深蓝
深蓝汽车杭州滨江店,浙江省杭州市滨江区江陵路211号3幢,30.181131,120.217218,0571-83739969,杭州市,浙江省,体验中心,长安深蓝
深蓝汽车杭州城北汽车城店,杭州市拱墅区花园岗街209-1号,30.321593,120.119321,0571-88178555,杭州市,浙江省,体验中心,长安深蓝
深蓝汽车杭州石桥路店,浙江省杭州市拱墅区石桥路288号,30.320483,120.195405,0571-86618166,杭州市,浙江省,体验中心,长安深蓝
深蓝汽车杭州下沙路移动展厅,浙江省杭州市上城区下沙路1161号,30.302001,120.270273,15057428755,杭州市,浙江省,移动展厅,长安深蓝
深蓝汽车杭州东方世茂城移动展厅,浙江省杭州市萧山区东方世茂城,30.191591,120.309113,15257105134,杭州市,浙江省,移动展厅,长安深蓝
深蓝汽车杭州东东和达城移动展厅,浙江省杭州市钱塘区10号大街与之江东路交叉处,30.2964,120.388912,13221989555,杭州市,浙江省,移动展厅,长安深蓝
深蓝汽车杭州建德市移动展厅,浙江省杭州市建德市子胥西路88号乾潭商会大厦F1层,29.615256,119.538172,15657177736,杭州市,浙江省,移动展厅,长安深蓝
深蓝汽车杭州知音路移动展厅,浙江省杭州市西湖区知音路18号,30.15081,120.054739,18858186604,杭州市,浙江省,移动展厅,长安深蓝
深蓝汽车湖州蜀山路移动展厅,浙江省湖州市吴兴区八里店蜀山路2995,30.88631,120.15543,13819227296,湖州市,浙江省,移动展厅,长安深蓝
深蓝汽车湖州安吉国际汽车城移动展厅,浙江省湖州市安吉县递铺街道浮玉中路491号,30.640795,119.667731,15868272177,湖州市,浙江省,移动展厅,长安深蓝
深蓝汽车嘉兴海宁由拳路移动展厅,浙江省嘉兴市海宁市由拳路275号,30.54549,120.68606,13004206218,嘉兴市,浙江省,移动展厅,长安深蓝
深蓝汽车金华大润发移动展厅,浙江省金华市婺城区八一南街大润发超市,29.070873,119.65838,13867959007,金华市,浙江省,移动展厅,长安深蓝
深蓝汽车金华恒风汽车城移动展厅,浙江省金华市义乌市后宅街道恒风汽车城,29.295496,120.026168,18058489696,金华市,浙江省,移动展厅,长安深蓝
深蓝汽车丽水莲都区移动展厅,浙江省丽水市莲都区白云汽校训练场,28.446229,119.888306,13306889660,丽水市,浙江省,移动展厅,长安深蓝
深蓝汽车宁波象山车城路移动展厅,浙江省宁波市象山县城南高新创业园车城路18号汽车城,29.414048,121.890112,15967843663,宁波市,浙江省,移动展厅,长安深蓝
深蓝汽车衢州瑞冉家居广场移动展厅,浙江省衢州市江山市江贺公路200号瑞冉家居广场,28.692238,118.583834,18857037571,衢州市,浙江省,移动展厅,长安深蓝
深蓝汽车绍兴滨海万达广场移动展厅,浙江省绍兴市越城区蓝印滨海万达广场,30.217938,120.708522,13754397960,绍兴市,浙江省,移动展厅,长安深蓝
深蓝汽车台州仙居夜市移动展厅,浙江省台州市仙居县泰和中路仙居夜市（仙居吾悦广场北侧）,28.849982,120.719955,13736276557,台州市,浙江省,移动展厅,长安深蓝
深蓝汽车台州机场路移动展厅,浙江省台州市淑江区机场路100号,28.65676,121.444543,18657655061,台州市,浙江省,移动展厅,长安深蓝
深蓝汽车温州瑞安塘下镇美食广场移动展厅,浙江省温州市瑞安市塘下镇美食广场,27.828394,120.682608,0577-58892666,温州市,浙江省,移动展厅,长安深蓝
深蓝汽车杭州临安店,浙江省杭州市临安区玲珑街道华兴汽车城11号厅,30.207354,119.68635,0571-23660386,杭州市,浙江省,体验中心,长安深蓝
深蓝汽车杭州西湖店,杭州市西湖区西溪路936号,30.251202,120.071957,13306626696,杭州市,浙江省,体验中心,长安深蓝
深蓝汽车杭州紫荆龙湖天街店,浙江省杭州市西湖区古墩路1009号,30.320922,120.092055,18858186604,杭州市,浙江省,体验中心,长安深蓝
