,name,address,province,city,tel,lat,lng,brand,type
354,广汽埃安淮北相山体验中心,安徽省淮北市相山区任圩街道瑞骑路17号,安徽省,淮北市,0561-3023888,33.933155,116.804202,埃安,
355,广汽埃安淮北金象吾悦展示中心,淮北市杜集区龙山路（吾悦广场）,安徽省,淮北市,,33.991781,116.841729,埃安,
356,广汽埃安铜陵铜官体验中心,安徽省铜陵市铜官区狮子山国际汽车城4S店集群8号,安徽省,铜陵市,0562-6861115,30.940853,117.909655,埃安,
357,广汽埃安安庆大观体验中心,安徽省安庆市大观区集贤北路173号,安徽省,安庆市,0556-5305060,30.548156,117.044393,埃安,
358,广汽埃安安庆北城体验中心,安徽省安庆市宜秀区石塘湖路10号英德利国际汽车城三期17栋,安徽省,安庆市,0556-5919777,30.53096,117.0636,埃安,
359,广汽埃安黄山高新体验中心,安徽省黄山高新技术产业开发区梅林大道62-7号,安徽省,黄山市,0559-2539595,29.771485,118.259948,埃安,
360,广汽埃安阜阳吾悦展示中心,阜阳颍州区淮河路与阜南路交口吾悦广场一楼,安徽省,阜阳市,,32.88257,115.790128,埃安,
361,广汽埃安阜阳开发区体验中心,安徽省阜阳市开发区腾飞路116号阜诚汽车销售有限公司展厅101室,安徽省,阜阳市,0558-7127000,32.846287,115.870927,埃安,
362,广汽埃安宿州白马体验中心,宿州市埇桥区经济开发区西昌南路东侧(白马商城向南600米),安徽省,宿州市,,33.599062,116.970804,埃安,
363,广汽埃安六安东三十铺万达展示中心,六安市金安区皋城路与八公山北路交汇处（万达广场）,安徽省,六安市,,31.763255,116.503166,埃安,
364,广汽埃安六安长江路展示中心,六安市承接产业转移集中示范园区,安徽省,六安市,0564-3615599,31.774854,116.620364,埃安,
365,广汽埃安亳州远景高新万达展示中心,亳州市谯城区杜仲路与希夷大道交叉口高新万达,安徽省,亳州市,,33.835459,115.786047,埃安,
366,广汽埃安池州贵池体验中心,安徽省池州市贵池区汽车集聚园J地块,安徽省,池州市,18856688788,30.626295,117.543975,埃安,
367,广汽埃安宣城宣州体验中心,安徽省宣城市飞彩办事处鸿越大道20号,安徽省,宣城市,0563-3037333,30.937563,118.731963,埃安,
368,广汽埃安福州南台岛体验中心,福建省福州市仓山区建新镇金岩路广汽埃安福建南台岛体验中心（天翔体育文创园对面）,福建省,福州市,0591-88397799,26.059617,119.253979,埃安,
369,广汽埃安福州南海高新万达展示中心,福州市高新区旗山大道万达广场,福建省,福州市,,26.001944,119.23388,埃安,
370,广汽埃安福州晋安体验中心,福建省福州市晋安区新店镇审知路1-3号,福建省,福州市,0591-28066555,26.146097,119.309043,埃安,
371,广汽埃安福州仓山爱琴海展示中心,福州市仓山区金山街道浦上大道198号（爱琴海）,福建省,福州市,,26.046722,119.2859,埃安,
372,广汽埃安福州闽侯万象九宜城展示中心,福州市台江区二环中路691号万象九宜城,福建省,福州市,,26.070796,119.297241,埃安,
373,广汽埃安福州奥体体验中心,福州市仓山区齐安路772号广汽埃安体验中心,福建省,福州市,0591-28363999,26.003922,119.298557,埃安,
374,广汽埃安福州仓山世欧展示中心,福建省福州市晋安区长河路88号（世欧广场）,福建省,福州市,,26.076815,119.333226,埃安,
375,广汽埃安福州台江万达展示中心,福州市台江区万达广场2号门（星巴克旁）福州市台江区万达广场2号门（星巴克旁）,福建省,福州市,18059708193,26.054645,119.338147,埃安,
376,广汽埃安福州奥体宜家展示中心,福州市晋安区福马路788号宜家福州商场L1-035,福建省,福州市,,26.071282,119.37315,埃安,
377,广汽埃安福州仓山体验中心,福州市仓山区高旺路6号,福建省,福州市,0591-83503932,26.024954,119.353795,埃安,
378,广汽埃安福州福清体验中心,福州市福清市石竹街道清荣大道与福融路交叉口西150米（福清埃安体验中心）,福建省,福州市,0591-85367499,25.724729,119.336495,埃安,
379,广汽埃安福州仓山连江万星展示中心,福建省福州市连江县丹凤路41号（万星广场）,福建省,福州市,,26.217432,119.556711,埃安,
380,广汽埃安福州仓山福清万达展示中心,福建省福州市福和路9号（福清福和万达）,福建省,福州市,,25.726912,119.358527,埃安,
381,广汽埃安福州闽侯体验中心,福建省福州市闽侯县尚干镇祥通路11-5号,福建省,福州市,59122263688,40.479813,115.991051,埃安,
382,广汽埃安厦门集美体验中心,厦门市集美区后溪镇天水路503号106,福建省,厦门市,5923215599,24.63923,118.06606,埃安,
383,广汽埃安厦门同安体验中心,厦门市同安区集安路695-3号,福建省,厦门市,0592-7893337,24.708968,118.14489,埃安,
384,广汽埃安厦门高崎体验中心,中国（福建）自由贸易试验区厦门片区高崎北路436号金绿物流城1F-C区,福建省,厦门市,0592-5800866,24.54684,118.1158,埃安,
385,广汽埃安厦门高奇罗宾森展示中心,厦门市思明区厦禾路899号（罗宾森广场）,福建省,厦门市,,24.474916,118.119239,埃安,
386,广汽埃安厦门金湖路体验中心,厦门市湖里区金湖路11-13号,福建省,厦门市,0592-5865695,24.514369,118.147829,埃安,
387,广汽埃安莆田荔城体验中心,福建省莆田市荔城区西天尾镇城涵西大道2188号,福建省,莆田市,,25.478616,119.05868,埃安,
388,广汽埃安三明三元体验中心,三明市三元区新市北路乾龙新村231号8号1区展厅,福建省,三明市,0598-8298777,26.280594,117.653855,埃安,
389,广汽埃安泉州南环路体验中心,福建省泉州市鲤城区常泰街道五星社区南环路924号旭辉创业园2号楼1楼,福建省,泉州市,0595-24660788,24.91316,118.543589,埃安,
390,广汽埃安泉州经开体验中心,福建省泉州市鲤城区安泰路26号,福建省,泉州市,0595-22357786,24.876192,118.551327,埃安,
391,广汽埃安泉州南安中骏世界城展示中心,福建省泉州市南安市美林江北大道40号中骏世界城一楼M135,福建省,泉州市,0595-22459999,24.682754,118.441936,埃安,
392,广汽埃安泉州鲤城南安中骏世界展示中心,福建省泉州市南安市水头镇海一路1号中骏世界城M128,福建省,泉州市,,24.682754,118.441936,埃安,
393,广汽埃安泉州晋江体验中心,福建省泉州市晋江市罗山街道缺塘社区和平南路171号,福建省,泉州市,15985996422,24.784648,118.575521,埃安,
394,广汽埃安泉州石狮体验中心,福建省石狮市狮城大道582号,福建省,泉州市,0595-88882023,24.747995,118.60907,埃安,
395,广汽埃安漳州龙文体验中心,福建省漳州市龙文区迎宾大道360号（吉马国际汽车城）A6-4-5号,福建省,漳州市,0596-2104999,24.501514,117.744016,埃安,
396,广汽埃安漳州龙文台商万达展示中心,福建省漳州市龙海区角美镇锦江大道2号（台商万达）,福建省,漳州市,0596-2104999,24.508335,117.896584,埃安,
397,广汽埃安南平建瓯体验中心,福建省建瓯市东安路2-13、2-14号,福建省,南平市,0599-3863399,27.054882,118.3663,埃安,
398,广汽埃安龙岩新罗展示中心,龙岩市新罗区龙门镇物流大道210号,福建省,龙岩市,0597-2361666,25.101608,116.95464,埃安,
399,广汽埃安宁德蕉城体验中心,福建省宁德市蕉城区金涵畲族乡国道路101号茶厂21幢101室-1号,福建省,宁德市,0593-2339002,26.694163,119.527838,埃安,
400,广汽埃安南昌西湖万达展示中心,南昌市西湖区云锦路西湖万达广场,江西省,南昌市,13879111270,28.638693,115.865584,埃安,
401,广汽埃安南昌城东王府井展示中心,南昌市青云谱区洪城路188号（王府井）,江西省,南昌市,,28.660733,115.911673,埃安,
402,广汽埃安南昌高开体验中心,江西省南昌市青山湖区高新大道688号罗万工业园3号厂房,江西省,南昌市,0791-86317060,28.700257,115.965524,埃安,
403,广汽埃安南昌青山湖万达展示中心,江西省南昌市青山湖区京东南大道1666号（青山湖万达广场）,江西省,南昌市,18797917225,28.648857,115.968717,埃安,
404,广汽埃安南昌城东体验中心,江西省南昌市青山湖区京东大道366号,江西省,南昌市,0791-88307199,28.701404,115.979196,埃安,
405,广汽埃安南昌城南体验中心,南昌市青山湖区高新南大道4288号,江西省,南昌市,0791-88399668,28.603445,115.964157,埃安,
406,广汽埃安九江九瑞体验中心,江西省九江市柴桑区港口镇304省道汽车大市场A1号,江西省,九江市,0792-8609666,29.72678,115.79971,埃安,
407,广汽埃安赣州南康展示中心,赣州市南康区龙岭镇赣南汽车城B-33地块,江西省,赣州市,0797-6659789,25.74003,114.827226,埃安,
408,广汽埃安赣州章贡体验中心,赣州市章贡区沙石镇吉埠村奥特莱斯对面广汽埃安4S店,江西省,赣州市,0797-5553618,25.81491,114.963945,埃安,
409,广汽埃安赣州经开体验中心,江西省赣州市经济技术开发区迎宾大道22号广汽埃安经开店,江西省,赣州市,0797-8389599,25.415633,114.925079,埃安,
410,广汽埃安吉安吉州体验中心,江西省吉安市吉州区钓源大道2号凯旋国际商业城1号楼06、2号楼02,江西省,吉安市,7968300186,27.118747,114.910194,埃安,
411,广汽埃安吉安青原体验中心,江西省吉安市青原区汽车产业园1号地块内,江西省,吉安市,0796-8103906,27.135517,115.049116,埃安,
412,广汽埃安宜春润达广场展示中心,江西省宜春市袁州区宜春南路136号润达国际9栋,江西省,宜春市,0795-3583566,27.801315,114.38416,埃安,
413,广汽埃安上饶广信体验中心,江西省上饶市广信区三清山西大道58号月亮湾汽车城,江西省,上饶市,0793-6162777,28.462135,117.908186,埃安,
414,广汽埃安上饶广信吾悦展示中心,上饶市广信区凤凰西大道与旭日南大道交汇处(吾悦广场),江西省,上饶市,,28.441516,117.915587,埃安,
415,广汽埃安上饶信州体验中心,江西省上饶市信州区上饶大道18号赣东北汽车园地块17号楼房(面向上饶大道一侧),江西省,上饶市,0793-6160777,28.410287,117.96067,埃安,
416,广汽埃安济南槐荫经十路体验中心,山东省济南市槐荫区经十西路3566号院内3号,山东省,济南市,0531-87195858,36.647339,116.855092,埃安,
417,广汽埃安济南明星体验中心,山东省济南市槐荫区经十路28438号,山东省,济南市,0531-87568811,36.656777,116.923455,埃安,
418,广汽埃安济南槐荫弘阳广场展示中心,济南市槐荫区兴福寺路海亮艺术华府-西区西侧约110米,山东省,济南市,,36.680096,116.919236,埃安,
419,广汽埃安济南西部体验中心,济南市槐荫区匡山汽车大世界东区东临41号,山东省,济南市,0531-87512666,36.696483,116.941011,埃安,
420,广汽埃安济南历城体验中心,山东省济南市历城区北园大街43号,山东省,济南市,0531-88678975,36.704702,117.063806,埃安,
421,广汽埃安济南槐荫万虹展示中心,山东省济南市历城区工业北路60号（万虹广场）,山东省,济南市,15315562421,36.719492,117.126755,埃安,
422,广汽埃安济南莱芜高新体验中心,山东省济南市莱芜高新区汇源东大街68号,山东省,济南市,0531-78516000,36.202421,117.735871,埃安,
423,广汽埃安济南章丘明星体验中心,山东省济南市章丘区双山街道世纪大道1617号-1号,山东省,济南市,0531-80950909,36.69984,117.502286,埃安,
424,广汽埃安青岛西海岸体验中心,山东省青岛市黄岛区海西中路105号,山东省,青岛市,0532-88159000,35.880511,119.957474,埃安,
425,广汽埃安青岛黄岛体验中心,山东省青岛市西海岸新区江山中路181号北区,山东省,青岛市,0532-68057866,36.014029,120.16734,埃安,
426,广汽埃安青岛即墨胶州展示中心,青岛市胶州市兰州东路523号,山东省,青岛市,0532-83299111,36.292155,120.058061,埃安,
427,广汽埃安青岛平度体验中心,山东省青岛市平度市李园街道办事处柳州路301号,山东省,青岛市,0532-88376179,36.781592,119.921319,埃安,
428,广汽埃安青岛市北CBD万达展示中心,青岛市市北区敦化路街道延吉路116号（CBD万达）,山东省,青岛市,,36.101212,120.389922,埃安,
429,广汽埃安青岛市北体验中心,山东省青岛市市北区长沙路49号,山东省,青岛市,0532-58582266,36.13744,120.394051,埃安,
430,广汽埃安青岛北金茂览秀城商超展示中心,山东省青岛市城阳区宝源路1号（金茂览秀城),山东省,青岛市,,36.269828,120.317747,埃安,
431,广汽埃安青岛崂山体验中心,青岛市崂山区海尔路20号,山东省,青岛市,,36.139674,120.436735,埃安,
432,广汽埃安青岛李沧体验中心,山东省青岛市李沧区重庆中路650号,山东省,青岛市,0532-87638555,36.189516,120.409919,埃安,
433,广汽埃安青岛即墨城阳展示中心,山东省青岛市城阳区黑龙江中路399号,山东省,青岛市,,36.268243,120.42589,埃安,
434,广汽埃安青岛城阳青特万达展示中心,青岛市城阳区正阳中路117号1F-1008,山东省,青岛市,0532-58582277,36.311831,120.429843,埃安,
435,广汽埃安青岛鼎圣永泰体验中心,青岛市即墨市烟青路（墨城路）212号,山东省,青岛市,,36.348648,120.441228,埃安,
436,广汽埃安青岛即墨体验中心,山东省青岛市即墨区环秀街道烟青路小韩村212号,山东省,青岛市,0532-87203567,36.368066,120.457337,埃安,
437,广汽埃安淄博经开区荣盛广场展示中心,山东省淄博市张店区华光路288号荣盛广场,山东省,淄博市,,36.830512,118.007936,埃安,
438,广汽埃安淄博市张店展示中心,山东省淄博市张店区山泉路61号,山东省,淄博市,0533-2716153,36.784551,118.049392,埃安,
439,广汽埃安淄博高新万达展示中心,淄博市张店区中润大道17号（淄博万达）,山东省,淄博市,,36.844798,118.018109,埃安,
440,广汽埃安淄博张店体验中心,山东省淄博市张店区金晶大道261号,山东省,淄博市,0533-3588969,36.83596,118.074291,埃安,
441,广汽埃安淄博高新体验中心,山东省淄博市桓台县柳泉北路1877号天齐汽车博览园1号院内1-1展厅,山东省,淄博市,0533-7965666,36.910646,118.074887,埃安,
442,广汽埃安滕州龙泉路体验中心,山东省枣庄市滕州市善南街道龙泉南路机动车检测中心南668米东侧,山东省,枣庄市,15553720007,35.048532,117.204391,埃安,
443,广汽埃安枣庄星汇展示中心,山东省枣庄高新区张范街道北于红绿灯300米路北        ,山东省,枣庄市,0632-7137888,34.837229,117.477357,埃安,
444,广汽埃安东营东城展示中心,山东省东营市垦利区郝家镇北二路1号,山东省,东营市,0546-8280000,37.48,118.42,埃安,
445,广汽埃安东营东城万达展示中心,山东省东营市东营区莒州路29号东城万达1063号,山东省,东营市,13793970133,37.450127,118.699845,埃安,
446,广汽埃安烟台东陌堂体验中心,山东省烟台市福山区机场路597号,山东省,烟台市,0535-6103333,37.421307,121.362155,埃安,
447,广汽埃安烟台幸福体验中心,山东省烟台市芝罘区幸福南路8号,山东省,烟台市,0535-2922599,37.566586,121.33783,埃安,
448,广汽埃安寿光文家体验中心,寿光市文家街道文家庄村南（风神集团鼎泰汽车园内）,山东省,潍坊市,0536-2233111,36.532281,118.413505,埃安,
449,广汽埃安青州益都泰华展示中心,潍坊市青州市昭德南路3088号青州泰华城,山东省,潍坊市,,36.690233,118.520959,埃安,
450,广汽埃安青州益都体验中心,山东省潍坊市青州市经济开发区玲珑山北路2869号,山东省,潍坊市,15662572689,36.741514,118.489656,埃安,
451,广汽埃安潍坊潍城体验中心,山东省潍坊市潍城区经济开发区北宫西街与殷大路交汇南100米路西,山东省,潍坊市,0536-8660669,36.72345,118.993044,埃安,
452,广汽埃安潍坊奎文体验中心,潍坊市潍州路399号,山东省,潍坊市,0536-2081996,36.660748,119.136306,埃安,
453,广汽埃安潍坊潍城展示中心,潍坊市奎文区东风东街泰华假日广场,山东省,潍坊市,,36.710677,119.105495,埃安,
454,广汽埃安潍坊寒亭体验中心,潍坊市寒亭区潍县北路与通亭街交叉口东南角1号楼101室,山东省,潍坊市,0536-7360789,36.763397,119.192793,埃安,
455,广汽埃安济宁美恒体验中心,山东省济宁市任城区美恒汽车博览城内广汽埃安展示中心,山东省,济宁市,,35.369531,116.527763,埃安,
456,广汽埃安济宁金宇展示中心,山东省济宁市任城区105国道路西金宇汽配城,山东省,济宁市,0537-2192777,35.455088,116.550973,埃安,
457,广汽埃安济宁高新体验中心,山东省济宁市高新区柳行街道东外环路东、崇文大道南东艺工业园内东1号厂区,山东省,济宁市,,35.426846,116.673796,埃安,
458,广汽埃安泰安岱岳体验中心,山东省泰安市岱岳区天平街道泰山国际汽车城211号,山东省,泰安市,0538-8572688,36.159088,117.039841,埃安,
459,广汽埃安泰安高新体验中心,泰安高新区龙潭路交运汽车园内,山东省,泰安市,0538-5032111,36.146275,117.121992,埃安,
460,广汽埃安威海环翠体验中心,威海市温泉镇金蚂蚁汽车广场33号,山东省,威海市,0631-5916333,37.367246,122.138045,埃安,
461,广汽埃安威海环翠珠海路展示中心,山东省威海市环翠区珠海路665-1号,山东省,威海市,,37.411239,122.150012,埃安,
462,广汽埃安威海环翠威高展示中心,威海市环翠区新威路17号（威高广场）,山东省,威海市,,37.504678,122.122458,埃安,
463,广汽埃安日照经开体验中心,山东省日照市经济开发区和阳南路与大连路交汇处路西10米,山东省,日照市,0633-8680088,35.378753,119.431167,埃安,
464,广汽埃安临沂罗庄体验中心,山东省临沂市罗庄区盛庄街道沂河路与湖东路交汇处华东二手车市场院内,山东省,临沂市,0539-8262119,35.02692,118.298363,埃安,
465,广汽埃安临沂兰山体验中心,山东省临沂市兰山区双岭路与西中环路交汇南800米路东远东新能源汽车市场,山东省,临沂市,0539-2522199,35.119766,118.252108,埃安,
466,广汽埃安临沂河东兰山展示中心,临沂市兰山区陶然路与商城路交汇西100米路南,山东省,临沂市,,35.03752,118.31816,埃安,
467,广汽埃安临沂鲁南汽车城展示中心,临沂市兰山区聚才路与蒙山大道交汇处北30米路西鲁南汽车城40号展厅,山东省,临沂市,0539-2059555,35.098834,118.313949,埃安,
468,广汽埃安临沂沂河路体验中心,临沂市罗庄区沂河路与沂州路交汇处向西200米路南（麦德龙超市西南）,山东省,临沂市,0539-2059555,35.022043,118.359139,埃安,
469,广汽埃安临沂滨河万达展示中心,山东省临沂市兰山区蒙山大道与滨河路交叉口西南滨河万达1009号,山东省,临沂市,0539-2059555,35.117608,118.317519,埃安,
470,广汽埃安临沂上海路万达展示中心,临沂市兰山区上海路与孝河路交汇处万达广场,山东省,临沂市,0539-2059555,35.111872,118.360637,埃安,
471,广汽埃安临沂河东体验中心,山东省临沂市河东区九曲街道温泉路与北京路交汇西北侧写字楼一楼,山东省,临沂市,0539-6587777,35.10132,118.43386,埃安,
472,广汽埃安德州长河体验中心,山东省德州市经济开发区长河街道办事处新河东路1366号,山东省,德州市,0534-2566066,37.454593,116.369658,埃安,
473,广汽埃安德州城区体验中心,德州市经济开发区晶华大道,山东省,德州市,0534-7058017,37.453357,116.385237,埃安,
474,广汽埃安聊城东昌府体验中心,聊城市光岳南路116号金羊汽车城院内1排5号楼,山东省,聊城市,0635-8536700,36.42469,116.015249,埃安,
475,广汽埃安聊城经开体验中心,山东省聊城市光岳路江北汽车城院内,山东省,聊城市,0635-2920635,36.48636,116.038719,埃安,
476,广汽埃安聊城东昌路体验中心,山东省聊城市开发区东城街道办事处东昌路北泰山路西（万达汽车园内2号）,山东省,聊城市,0635-2119776,36.464655,116.075143,埃安,
477,广汽埃安滨州西区体验中心,山东省滨州市滨城区长江一路渤海24路路西,山东省,滨州市,0543-2191033,37.369866,117.930049,埃安,
478,广汽埃安滨州滨城体验中心,山东省滨州市滨城区渤海五路1111号铂焱汽车城沿街商铺3号,山东省,滨州市,0543-3017999,37.451325,118.005363,埃安,
479,广汽埃安菏泽黄河东路体验中心,山东省菏泽市黄河东路588号,山东省,菏泽市,0530-2073999,35.1559,115.334,埃安,
480,广汽埃安菏泽高新体验中心,山东省菏泽市高新区万福街道办事处昆明路2999号中汇国际汽车园内,山东省,菏泽市,0530-5162111,35.286232,115.428741,埃安,
481,广汽埃安菏泽定陶体验中心,山东省菏泽市定陶区杜堂镇范阳路汽车小镇内车管所南侧东数第四间,山东省,菏泽市,0530-6272299,35.117281,115.594772,埃安,
482,广汽埃安菏泽高新银座展示中心,菏泽市长城路与人民路交汇处东北角（银座和谐广场）,山东省,菏泽市,,35.279703,115.507232,埃安,
483,广汽埃安郑州航海新密中强光年展示中心,郑州市新密市西大街新密市城区（中强光年城市广场）,河南省,郑州市,,34.542546,113.367674,埃安,
484,广汽埃安郑州中原荥阳吾悦展示中心,郑州市荥阳市郑上路与荥泽大道交汇处西北侧（荥阳吾悦）,河南省,郑州市,,34.790913,113.431651,埃安,
485,广汽埃安郑州城西体验中心,郑州市中原区中原西环与西四环交汇处河南大中原国际汽车城C区16号,河南省,郑州市,0371-65699911,34.759028,113.497609,埃安,
486,广汽埃安郑州高新郑大展示中心,郑州市高新区科学大道红叶路东南角万科广场1F30,河南省,郑州市,53362690,34.813301,113.531465,埃安,
487,广汽埃安郑州中原体验中心,郑州市中原区中原西路125号,河南省,郑州市,0371-66682999,34.753475,113.59565,埃安,
488,广汽埃安郑州二七体验中心,河南省郑州市二七区航海中路与淮南街交汇处向西50米,河南省,郑州市,0371-66895999,34.726296,113.639615,埃安,
489,广汽埃安郑州中原区朗悦新悦荟展示中心,郑州市中原区长椿路与红桦街交叉口购物中心一楼,河南省,郑州市,,34.836188,113.542957,埃安,
490,广汽埃安郑州铭达锦艺城王府井展示中心,郑州市中原区桐柏路与棉纺路交叉口（锦艺城王府井）,河南省,郑州市,,34.768523,113.634848,埃安,
491,广汽埃安郑州管城体验中心,郑州市管城区十八里河镇大王庄村文治路与鼎尚街交叉口西南角,河南省,郑州市,15093257500,34.696414,113.729119,埃安,
492,广汽埃安郑州中原大融城展示中心,郑州市管城回族区人民路与东太康路交汇处(city大融城),河南省,郑州市,0371-86587666,34.759757,113.677867,埃安,
493,广汽埃安郑州瀚海海尚展示中心,郑州市金水区丰庆路与东风路交汇处瀚海海尚购物中心一楼入口处,河南省,郑州市,,34.80724,113.652736,埃安,
494,广汽埃安郑州国基路展示中心,郑州市金水区国基路与丰庆路交叉口西南角YOYOPARK商超一层,河南省,郑州市,0371-55008266,34.819393,113.647858,埃安,
495,广汽埃安郑州福塔体验中心,郑州市中州大道与经北六路向东600米（中福汽车旁）,河南省,郑州市,0371-53666986,34.73235,113.735306,埃安,
496,广汽埃安郑州北环体验中心,河南省郑州市金水区东风路街道园田路19号江山商务广场1层6号、2层6号,河南省,郑州市,0371-53362690,34.815946,113.657911,埃安,
497,广汽埃安郑州大玉米展示中心,郑州市商务外环路与通泰路向东交叉口永威木色购物公园一楼,河南省,郑州市,53362690,34.773339,113.737803,埃安,
498,广汽埃安郑州金水体验中心,郑州市金水区晨旭路68号中州车汇广场2号馆,河南省,郑州市,0371-65325511,34.806008,113.707193,埃安,
499,广汽埃安郑州城东体验中心,河南自贸试验区郑州片区（郑东）商都路南、博学路西郑州威佳汽车园A区02号,河南省,郑州市,0371-55520599,34.738875,113.790463,埃安,
500,广汽埃安郑州省汽贸体验中心,郑州市花园北路开元路河南汽车贸易中心院内（省汽贸）,河南省,郑州市,0371-55036665,34.8657,113.6745,埃安,
501,广汽埃安开封集英街展示中心,开封市龙亭区魏都路与集英街交叉口路南,河南省,开封市,0371-22733999,34.821949,114.300505,埃安,
502,广汽埃安洛阳杜预街展示中心,洛阳市牡丹大道与杜预街交叉口西200米新能源汽车城,河南省,洛阳市,0379-80881337,34.568725,112.390377,埃安,
503,广汽埃安洛阳洛龙科技园展示中心,洛阳市洛龙区科技园园西大道洛阳众德慧汽车市场开发有限公司院内办公楼A（1-3）层,河南省,洛阳市,0379-69938999,34.577242,112.388632,埃安,
504,广汽埃安洛阳洛泷中弘范特展示中心,洛阳市涧西区武汉路与乐业路交叉路口东南侧（中弘范特区购物中心）,河南省,洛阳市,,34.668671,112.371611,埃安,
505,广汽埃安洛阳南昌路王府井展示中心,河南省洛阳市涧西区南昌路王府井购物中心一层东门,河南省,洛阳市,0379-69938999,34.650278,112.415648,埃安,
506,广汽埃安洛阳廛河展示中心,洛阳市瀍河回族区九都东路名车苑汽车广场13号,河南省,洛阳市,15837976286,34.688404,112.514586,埃安,
507,广汽埃安平顶山高新体验中心,河南省平顶山市高新区许南路与建设路交叉口西50米路北,河南省,平顶山市,（0375）3682666,33.775875,113.212736,埃安,
508,广汽埃安平顶山南环体验中心,河南省平顶山市叶县洪庄杨镇张集村建设路东段高速收费站西2公里路南,河南省,平顶山市,17335208778,33.726231,113.493438,埃安,
509,广汽埃安安阳泰祥路万达展示中心,安阳市文峰区中华路与文明大道交会处南100路东（万达广场2号门）,河南省,安阳市,,36.086076,114.386289,埃安,
510,广汽埃安安阳泰祥路豫北展示中心,安阳市弦歌大道与光明路交叉口豫北汽车市场,河南省,安阳市,,36.058727,114.41834,埃安,
511,广汽埃安安阳泰祥路体验中心,安阳市殷都区邺城大道与泰祥路交叉口北50路西,河南省,安阳市,"0372-3781111						",36.155539,114.3271,埃安,
512,广汽埃安新乡南环展示中心,河南省新乡市新飞大道与南环路交叉口西北角南一排一号,河南省,新乡市,3732021999,35.259421,113.898591,埃安,
513,广汽埃安新乡金穗体验中心,河南省新乡市红旗区金穗大道与新东大道交叉口向东200路南,河南省,新乡市,3735918886,35.277346,113.987106,埃安,
514,广汽埃安长垣山海体验中心,河南省新乡市长垣市南蒲金色阳光汽车城内12号,河南省,新乡市,0373-8170777,35.182054,114.693051,埃安,
515,广汽埃安焦作示范区体验中心,河南省焦作市城乡一体化示范区迎宾路南富源汽车城内,河南省,焦作市,0391-3556222,35.16152,113.27031,埃安,
516,广汽埃安焦作宏达体验中心,河南省焦作市示范区迎宾路555号宏达名车城,河南省,焦作市,0391-8821266,35.20412,113.258983,埃安,
517,广汽埃安濮阳西环体验中心,河南省濮阳市中原路与濮水路交叉口南200米路东,河南省,濮阳市,0393-7683888,35.784322,114.984237,埃安,
518,广汽埃安濮阳东环恒丰展示中心,濮阳市华龙区任丘路（恒丰购物公园）,河南省,濮阳市,,35.782446,115.068314,埃安,
519,广汽埃安濮阳市龙都瑞璞汽车小镇展示中心,河南省濮阳市濮阳县清河头乡龙都瑞璞汽车小镇3号展厅,河南省,濮阳市,0393-6903888,35.761446,115.122414,埃安,
520,广汽埃安许昌魏都区体验中心,许昌市魏都区延安路与陈庄街交叉口向西200米路南,河南省,许昌市,0374-8560777,34.059598,113.800131,埃安,
521,广汽埃安漯河源汇体验中心,河南省漯河市源汇区漯舞路与107国道交叉口西600米路北,河南省,漯河市,3955890599,33.556293,114.000131,埃安,
522,广汽埃安漯河汽贸物流城展示中心,漯河市源汇区湘江路西段众汇汽车广场,河南省,漯河市,,33.566498,114.037832,埃安,
523,广汽埃安南阳卧龙体验中心,河南省南阳市卧龙区靳岗街道信臣西路西兰营社区兰营桥向西500米靳岗法院西隔壁,河南省,南阳市,63521119,33.039937,112.501241,埃安,
524,广汽埃安南阳信臣体验中心,河南省南阳市卧龙区七里园乡信臣路与南都路交叉口东北角46号,河南省,南阳市,0377-60920110,33.035936,112.557361,埃安,
525,广汽埃安商丘中原车城展示中心,河南省商丘市梁园区金桥路与新兴路交叉口东188米路南,河南省,商丘市,0370-2375556,34.453114,115.603685,埃安,
526,广汽埃安商丘梁园区帝壹茂展示中心,商丘市宜兴西路与神火大道交叉口往西100米路南,河南省,商丘市,,34.439538,115.661582,埃安,
527,广汽埃安商丘港汇体验中心,河南省商丘市梁园区陇海路与凯旋路交叉口港汇万达1066号,河南省,商丘市,0370-3555616,34.453346,115.652303,埃安,
528,广汽埃安信阳南京路展示中心,河南省信阳市平桥区南京大道东段大柏树东200米路南,河南省,信阳市,0376-3889922,32.13069,114.16194,埃安,
529,广汽埃安周口川汇区展示中心,河南省周口市川汇区太清路与昆仑路交叉口东300米路南宏源精品汽车城院内,河南省,周口市,19913300007,33.655608,114.682645,埃安,
530,广汽埃安驻马店金山园体验中心,河南省驻马店市文明大道与古吕路交叉口东北角999号,河南省,驻马店市,0396-2867999,33.06606,114.016654,埃安,
531,广汽埃安驻马店开源展示中心,河南省驻马店市驿城区开源大道与兴业大道交叉口金龙科技园内第一排,河南省,驻马店市,0396-2992688,33.018349,114.075076,埃安,
532,广汽埃安武汉后湖经开万达展示中心,武汉市经济技术开发区东风大道111号 经开万达广场1号门1039号展厅,湖北省,武汉市,,30.511644,114.179601,埃安,
533,广汽埃安武汉江岸黄金口展示中心,武汉市汉阳区黄金口都市工业园（平塘路）永安堂172号3栋D2区1-2-1号,湖北省,武汉市,,30.56788,114.17502,埃安,
534,广汽埃安武汉关南荟聚展示中心,武汉市硚口区长宜路1号武汉荟聚中心,湖北省,武汉市,,30.623928,114.173828,埃安,
